Day fraction since midnight on 12/7/2020	7 kPa (cm)	Q sed difference ()	Raw water pump ()	settled bulk pump ()	Clay pump Run ()	PACl pump Run ()	Floc hopper pump  ()	Q Clay (PID control) ()	Q clay pump (mL/s)	Q settled bulk pump (mL/s)	Q Raw (mL/s)	Q removed (mL/s)	Q Floc Hopper ()	Turb settled w/ blanket ()	Turb settled w/out blanket  ()	PC1 & 2 pump ()	ChemTrac Buffer ()	PC 1.2 bin1 N ()	PC 1.2 bin2 N ()	PC 1.2 bin3 N ()	PC 1.2 bin4 N ()	PC 1.2 bin5 N ()	PC 1.2 bin6 N ()	PC 1.2 Cell  ()	PC 1.2 Laser ()	PC 1.2 Total N ()	PC 1.3 bin1 N ()	PC 1.3 bin2 N ()	PC 1.3 bin3 N ()	PC 1.3 bin4 N ()	PC 1.3 bin5 N ()	PC 1.3 bin6 N ()	PC 1.3 Cell ()	PC 1.3 Laser ()	PC 1.3 Total N ()	UV 1.1 Compensated UVA ()	UV 1.1 UVA ()	UV 1.1 UVT ()	Target turbidity experiment (NTU)	Turb influent  ()	PID Output ()
0.50252236	29.10428429	1.215	74.87755102	54.98918919	0	0	91.39896373	0	0	3.391	6.115	1.509	0.294	0.96969056	0.26117095	0.8200225	80.08400345	235	124	122	86	42	2	100	99	611	1303	729	712	407	86	2	98	100	3240	0.04470348	0.04795663	89.57604218	0.00003754	0.21557613	0
0.50258023	20.68404388	NaN	NaN	54.98918919	0	0	91.39896373	0.00004449	NaN	3.391	NaN	1.509	0.294	0.96969056	0.26117095	0.8200225	85.51962948	615	326	347	292	117	5	100	99	1701	1303	729	712	407	86	2	98	100	3240	0.04345892	0.0477873	89.61096954	0.00003984	0.19478847	0.01786103
0.50263811	13.72378731	NaN	0	0	0	0	0	0.00002495	NaN	3.391	NaN	1.509	0.294	0.9531849	0.26549748	0.8200225	3.05210781	615	326	347	292	117	5	100	99	1701	1303	729	712	407	86	2	98	100	3240	0.04345892	0.0477873	89.61096954	0.00000196	0.18098724	0.01221675
0.50269598	12.08089352	NaN	0	0	0	0	0	0	NaN	3.391	NaN	1.509	0.294	0.9531849	0.26549748	0.8200225	6.06123924	615	326	347	292	117	5	100	99	1701	1303	729	712	407	86	2	98	100	3240	0.04345892	0.0477873	89.61096954	0.00000427	0.16730373	0
0.50275385	11.38213158	NaN	0	0	0	0	0	0	NaN	3.391	NaN	1.509	0.294	0.95909023	0.29656401	0.8200225	11.37594175	1546	805	805	598	229	10	100	99	3992	1317	729	716	417	82	2	98	100	3265	0.04420651	0.04751321	89.66753387	0.0000066	0.15752366	0
0.50281172	11.12250423	NaN	0	0	0	0	0	0	NaN	3.391	NaN	1.509	0.294	0.95909023	0.29656401	0.8200225	16.61568785	1546	805	805	598	229	10	100	99	3992	1317	729	716	417	82	2	98	100	3265	0.04420651	0.04751321	89.66753387	0.00000891	0.14980306	0
0.50286959	11.06828976	NaN	0	0	0	0	0	0	NaN	3.391	NaN	1.509	0.294	0.97182012	0.34223869	0.8200225	22.02742147	1546	805	805	598	229	10	100	99	3992	1317	729	716	417	82	2	98	100	3265	0.04420651	0.04751321	89.66753387	0.00001121	0.14570621	0
0.50292746	11.05725098	NaN	0	0	0	0	0	0	NaN	3.391	NaN	1.509	0.294	0.97182012	0.34223869	0.8200225	27.15623903	1546.00001	805.00001	805.00001	598.00001	229.00001	10.00000999	100.00001	99.00000999	3992.00001	1317.00001	729.00001	716.00001	417.00001	82.00000999	2.00000999	98.00000999	100.00001	3265.00001	0.04420999	0.04751999	89.66753999	0.00001354	0.14254792	0
0.50298533	11.02271366	NaN	0	0	0	0	0	0	NaN	3.391	NaN	1.509	0.294	0.96345145	0.34680405	0.8200225	32.48811769	2365	1191	1055	639	220	8	100	99	5477	1317	729	716	417	82	2	98	100	3265	0.04346547	0.04643768	89.8898468	0.00001586	0.14048342	0
0.5030432	11.02188587	1.21498185	0	0	0	0	0	0	0.00001816	3.391	6.11498187	1.509	0.294	1.03399181	0.34680405	0.8200225	38.00396252	2365	1191	1055	639	220	8	100	99	5477	1317	729	716	417	82	2	98	100	3265	0.04346547	0.04643768	89.8898468	0.00001816	0.1386615	0
0.50310107	11.01003647	1.21497952	0	0	0	0	0	0	0.00002049	3.391	6.11497954	1.509	0.294	1.03399181	0.366716	0.8200225	43.09979916	2365.00001	1191.00001	1055.00001	639.00001	220.00001	8.00000999	100.00001	99.00000999	5477.00001	1317.00001	729.00001	716.00001	417.00001	82.00000999	2.00000999	98.00000999	100.00001	3265.00001	0.04346999	0.04643999	89.88984999	0.00002049	0.14114387	0
0.50315895	9.17970943	1.21499875	74.87753596	54.98918919	0	0	91.39896373	0	0.00000126	3.391	6.11499876	1.509	0.294	1.02616894	0.42991951	0.8200225	43.09979916	2365.00001	1191.00001	1055.00001	639.00001	220.00001	8.00000999	100.00001	99.00000999	5477.00001	1317.00001	729.00001	716.00001	417.00001	82.00000999	2.00000999	98.00000999	100.00001	3265.00001	0.04346999	0.04643999	89.88984999	0.00000126	0.14046168	0
0.50321681	4.22758722	1.21499644	74.87750773	54.98918919	0	0	91.39896373	0	0.00000357	3.391	6.11499646	1.509	0.294	1.02616894	0.42991951	0.8200225	5.97229385	1788	894	742	370	99	2	100	99	3894	909	507	488	290	66	2	98	100	2261	0.04361694	0.04685935	89.80261993	0.00000357	0.13538186	0
0.50327467	2.46955419	1.21499411	74.87747923	54.98918919	0	0	91.39896373	0	0.00000589	3.391	6.11499413	1.509	0.294	1.18364727	0.42991951	0.8200225	11.41230249	1105	580	473	209	39	0	100	99	2406	557	308	296	178	35	1	98	100	1375	0.04361694	0.04685935	89.80261993	0.00000589	0.13362694	0
0.50333255	1.30983388	1.21499181	74.877451	54.98918919	0	0	91.39896373	0	0.00000821	3.391	6.11499182	1.509	0.294	1.18364727	0.42991951	0.8200225	16.59608507	1105	580	473	209	39	0	100	99	2406	557	308	296	178	35	1	98	100	1375	0.04361694	0.04685935	89.80261993	0.00000821	0.13255346	0
0.50339042	1.66948926	1.21499877	0	0	0	0	0	0	0.00000123	3.391	6.11499879	1.509	0.294	1.16861331	0.42991999	0.8200225	16.59608507	1105	580	473	209	39	0	100	99	2406	557	308	296	178	35	1	98	100	1375	0.04361694	0.04685935	89.80261993	0.00000123	0.13233182	0
0.50344829	6.19655371	1.21499647	0	0	0	0	0	0	0.00000353	3.391	6.11499649	1.509	0.294	1.16861331	0.42991999	0.8200225	6.0643611	1715	970	802	350	65	1	100	99	3903	557	308	296	178	35	1	98	100	1375	0.04395886	0.04749699	89.67088318	0.00000353	0.14260602	0
0.50350616	8.81601048	1.21499414	0	0	0	0	0	0	0.00000586	3.391	6.11499416	1.509	0.294	1.1166178	0.49368075	0.8200225	11.40704346	1715	970	802	350	65	1	100	99	3903	557	308	296	178	35	1	98	100	1375	0.04348665	0.04587758	90.00583649	0.00000586	0.19837414	0
0.50356403	10.11046219	1.21499182	0	0	0	0	0	0	0.00000818	3.391	6.11499184	1.509	0.294	1.1166178	0.49368075	0.8200225	16.57496309	3614	2375	2191	993	172	2	100	99	9347	801	435	420	233	47	1	98	100	1936	0.04348665	0.04587758	90.00583649	0.00000818	0.29766545	0
0.5036219	10.61534691	1.21498952	0	0	0	0	0	0	0.00001049	3.391	6.11498954	1.509	0.294	1.30865204	0.54835677	0.8200225	22.02258158	3614	2375	2191	993	172	2	100	99	9347	801	435	420	233	47	1	98	100	1936	0.04396775	0.04722961	89.72609711	0.00001049	0.39548612	0
0.50367977	10.87503529	1.21498721	0	0	0	0	0	0	0.00001281	3.391	6.11498721	1.509	0.294	1.30865204	0.54835677	0.8200225	27.15839529	3614	2375	2191	993	172	2	100	99	9347	801	435	420	233	47	1	98	100	1936	0.04432707	0.04749699	89.67088318	0.00001281	0.52855605	0
0.50373765	10.94069767	1.21498489	0	0	0	0	0	0	0.00001513	3.391	6.1149849	1.509	0.294	1.33192587	0.58649909	0.8200225	32.5351634	3312	2508	2590	1269	258	4	100	99	9940	801	435	420	233	47	1	98	100	1936	0.04432707	0.04749699	89.67088318	0.00001513	0.57721919	0
0.50379551	10.96677399	1.21498258	0	0	0	0	0	0	0.00001743	3.391	6.1149826	1.509	0.294	1.33192587	0.58649909	0.8200225	32.5351634	3312	2508	2590	1269	258	4	100	99	9940	801	435	420	233	47	1	98	100	1936	0.04432707	0.04749699	89.67088318	0.00001743	0.61979842	0
0.50385339	11.00008392	1.21498025	0	0	0	0	0	0	0.00001976	3.391	6.11498027	1.509	0.294	1.18924367	0.64911366	0.8200225	38.07572508	3312	2508	2590	1269	258	4	100	99	9940	801	435	420	233	47	1	98	100	1936	0.04353694	0.04730515	89.710495	0.00001976	0.68685222	0
0.50391126	11.00917435	1.21497794	0	0	0	0	0	0	0.00002207	3.391	6.11497795	1.509	0.294	1.18924367	0.64911366	0.8200225	43.09460974	3312	2508	2590	1269	258	4	100	99	9940	316	188	177	98	16	0	98	100	796	0.04353694	0.04730515	89.710495	0.00002207	0.75058204	0
0.50396913	10.9833374	1.21497563	0	0	0	0	0	0	0.00002438	3.391	6.11497564	1.509	0.294	1.08119667	0.6354661	0.8200225	48.42729998	2089	1425	1335	597	101	1	100	99	5548	316	188	177	98	16	0	98	100	796	0.04394512	0.04717866	89.73662567	0.00002438	0.77704787	0
0.50402698	10.98474693	1.21497332	0	0	0	0	0	0	0.00002669	3.391	6.11497333	1.509	0.294	1.08119667	0.6354661	0.8200225	53.71102095	2089	1425	1335	597	101	1	100	99	5548	316	188	177	98	16	0	98	100	796	0.04394512	0.04717866	89.73662567	0.00002669	0.77474821	0
0.50408485	11.01401138	1.214971	0	0	0	0	0	0	0.00002901	3.391	6.11497101	1.509	0.294	1.0096997	0.68996048	0.8200225	59.73827934	2089	1425	1335	597	101	1	100	99	5548	316	188	177	98	16	0	98	100	796	0.04329522	0.04674261	89.82675934	0.00002901	0.80382645	0
0.50414272	10.99080276	1.21496868	0	0	0	0	0	0.00001629	0.00003132	3.391	6.1149687	1.509	0.294	1.0096997	0.68996048	0.8200225	64.31958389	966	608	504	172	15	0	100	99	2265	316	188	177	98	16	0	98	100	796	0.04329522	0.04674261	89.82675934	0.00003132	0.77826655	0.00739898
0.50420059	11.01145077	1.21496638	0	0	0	0	0	0	0.00003364	3.391	6.11496638	1.509	0.294	1.0096997	0.69769216	0.8200225	69.59930897	966	608	504	172	15	0	100	99	2265	27	21	21	7	0	0	98	100	77	0.0441139	0.04702769	89.76782227	0.00003364	0.76209974	0
0.50425846	10.98120594	1.21496405	0	0	0	0	0	0	0.00003596	3.391	6.11496407	1.509	0.294	1.0096997	0.69769216	0.8200225	74.9819665	966	608	504	172	15	0	100	99	2265	27	21	21	7	0	0	98	100	77	0.0441139	0.04702769	89.76782227	0.00003596	0.74456286	0
0.50431633	15.99657154	1.21499782	74.87752465	54.98918919	0	0	91.39896373	0	0.00000219	3.391	6.11499784	1.509	0.294	1.03089666	0.67585588	0.8200225	2.63636351	203	110	87	17	1	0	100	99	417	27	21	21	7	0	0	98	100	77	0.04377939	0.04722678	89.72668457	0.00000219	0.72693628	0
0.5043742	20.33789825	1.21499549	74.8774961	54.98918919	0	0	91.39896373	0	0.00000451	3.391	6.11499551	1.509	0.294	1.03089666	0.67585588	0.8200225	5.98428488	203	110	87	17	1	0	100	99	417	27	21	21	7	0	0	98	100	77	0.04377939	0.04722678	89.72668457	0.00000451	0.71378726	0
0.50443207	22.64511108	1.21499319	74.87746791	54.98918919	0	0	91.39896373	0.00001152	0.00000682	3.391	6.11499321	1.509	0.294	1.09948087	0.95281923	0.8200225	11.41591358	203	110	87	17	1	0	100	99	417	219	123	118	60	7	0	98	100	527	0.04372179	0.04679928	89.81504059	0.00000682	0.66545427	0.0052802
0.50448995	24.4494915	1.21499088	74.87743962	54.98918919	0	0	91.39896373	0.00000772	0.00000914	3.391	6.11499089	1.509	0.294	1.09948087	0.95281923	0.8200225	16.56372023	2174	1340	1138	443	63	1	100	99	5159	219	123	118	60	7	0	98	100	527	0.04559591	0.04967876	89.22158051	0.00000914	0.61373562	0.00250091
0.50454781	25.98223877	1.21498855	74.87741116	54.98918919	0	0	91.39896373	0	0.00001146	3.391	6.11498857	1.509	0.294	1.01796448	1.38428271	0.8200225	22.06144571	2174	1340	1138	443	63	1	100	99	5159	219	123	118	60	7	0	98	100	527	0.04559591	0.04967876	89.22158051	0.00001146	0.59061593	0
0.50460568	27.42143822	1.21498625	74.8773829	54.98918919	0	0	91.39896373	0	0.00001376	3.391	6.11498626	1.509	0.294	0.97296959	1.38428271	0.8200225	27.21624804	2174	1340	1138	443	63	1	100	99	5159	219	123	118	60	7	0	98	100	527	0.04559591	0.04967876	89.22158051	0.00001376	0.72320092	0
0.50466356	28.23496819	1.21498392	74.87735447	54.98918919	0	0	91.39896373	0	0.00001608	3.391	6.11498394	1.509	0.294	0.97296959	2.16006947	0.8200225	32.51995516	6196	5241	5644	2667	410	5	100	99	20163	219	123	118	60	7	0	98	100	527	0.05039096	0.05526008	88.08242035	0.00001608	1.00172377	0
0.50472144	28.48360634	1.21498161	74.87732616	54.98918919	0	0	91.39896373	0	0.0000184	3.391	6.11498162	1.509	0.294	0.9103694	3.15698528	0.8200225	38.05651855	6196	5241	5644	2667	410	5	100	99	20163	917	500	465	243	36	0	98	100	2160	0.05039096	0.05526008	88.08242035	0.0000184	1.25131261	0
0.5047793	28.63834572	1.2149793	74.87729779	54.98918919	0	0	91.39896373	0	0.00002072	3.391	6.11497931	1.509	0.294	0.9103694	3.15698528	0.8200225	43.10438395	6196	5241	5644	2667	410	5	100	99	20163	917	500	465	243	36	0	98	100	2160	0.05098762	0.05567028	87.99926758	0.00002072	1.54181564	0
0.50483717	28.75832939	1.21497699	74.8772695	54.98918919	0	0	91.39896373	0	0.00002302	3.391	6.114977	1.509	0.294	0.89140189	4.1280427	0.8200225	48.41630268	6450	5417	5842	3081	629	21	100	99	21440	917	500	465	243	36	0	98	100	2160	0.05098762	0.05567028	87.99926758	0.00002302	1.66025972	0
0.50489504	28.83387375	1.21497466	74.87724106	54.98918919	0	0	91.39896373	0	0.00002534	3.391	6.11497468	1.509	0.294	0.89140189	4.1280427	0.8200225	53.97985125	6450	5417	5842	3081	629	21	100	99	21440	917	500	465	243	36	0	98	100	2160	0.05018296	0.0555348	88.02672577	0.00002534	1.7893548	0
0.5049529	28.92606544	1.21497238	74.87721313	54.98918919	0	0	91.39896373	0	0.00002764	3.391	6.11497239	1.509	0.294	0.98664707	4.99596548	0.8200225	59.65655136	5717	5667	7140	4136	865	24	99	99	23550	917	500	465	243	36	0	98	100	2160	0.05018296	0.0555348	88.02672577	0.00002764	1.85201359	0
0.50501078	28.91021538	1.21497004	74.8771844	54.98918919	0	0	91.39896373	0	0.00002997	3.391	6.11497006	1.509	0.294	0.98664707	4.99596548	0.8200225	64.25969219	5717	5667	7140	4136	865	24	99	99	23550	917	500	465	243	36	0	98	100	2160	0.05018296	0.0555348	88.02672577	0.00002997	1.94155455	0
0.50506865	28.97992706	1.21496772	74.8771561	54.98918919	0	0	91.39896373	0	0.00003228	3.391	6.11496774	1.509	0.294	0.95468438	5.84326267	0.8200225	69.19962358	5717.00001	5667.00001	7140.00001	4136.00001	865.00001	24.00000999	99.00000999	99.00000999	23550.00001	917.00001	500.00001	465.00001	243.00001	36.00000999	0.00000999	98.00000999	100.00001	2160.00001	0.05018999	0.05553999	88.02672999	0.00003228	1.99332999	0
0.50512652	28.96406174	1.21496541	74.87712771	54.98918919	0	0	91.39896373	0	0.0000346	3.391	6.11496543	1.509	0.294	0.95468438	5.84326267	0.8200225	69.19962358	5717.00001	5667.00001	7140.00001	4136.00001	865.00001	24.00000999	99.00000999	99.00000999	23550.00001	917.00001	500.00001	465.00001	243.00001	36.00000999	0.00000999	98.00000999	100.00001	2160.00001	0.05018999	0.05553999	88.02672999	0.0000346	2.02724671	0
0.5051844	29.00750351	1.21496317	74.87710034	54.98918919	0	0	91.39896373	0	0.00003688	3.391	6.11496318	1.509	0.294	0.95838505	6.90513372	0.8200225	75.05998659	5049	5547	7907	4998	1111	27	99	99	24638	1197	666	610	324	58	2	98	100	2858	0.04809102	0.05265142	88.61302948	0.00003688	2.00859833	0
0.50524226	29.026968	1.21496078	74.87707111	54.98918919	0	0	91.39896373	0	0.00003922	3.391	6.1149608	1.509	0.294	0.95838505	6.90513372	0.8200225	80.20379114	5049	5547	7907	4998	1111	27	99	99	24638	1197	666	610	324	58	2	98	100	2858	0.04809102	0.05265142	88.61302948	0.00003922	2.00542259	0
0.50530014	29.03539467	1.21495846	74.87704263	54.98918919	0	0	91.39896373	0	0.00004155	3.391	6.11495847	1.509	0.294	0.91050136	7.80764961	0.8200225	85.52348995	5049	5547	7907	4998	1111	27	99	99	24638	1197	666	610	324	58	2	98	100	2858	0.04692955	0.05107035	88.93618011	0.00004155	1.96580803	0
0.505358	29.02381325	1.21495615	74.87701449	54.98918919	0	0	91.39896373	0	0.00004385	3.391	6.11495617	1.509	0.294	0.91050136	7.80764961	0.8200225	91.01208162	4741	5381	7931	5497	1328	28	99	99	24906	1428	766	724	393	69	2	98	100	3382	0.04692955	0.05107035	88.93618011	0.00004385	1.92375052	0
0.50541587	29.01695824	1.21495382	74.87698585	54.98918919	0	0	91.39896373	0	0.00004618	3.391	6.11495384	1.509	0.294	0.97525734	8.91579819	0.8200225	96.128057	4741	5381	7931	5497	1328	28	99	99	24906	1428	766	724	393	69	2	98	100	3382	0.04498111	0.04947494	89.26345825	0.00004618	1.86919618	0
0.50547373	28.97994804	1.21495152	74.87695771	54.98918919	0	0	91.39896373	0	0.00004848	3.391	6.11495154	1.509	0.294	0.97525734	8.91579819	0.8200225	101.4273305	4741	5381	7931	5497	1328	28	99	99	24906	1428	766	724	393	69	2	98	100	3382	0.04498111	0.04947494	89.26345825	0.00004848	1.78412271	0
0.50553161	29.02566338	1.21494919	74.87692923	54.98918919	0	0	91.39896373	0	0.00005081	3.391	6.11494921	1.509	0.294	1.18970227	10.00379562	0.8200225	106.7090983	4728	5226	7848	5753	1502	31	99	99	25088	1428	766	724	393	69	2	98	100	3382	0.04515579	0.04921074	89.31777191	0.00005081	1.69520044	0
0.50558947	29.0303669	1.21494689	74.876901	54.98918919	0	0	91.39896373	0	0.00005312	3.391	6.11494691	1.509	0.294	1.18970227	10.00379562	0.8200225	112.0048103	4728	5226	7848	5753	1502	31	99	99	25088	1428	766	724	393	69	2	98	100	3382	0.04515579	0.04921074	89.31777191	0.00005312	1.62360728	0
0.50564735	29.0004158	1.21494458	74.87687273	54.98918919	0	0	91.39896373	0.00002726	0.00005543	3.391	6.1149446	1.509	0.294	1.18852508	17.14382362	0.8200225	117.8321919	4728	5226	7848	5753	1502	31	99	99	25088	1617	878	835	453	89	1	98	100	3874	0.0458544	0.04984708	89.18701172	0.00005543	1.54777193	0.01177441
0.50570522	29.05495834	1.21494226	74.87684431	54.98918919	0	0	91.39896373	0.00000022	0.00005775	3.391	6.11494228	1.509	0.294	1.18852508	17.14382362	0.8200225	122.7471409	4726	5118	7420	5766	1630	39	99	99	24698	1617	878	835	453	89	1	98	100	3874	0.0458544	0.04984708	89.18701172	0.00005775	1.47051704	0
0.50576309	29.03115463	1.21493994	74.87681587	54.98918919	0	0	91.39896373	0	0.00006007	3.391	6.11493995	1.509	0.294	1.08530295	14.37307262	0.8200225	128.08495	4726	5118	7420	5766	1630	39	99	99	24698	1617	878	835	453	89	1	98	100	3874	0.04567683	0.04977092	89.20265198	0.00006007	1.38555706	0
0.50582096	29.03860474	1.21493763	74.87678757	54.98918919	0	0	91.39896373	0	0.00006239	3.391	6.11493764	1.509	0.294	1.08530295	14.37307262	0.8200225	133.1837835	4726	5118	7420	5766	1630	39	99	99	24698	1617	878	835	453	89	1	98	100	3874	0.04567683	0.04977092	89.20265198	0.00006239	1.3115797	0
0.50587884	29.05103302	1.21493532	74.87675934	54.98918919	0	0	91.39896373	0	0.00006469	3.391	6.11493533	1.509	0.294	1.12965047	13.45530319	0.8200225	138.0837412	4726.00001	5118.00001	7420.00001	5766.00001	1630.00001	39.00000999	99.00000999	99.00000999	24698.00001	1617.00001	878.00001	835.00001	453.00001	89.00000999	1.00000999	98.00000999	100.00001	3874.00001	0.04567999	0.04977999	89.20265999	0.00006469	1.28232999	0
0.5059367	29.047472	1.214933	74.87673089	54.98918919	0	0	91.39896373	0	0.00006701	3.391	6.11493301	1.509	0.294	1.12965047	13.45530319	0.8200225	144.0550346	4693	5005	7268	5887	1763	39	99	99	24655	1864	1001	947	531	107	2	98	100	4452	0.04420951	0.04764229	89.64089203	0.00006701	1.17823899	0
0.50599457	29.0631752	1.21493069	74.87670254	54.98918919	0	0	91.39896373	0.0000398	0.00006933	3.391	6.1149307	1.509	0.294	1.15712202	13.1846323	0.8200225	149.1158929	4696	4830	6976	6073	1907	48	99	99	24531	1864	1001	947	531	107	2	98	100	4452	0.04420951	0.04764229	89.64089203	0.00006933	1.12061167	0.0182853
0.50605244	28.95208168	1.21492837	74.87667427	54.98918919	0	0	91.39896373	0	0.00007164	3.391	6.11492838	1.509	0.294	1.15712202	13.1846323	0.8200225	154.3967891	4696	4830	6976	6073	1907	48	99	99	24531	1864	1001	947	531	107	2	98	100	4452	0.04449398	0.04885425	89.39111328	0.00007164	1.09131455	0
0.50611031	29.04071426	1.21492606	74.8766459	54.98918919	0	0	91.39896373	0	0.00007396	3.391	6.11492607	1.509	0.294	1.18685949	13.16658306	0.8200225	159.7154856	4696	4830	6976	6073	1907	48	99	99	24531	1864	1001	947	531	107	2	98	100	4452	0.04449398	0.04885425	89.39111328	0.00007396	1.06236637	0
0.50616818	29.04298401	1.21492374	74.87661755	54.98918919	0	0	91.39896373	0	0.00007627	3.391	6.11492376	1.509	0.294	1.18685949	13.16658306	0.8200225	159.7154856	4696	4830	6976	6073	1907	48	99	99	24531	1864	1001	947	531	107	2	98	100	4452	0.04449398	0.04885425	89.39111328	0.00007627	0.9803763	0
0.50622605	29.04586792	1.21492142	74.87658912	54.98918919	0	0	91.39896373	0.0000053	0.00007859	3.391	6.11492143	1.509	0.294	1.24209559	13.09744644	0.8200225	165.0473161	4585	4659	6749	6276	2027	48	99	99	24344	2850	1523	1388	772	146	3	98	100	6683	0.04508667	0.0486309	89.43708801	0.00007859	0.92427701	0.00109636
0.50628392	29.02010918	1.21491911	74.87656077	54.98918919	0	0	91.39896373	0.00000318	0.0000809	3.391	6.11491912	1.509	0.294	1.24209559	13.09744644	0.8200225	170.3030515	4585	4659	6749	6276	2027	48	99	99	24344	2850	1523	1388	772	146	3	98	100	6683	0.04508667	0.0486309	89.43708801	0.0000809	0.86050552	0.00076247
0.5063418	29.05494881	1.2149168	74.8765325	54.98918919	0	0	91.39896373	0.00000207	0.00008321	3.391	6.11491681	1.509	0.294	1.3300842	13.09744644	0.8200225	175.9467192	4585	4659	6749	6276	2027	48	99	99	24344	2850	1523	1388	772	146	3	98	100	6683	0.04427464	0.04844355	89.47567749	0.00008321	0.80061764	0.00007679
0.50639966	29.01366615	1.21491447	74.87650404	54.98918919	0	0	91.39896373	0	0.00008553	3.391	6.11491449	1.509	0.294	1.417624	13.09744644	0.8200225	182.7514944	4481	4420	6623	6554	2163	51	99	99	24291	2850	1523	1388	772	146	3	98	100	6683	0.04504314	0.04867479	89.42805481	0.00008553	0.74418634	0
0.50645753	29.07633972	1.21491217	74.87647585	54.98918919	0	0	91.39896373	0	0.00008784	3.391	6.11491219	1.509	0.294	1.417624	13.12294388	0.8200225	186.2154832	4481	4420	6623	6554	2163	51	99	99	24291	2850	1523	1388	772	146	3	98	100	6683	0.04437637	0.04801767	89.56345367	0.00008784	0.69371933	0
0.5065154	28.91867828	1.185	74.51020408	54.98918919	0	0	91.39896373	0	0.03	3.391	6.085	1.509	0.294	1.54231799	13.17500782	0.8200225	191.7470489	4481	4420	6623	6554	2163	51	99	99	24291	4210	2358	2112	1149	209	4	98	100	10042	0.04437637	0.04801767	89.56345367	0.03	0.65732819	0
0.50657327	28.95771027	1.185	74.51020408	54.98918919	0	0	91.39896373	0	0.03	3.391	6.085	1.509	0.294	1.54231799	13.17500782	0.8200225	197.0268931	4481	4420	6623	6554	2163	51	99	99	24291	4210	2358	2112	1149	209	4	98	100	10042	0.04437637	0.04801767	89.56345367	0.03	0.61403233	0
0.50663115	28.94057655	1.20529603	74.75999952	54.98918919	4.34506288	0	91.39896373	0.00003986	0.00975994	3.391	6.105344	1.509	0.294	1.66120613	13.24532986	0.8200225	3.0441103	4254	4242	6624	6882	2252	58	99	99	24312	4210	2358	2112	1149	209	4	98	100	10042	0.04427656	0.04766505	89.63619232	0.00975994	0.59179062	0.0190264
0.506689	28.90660286	1.19527225	74.63735728	54.98918919	8.83332295	0	91.39896373	0	0.01976773	3.391	6.09533621	1.509	0.294	1.66120613	13.24532986	0.8200225	6.13619041	4254	4242	6624	6882	2252	58	99	99	24312	4210	2358	2112	1149	209	4	98	100	10042	0.04427656	0.04766505	89.63619232	0.01976773	0.58871853	0
0.50674687	28.35740662	1.21445034	74.87209318	54.98918919	0	0	91.39896373	0	0.00062162	3.391	6.11448232	1.509	0.294	1.88985455	13.25358105	0.8200225	11.48387051	4254	4242	6624	6882	2252	58	99	99	24312	4210	2358	2112	1149	209	4	98	100	10042	0.04427656	0.04766505	89.63619232	0.00062162	0.70222962	0
0.50680475	27.35472679	1.20445854	74.74974468	54.98918919	0	0	91.39896373	0	0.01060541	3.391	6.10449852	1.509	0.294	2.00109363	13.25273514	0.8200225	2.85522795	4037	4158	6706	7195	2337	62	99	99	24496	5136	3046	2812	1520	283	5	98	100	12802	0.04415035	0.04794807	89.57780457	0.01060541	1.00719357	0
0.50686263	28.16723061	1.21450431	74.87275398	54.98918919	0.22195176	0	91.39896373	0	0.00052767	3.391	6.11457626	1.509	0.294	2.00109363	13.25273514	0.8200225	6.0552392	4037	4158	6706	7195	2337	62	99	99	24496	5136	3046	2812	1520	283	5	98	100	12802	0.0434904	0.04717728	89.73691559	0.00052767	1.04839999	0
0.50692049	28.4012394	1.2045285	74.75060121	54.98918919	4.68873109	0	91.39896373	0.00011372	0.01050548	3.391	6.10460046	1.509	0.294	2.16918302	13.46531487	0.8200225	2.7333045	3935	4052	6607	7258	2348	69	99	99	24268	5136	3046	2812	1520	283	5	98	100	12802	0.0434904	0.04717728	89.73691559	0.01050548	0.93318582	0.05602854
0.50697835	28.5086422	1.1945447	74.62844851	54.98918919	9.15908927	0	91.39896373	0	0.02047129	3.391	6.09463264	1.509	0.294	2.16918302	13.46531487	0.8200225	6.18016529	3935	4052	6607	7258	2348	69	99	99	24268	5136	3046	2812	1520	283	5	98	100	12802	0.0434904	0.04717728	89.73691559	0.02047129	0.8585251	0
0.50703622	28.54448128	1.21459226	74.87380646	54.98918919	0	0	91.39896373	0	0.00042373	3.391	6.1146802	1.509	0.294	2.48639464	13.79260921	0.8200225	11.65189886	3935	4052	6607	7258	2348	69	99	99	24268	5797	3558	3336	1879	367	7	98	100	14944	0.04400201	0.04788427	89.59096527	0.00042373	0.96902221	0
0.50709409	28.74240303	1.20456821	74.75118545	54.98918919	0	0	91.39896373	0	0.01044178	3.391	6.10466415	1.509	0.294	2.58154321	13.92459202	0.8200225	2.63336325	3822	3969	6695	7356	2315	63	99	99	24220	5797	3558	3336	1879	367	7	98	100	14944	0.04400201	0.04788427	89.59096527	0.01044178	1.26676905	0
0.50715196	28.75243759	1.20607715	74.76958878	54.98918919	0	0	91.39896373	0.00004575	0.00899281	3.391	6.10611113	1.509	0.294	2.75379801	14.18192863	0.8200225	0.26483536	3822	3969	6695	7356	2315	63	99	99	24220	5797	3558	3336	1879	367	7	98	100	14944	0.04400201	0.04788427	89.59096527	0.00899281	1.31515145	0.02018329
