Day fraction since midnight on 1/18/2021,2-3 um,3-5 um,5-9 um,9-17 um,17-33 um,33-65 um,Turb settled w/ blanket (),Time Elapsed (Hours)
2.286723911,1167.040816,534.9285714,313.9591837,34.53061224,1.285714286,2.030612245,0.353909633,37.47896427
2.292511024,1169.464646,536.4444444,317.969697,35.03030303,1.373737374,2.151515152,0.36437986,37.61785498
2.298298131,1173.928571,540.5,318.4081633,34.37755102,1.265306122,2,0.351773062,37.75674556
2.304085239,1188.62,543.49,318.9,35.06,1.28,1.85,0.358079598,37.89563612
2.30987234,1214.100042,545.96,318.24,34.79,1.16,894.19,0.34220015,38.03452656
2.315659439,1248.46,556.3,324.37,35.15,1.09,2.06,0.348448045,38.17341693
2.321446535,1240.65,557.45,321.56,35.69,1.74,2.48,0.359697453,38.31230724
2.327233631,1263.79,563.07,326.58,35.63,1.49,2.08,0.34616816,38.45119753
2.333020718,1274.5,569.52,332.07,36.51,1.28,2.12,0.367883098,38.59008764
2.338807807,1284.18,572.59,335.43,36.26,1.42,1.95,0.348786823,38.72897778
2.34459492,1286.81,569.26,332.33,36.08,1.1,1.780002942,0.364240694,38.86786847
2.35038206,1275.98,565.9900001,332.3000001,35.0200001,1.2600001,1.7400001,0.350907376,39.00675985
2.356169195,1305.36,574.2,336.93,36.47,1.07,1.83,0.347124896,39.14565107
2.361956323,1293.27,567,330.33,35.69,1.24,31008.49,0.349446719,39.28454216
2.367743449,1313.77,573.68,334.61,37.34,1.71,1.85,0.374467592,39.42343318
2.373530572,1328.16,578.97,344.72,44.7,4.08,3.14,0.443379966,39.56232412
2.379317685,1378.65,594.75,345.15,41.93,4.09,2.71,0.505610315,39.70121484
2.385104804,1379.04,590.11,332.29,39.24,1.4,1.85,0.349837469,39.8401057
2.390891934,1366.81,577.03,325.86,34.56,1.33,1.87,0.356428531,39.97899682
2.396679061,1344.020042,573.32,325.22,34.74,1.04,1.52,0.336219427,40.11788785
2.40246618,1340.76,582.35,332.48,36.05,1.21,1.88,0.361399781,40.25677872
2.4082533,1317.439916,585.71,340.4,37.23,1.39,1.65,0.362772639,40.39566961
2.414040413,1410.3,639.46,378.51,42.31,1.35,1.93,0.376628446,40.53456031
2.419827525,1443.880084,663.54,396.86,44.39,1.6,1.880038757,0.387324358,40.67345099
2.425614636,1516.900042,699.09,421.64,48.78,1.67,1.9,0.396662294,40.81234167
2.431401766,1582.15,740.13,451.47,53.99,1.87,2.08,0.415525251,40.95123278
2.437188895,1623.439958,755.75,467.8,57.39,2.22,174656.84,0.444216104,41.09012388
2.442976021,1686.89,782.31,483.48,60.67,3.01,2.88,0.444938608,41.22901491
2.448763141,1672.18,785.71,491.11,63.24,3.17,7.165019531,0.458646399,41.36790579
2.454550257,1729.21,810.11,512.71,71.95,4.89,3.49,0.527473298,41.50679656
2.46033737,1764.97,825.15,514.84,66.97,2.55,2.62,0.454212658,41.64568727
2.46612448,1767.85,825.2,515.07,66.19,2.81,2.57,0.477619133,41.78457791
2.471911584,1789.68,833.68,518.7,66.15,2.79,-3.70E+17,0.459150983,41.92346841
2.477698685,1797.609958,833.7000417,515.38,64.97,2.44,-1268362770,0.451708625,42.06235883
2.483485784,1807.51,829.59,509.07,64.1,2.58,2.55,0.459650735,42.20124921
2.48927288,1786.55,815.99,503.04,63.24,2.69,2.84,0.448980221,42.34013952
2.495059972,1774.03,807.33,496.16,61.7,2.74,2.68,0.447926885,42.47902973
2.500847062,1764.26,802.7,495.43,62.23,3.12,3.05,0.458256206,42.61791989
2.506634149,1781.78,808.99,496.24,62.08,2.69,2.81,0.449459346,42.75680997
2.512421235,1786.85,810.14,497.22,62.18,2.51,2.66,0.462810013,42.89570004
2.518208319,1763.48,801.94,494.03,61.44,2.3,2.75,0.460798649,43.03459005
2.523995398,1778.329958,809.18,495.56,62.26,2.31,6.82E+26,0.460755812,43.17347994
2.529782496,1784.43,808.3,497.3,62.06,2.66,2.800000015,0.454376956,43.3123703
2.535569628,1781.470042,808.38,497.34,62.23,2.3,7.225019531,0.44154897,43.45126146
2.541356758,1811.17,819.24,500.48,61.69,2.46,2.71,0.443230503,43.5901526
2.547143882,1824.45,826.11,511.07,71.03,5.48,4.19,0.534790233,43.72904356
2.552931014,1771.95,792.41,485.25,60.17,2.32,4.07E+27,0.446927213,43.86793472
2.558718152,1775.380042,795.97,486.51,60.81,2.52,-1.71E+32,0.460069135,44.00682605
2.564505284,1821.66,818.87,498.89,63.96,3.18,2.96,0.545917043,44.14571722
2.570292413,1871.47,832.03,504.1,63.12,2.54,2.51,0.473479245,44.28460831
2.576079536,1870.73,836.09,510.03,64.19,2.51,2.58,0.473236764,44.42349926
2.581866654,1879.27,834.7,510.21,63.53,2.54,2.51,0.463146798,44.5623901
2.587653769,1847.56,832.5299166,508.75,64.68,2.76,3.22E+24,0.48824177,44.70128086
2.593440889,1888.4,853.2,520.62,67.19,3.35,9.24689E+12,0.507399083,44.84017173
2.599228022,1937.22,875.3,533.15,66.82,2.4,2.5,0.464781454,44.97906293
2.605015154,1924.12,864.02,525.49,66.05,2.7,2.68,0.484115317,45.11795409
2.610802281,1868.729958,841.4900417,509.88,64.95,2.65,5045.91,0.464399886,45.25684515
2.616589402,1932.21,866.05,528.81,66.57,2.59,2.75,0.472342672,45.39573606
2.622376519,1897.05,852.32,516.97,63.19,2.62,2.55,0.477213909,45.53462685
2.628163631,1861.69,839.41,508.15,64,2.44,2.7,0.45758016,45.67351754
2.633950745,1792.94,807.2199583,491.83,60.6,2.18,-1.32E+19,0.46028774,45.81240829
2.639737876,1870.03,844.84,512.43,64.82,2.87,3.01,0.480965815,45.95129943
2.645525003,1873.480042,841.98,511.95,67.22,4.02,3.49,0.511561013,46.09019046
2.651312127,1830.740042,822.4,492.67,61.24,2.86,-1.65E+22,0.465189052,46.22908145
2.657099246,1861.620042,830.82,497.81,61.46,2.53,7.96E+29,0.453214122,46.36797229
2.66288636,1851.76,835.0600417,507.69,63.23,2.63,-1.90561E+15,0.467631337,46.50686304
2.668673471,1792.809916,823.0499166,501.65,62.87,2.46,-5.36702E+11,0.46874135,46.64575371
2.674460577,1917.16,889.1500001,562.6000001,91.8100001,12.3000001,7.4000001,0.80628274,46.78464424
2.680247678,1964.97,921.6,576.16,76.05,3,2.94,0.504634228,46.92353468
2.68603478,2078.24,984.63,626.31,85.77,3.61,3.16,0.526771756,47.06242512
2.691821877,2107.5,1018.28,662.37,95.44,4.02,3.53,0.546208678,47.20131544
2.697608971,3.70E+17,1049.71,694.1,103.3,4.81,-7698812760,0.602432907,47.34020571
2.703396062,2282.6,1129.89,754.74,116.97,6.02,5.07,0.644192953,47.47909589
2.709183152,2307.51,1146.53,773.66,120.55,6.29,5.18,0.632893152,47.61798604
2.714970237,2298.96,1148.620042,775.97,121.35,6.89,5.85,0.662223882,47.75687609
2.720757353,2316.56,1157.5,782.54,123.89,6.82,5.85,0.663243461,47.89576687
2.726544492,2349.26,1181.34,802.37,126.71,6.48,5.57,0.671060656,48.03465821
2.732331628,2388.76,1211.869958,824.97,129.96,6.67,5.29,0.668696348,48.17354947
2.738118759,2543.17,1304.51,890.86,141.39,7.31,6.38,0.741930662,48.31244061
2.743905883,2479.83,1271.039958,868.52,138.39,8.11,6.66,0.735350599,48.45133159
2.749693001,2512.46,1281.99,877.19,137.72,6.99,6.05,0.702299111,48.59022243
2.755480116,2521.2,1294.769958,885.84,141.09,7.46,5.96,0.701619174,48.72911317
2.76126724,2536.93,1295.74,884.4,140.34,7.18,6.01,0.697046619,48.86800416
2.767054371,2458.389958,1245.75,845.21,131.83,6.82,8.18E+24,0.699006202,49.00689531
2.772841497,2433.27,1229.64,832.68,129.14,7.28,6.14,0.701283324,49.14578633
2.778628619,2394.5,1223.11,836.15,131.05,7.05,6.2,0.689844795,49.28467725
2.784415734,2382.17,1207.29,817.68,126.71,7.25,6.14,0.681062114,49.42356803
2.790202848,2302.33,1169.93,788.25,122.65,7.04,67.77078125,0.744334716,49.56245876
2.795989958,2328.710042,1171.79,791.93,120.98,6.42,7.312529297,0.654940272,49.70134938
2.801777074,2343.66,1185.72,793.0800001,120.5200001,6.4300001,5.4000001,0.669405912,49.84024018
2.807564207,2261.889916,1163.34,791.1,126.5,9.4,5.85E+33,0.813212123,49.97913137
2.813351336,2251.51,1167.92,799.68,131.86,10.69,7.53,0.997422518,50.11802245
2.819138459,2291.59,1188.02,808.03,126.41,6.54,5.4,0.679049386,50.25691342
2.824925579,2288.97,1181.66,804.73,125.07,6.6,5.46,0.703126539,50.39580429
2.830712694,2252.49,1157.46,785.6,122.87,6.5,5.26,0.660320951,50.53469506
2.836499807,2221.86,1146.369958,779.84,122.86,6.51,5.209959334,0.681316125,50.67358576
2.842286917,2241.8,1141.96,768.19,119.7,6.26,5.13,0.676619916,50.81247641
2.848074046,2166.710084,1118.79,756.64,121.65,8.05,-2.31E+18,0.734316252,50.95136751
2.853861174,2177.69,1110.48,752.98,114.69,5.95,5.19,0.660166104,51.09025857
2.859648298,2154.76,1103.89,743.34,116.03,6.22,5.13,0.656538094,51.22914954
2.865435416,2180.49,1121.04,769.21,120.25,6.12,5.01,0.646286847,51.36804038
2.87122253,2228.99,1146.63,788.02,125.33,6.74,5.2,0.667399193,51.50693112
2.877009639,3.70E+17,1140.670042,778.71,123.07,6.09,4.84,0.645440009,51.64582172
2.882796745,2253.77,1166.64,803.06,127.85,6.35,4.92,0.655454432,51.78471228
2.88858385,3.70E+17,1160.08,804.19,141.63,13.95,-3.17014E+14,0.911602387,51.9236028
2.894370948,-7.39E+17,1156.990084,789.7,126.2,6.46,7.94E+19,0.689307958,52.06249315
2.900158046,2313.11,1192.7,820.12,130.61,6.73,4.88,0.683628302,52.2013835
2.90594514,2335.94,1205.22,829.17,132.43,6.54,5.03,0.697839549,52.34027375
2.911732252,2339.74,1192.43,809.87,127.52,6.33,4.8,0.674284826,52.47916446
2.917519369,2390.6,1225.66,828.68,130.33,41.85560059,5.23,0.665889654,52.61805525
2.923306483,2399.04,1225.27,823.57,128.78,7.15,5.45,0.700794107,52.75694598
2.929093607,2377.99,1205.24,812.33,126.82,7.68,5.65,0.676455692,52.89583697
2.934880732,3.70E+17,1153.42,779.33,123.73,6.54,4.937197361,0.651569256,53.03472797
2.940667856,2354.64,1197.05,808.34,127.7,6.86,4.57,0.650250221,53.17361895
2.946454974,-7.39E+17,1235.089958,861.35,143.5,8.03,15.38011719,0.686958426,53.31250977
2.952242089,2545.29,1329.11,948.47,169.43,10.71,5.649992781,0.747875566,53.45140053
2.958029197,2672.62,1416.76,1027.88,191.11,13.22,6.83,0.787603084,53.59029112
2.963816306,2811,1508.17,1112.14,213.69,16.36,8.53,0.854794173,53.72918174
2.969603425,2964.85,1626.3,1231.96,256.1200001,22.3200001,11.6000001,0.988779529,53.8680726
2.975390555,3096.58,1711.64,1312.62,280.68,27.18,13.1,1.016114403,54.00696373
2.981177682,3128.11,1745.950042,1354.11,296.5,28.94,14.8,1.072166814,54.14585476
2.986964806,3210.86,1769.67,1363.77,293,28,14.42,1.09368561,54.28474574
2.992751923,3251.77,1798.98,1396.46,303.52,30.27,14.97,1.068092731,54.42363654
2.998539039,3263.67,1799.61,1386.3,298.67,29,13.96,1.059934632,54.56252733
3.004326147,3219.01,1775.74,1374.56,295.55,28.72,14.31,1.083888205,54.70141794
3.010113261,-7.39E+17,1774.199958,1388.81,313.86,34.97,-6.82E+26,1.198186501,54.84030867
3.015900392,3296.62,1807.06,1400.06,306.42,31.02,14.87,1.17423526,54.97919981
3.021687517,3299.93,1795.31,1391.44,302.92,29.53,13.43,1.069682022,55.11809082
3.027474642,3350.55,1828.78,1415.55,305.39,30,14.62,1.085074136,55.2569818
3.033261757,3339.74,1802.26,1392,302.8,29.21,14.03,1.071718525,55.39587256
3.039048872,3411.49,1850.13,1431.15,311.49,31.19,14.65,1.155595393,55.53476332
3.044835979,3462.69,1854.2,1430.21,311.14,30.27,14.66,1.109871476,55.67365389
3.050623084,3516.85,1911.289958,1499.47,337.23,34.44,14.62,1.147878294,55.81254441
3.056410188,3656.71,1989.45,1559.35,354.45,36.81,15.83,1.225342023,55.9514349
3.062197285,3652.88,1983.25,1547.92,348.78,35.46,14.27,1.134849002,56.09032524
3.067984382,3718.84,2013.84,1587.35,361.9200001,37.2900001,16.0400001,1.188149065,56.22921558
3.073771474,3710.79,2010.66,1578.94,362.04,37.28,15.88,1.185887136,56.36810578
3.079558564,3809.15,2038.65,1598.02,362.49,37.12,16.07,1.183086082,56.50699594
3.085345654,-3.70E+17,1946.78,1515.98,338.65,35.04,-49808747.91,1.151337567,56.64588611
3.09113274,3779.8,1999.62,1539.66,339.71,35.77,15.37,1.203299002,56.78477616
3.09691983,3784.81,1998.13,1542.77,343.52,35.83,15.11,1.342724615,56.92366632
3.102706963,3884.33,2054.79,1589.83,355.08,35.72,14.89,1.174605742,57.06255752
3.108494097,3913.94,2059.19,1587.15,351.38,35.89,16.58,1.202935362,57.20144872
3.114281228,3876.15,3.70E+17,1580.24,350.16,36.01,4.07E+27,1.185167177,57.34033986
3.12006835,3933,3.70E+17,1597.28,357.94,37.14,-1.59E+27,1.219925579,57.4792308
3.12585547,3931.82,2060.33,1597.34,359.74,37.06,16.27,1.235740617,57.61812168
3.131642586,4021.47,2097.14,1621.54,365.85,38.61,16.29,1.19571963,57.75701247
3.137429714,-3.70E+17,2069.6,1601.81,361.09,37.12,14.97004067,1.213228698,57.89590353
3.143216843,3975.01,2063.4,1593.07,357.49,36.45,15.42,1.172832066,58.03479464
3.14900397,4030.07,2087.44,1610.4,365.14,38.24,16.39,1.183417464,58.17368568
3.154791091,4050.16,2082.11,1608.05,361.78,36.64,15.46,1.15671587,58.31257658
3.160578208,-1.59E+27,-3.70E+17,1592.21,359.56,36.97,-8.66E+23,1.205570027,58.45146739
3.166365324,4075.69,2120.03,1643.14,368.99,37.69,15.85,1.269381362,58.59035816
3.172152433,4156.83,2152.77,1663.63,372.87,38.32,15.83,1.209055924,58.7292488
3.177939554,4143.32,2153.63,1667.9,375.5900001,38.6300001,15.8100001,1.224044691,58.86813969
3.18372669,4113.37,2134.81,1656.87,389.74,49.41,22.07,1.552346139,59.00703095
3.189513822,4178.14,2133.71,1619.05,358.73,39.79,18.31,1.241312371,59.14592212
3.195300947,3.70E+17,2082,1570.58,345.24,37.93,16.46995933,1.257238786,59.28481313
3.201088068,4062.04,2058.34,1560.88,346.4,36.18,16.01,1.146084365,59.42370403
3.206875186,4080.25,2052.59,1547.92,343.18,36,16.15,1.183019809,59.56259487
3.212662298,4214.7,2137.16,1617.12,360.67,44.16,19.99,1.269894791,59.70148555
3.218449415,4406.77,2392.69,1862.33,435.38,68.3,28.32,1.420656521,59.84037636
3.224236544,4720.34,2665.06,2110.93,512.01,89.11,32.22,1.558937485,59.97926747
3.230023669,4820.34,-86077878.17,2313.040042,579.72,105.47,4.35E+21,1.676983874,60.11815845
3.235810791,4991.78,3047.61,2509.05,648.08,120.53,36.14,1.820532392,60.25704938
3.241597908,5102.25,3153.54,2585.81,668.51,125.29,33.24,1.774607748,60.3959402
3.247385021,5208.34,3304.9,2761.77,737.5,142.7,35.48,2.010344249,60.5348309
3.253172129,5260.87,3377.720042,2816.549958,756.53,146.69,34.49,1.976065023,60.6737215
3.258959235,5391.8,3509.28,2946.88,796.19,153.31,35.83,1.976698927,60.81261205
3.264746338,-3.70E+17,3483.53,2916.96,789.7,151.59,33.07,1.958276466,60.95150251
3.270533433,5448.85,3577.62,3016.13,816.62,154.1,35.18,1.982542041,61.0903928
3.276320531,5494.06,3622.62,3042.88,826.04,158.74,34.78,2.033972271,61.22928314
3.282107624,5576.89,3675.56,3085.05,835.51,157.43,33.47,2.00422281,61.36817338
3.287894723,5619.85,3699.52,3096.33,844.34,156.96,33.98,2.115459468,61.50706375
3.29368184,5633.65,3698.81,3076.4,839.41,158.12,32.24,1.999668229,61.64595456
3.299468957,5600.71,3667.69,3035.75,822.78,155.99,32.56,2.021366451,61.78484538
3.305256085,5700.39,3733.12,3091.1,843.98,159.68,32.7,2.077284775,61.92373644
3.311043215,1.59E+27,1.59E+27,3037.320042,829.77,155.78,-43165763469,2.041773794,62.06262756
3.31683034,5771.41,3779.24,3128.13,853.6,161.19,33.36,2.039851715,62.20151856
3.322617461,5816.63,3791.2,3106.47,849.72,163.13,33.37,2.118837894,62.34040947
3.328404577,5797.79,3761.98,3076.35,847.88,161.81,33,2.015481344,62.47930026
3.334191689,-86076324.06,86085069.01,3052.720042,843.93,161.06,33.03,2.075615638,62.61819094
3.339978798,5858.2,3780.32,3070.14,842.76,158.55,30.95,2.015113601,62.75708156
3.345765921,3.70E+17,-1.59E+27,3060.720042,847.14,161.69,-4.21E+24,2.07327958,62.89597251
3.351553052,5857.52,3794.68,3082.03,855.59,163.73,33.16,2.051567183,63.03486364
3.357340178,1.59E+27,1.59E+27,3054.299958,851.22,163.81,31.65,2.083180106,63.17375468
3.363127298,86087854.42,3735.52,3078.730042,897.86,191.42,38.58999999,2.468180621,63.31264554
3.368914414,5928.45,3800.01,3075.42,849.54,161.39,30.62,2.095498827,63.45153634
3.374701529,5794.18,-1.59E+27,2993.860042,824.08,157.05,-2.13E+16,2.086298553,63.59042708
3.380488636,5520.12,3768.96,3561.61,1705.34,650.53,187.85,12.12631884,63.72931766
3.386275756,6072.18,3936.77,3211.41,937.35,212.36,55.96,2.684329421,63.86820855
3.392062884,5844.35,3526.21,2607.4,654.13,131.39,32.41,2.095082652,64.00709963
3.397850009,2400.97,1171.63,700.37,134.2,26.74,9.25,2.585329719,64.14599062
3.403637128,0,0,0,0,0,0,2.656885769,64.28488147
3.409424244,0,0,0,0,0,0,2.421756644,64.42377227
3.415211357,1.5,0.6,0.25,0,0,0,2.372010953,64.56266297
3.420998466,9.99E-08,9.99E-08,9.99E-08,9.99E-08,9.99E-08,9.99E-08,2.424332869,64.70155359
3.426785571,0,0,0,0,0,0,2.564496712,64.84044411
3.432572672,0,0,0,0,0,0,2.67350853,64.97933454
3.438359769,0,0,0,0,0,0,2.726541333,65.11822486
3.444146864,0,0,0,0,0,0,2.864703906,65.25711513
3.449933957,0,0,0,0,0,0,2.992118877,65.39600538
3.455721048,0,0,0,0,0,0,3.118022494,65.53489556
3.461508136,0,0,0,0,0,0,3.189797689,65.67378567
3.467295221,9.99E-08,9.99E-08,9.99E-08,9.99E-08,9.99E-08,9.99E-08,3.281345456,65.8126757
3.473082304,0,0,0,0,0,0,3.395871649,65.95156569
3.478869412,0,0,0,0,0,0,3.478772888,66.09045629
3.484656548,0,0,0,0,0,0,3.66101939,66.22934755
3.49044368,0,0,0,0,0,0,3.831721537,66.36823873
3.496230805,0,0,0,0,0,0,3.996388349,66.50712972
3.502017927,0,0,0,0,0,0,4.012917568,66.64602064
3.507805045,0,0,0,0,0,0,4.221398634,66.78491147
3.513592176,45.47,19.76,21.96,18.39,7.05,1.46,6.496645882,66.92380262
3.519379309,0,0,0,0,0,0,5.356413106,67.06269382
3.525166436,0,0,0,0,0,0,4.394677749,67.20158487
3.530953557,0,0,0,0,0,0,3.954219625,67.34047577
3.536740674,0,0,0,0,0,0,3.736209576,67.47936658
3.542527788,0,0,0,0,0,0,3.753408757,67.61825731
3.5483149,0.12,0.06,0.06,0,0,0,3.871324031,67.75714801
3.554102027,0,0,0,0,0,0,3.921189882,67.89603904
3.55988916,0,0,0,0,0,0,4.039294396,68.03493025
3.565676287,0,0,0,0,0,0,4.340681839,68.17382129
3.571463412,0,0,0,0,0,0,4.215133298,68.31271228
