Day fraction since midnight on 3/1/2021,2-3 µm,3-5 µm,5-9 µm,9-17 µm,17-33 µm,33-65 µm,Turb settled w/ blanket ()
0.002886927,108.78,42.54,24.01,4.2,0,0,0.092965175
0.008674054,107.22,41.01,23.78,4.16,0,1.90E+15,0.098176049
0.014461178,109.28,42.13,24.25,4.24,0,0,0.094554666
0.020248294,107.74,43.15,23.67,4.19,0.03,4.06E+27,0.094465275
0.026035406,107.82,42.69,24.16,4.16,0,0,0.093561494
0.031822518,106.5,41.66,23.71,4.08,0,4.06E+27,0.09325953
0.037609623,109.83,43.23,24.4,4.37,0,0,0.09404752
0.043396725,107.34,40.87,23.44,4.3,0.05,0,0.094373457
0.049183832,107.43,41.77,23.25,4.3,0,0,0.09387344
0.054970969,104.4800001,39.6700001,22.7600001,3.8900001,9.99E-08,890.8800001,0.094095587
0.060758105,106.63,40.87,22.82,3.89,0,-4.94E+30,0.09355483
0.066545235,105.24,40.29,22.13,3.78,0,-1.00E-06,0.094523435
0.072332361,107.23,41.08,23.58,4.2,0.04,0,0.094753014
0.078119483,106.65,40.89,22.82,4.27,0,0,0.094493108
0.083906599,106.92,41.27,23.12,4.23,0,0,0.096239763
0.089693721,105.46,40.79,23.25,4.04,0,0,0.093179066
0.095480885,104.9800001,40.2800001,22.1000001,3.7400001,0.0900001,9.99E-08,0.092882551
0.101268043,104.7,40.76,22.94,4.18,0.06,0,0.096076481
0.107055199,100.49,38.5,21.14,3.67,0,2.72E+21,0.089458498
0.112842345,100.57,38.9,21.38,3.99,0,-4.94E+30,0.090699829
0.118629487,100.34,38.51,21.64,3.91,0,4.00E-10,0.092938546
0.124416621,105.3,41.64,24.26,4.63,0.05,0,0.098028922
0.130203751,104.23,40.06,22.35,3.81,0,0,0.092226684
0.135990879,104.26,40.92,22.85,3.86,0.09,0,0.093256452
0.141777999,109.16,42.73,24.48,4.62,0.13,0.04,0.096062434
0.147565113,107.21,41.48,22.85,3.87,0,0,0.098265986
0.15335223,108.29,41.7,23.66,4.28,0.04,0,0.09707884
0.159139336,108.44,41.46,23.6,4.08,0,4.00E-10,0.095531871
0.164926442,107.99,42.98,24,4.15,0,0,0.095279817
0.170713544,110.33,43.37,24.06,4.17,0,0,0.095160116
0.176500641,107.75,42.04,23.77,4.01,0.04,0,0.092877119
0.182287735,103.77,40.62,22.53,3.99,0.05,0,0.093214135
0.188074829,104.5,41.27,22.97,4.08,0,0,0.092933667
0.193861918,102.5,40.69,23.04,3.91,0.05,1.90E+15,0.091088291
0.199649006,102.48,39.8,22.98,3.96,0,0,0.091001766
0.205436092,104.41,40.79,22.89,4,0,0,0.09010305
0.211223174,99.34,39.33,22.19,3.98,0,0,0.091062558
0.217010255,100.08,38.14,21.88,3.91,0,0,0.090138661
0.222797335,98.17,37.76,20.99,3.6,0.05,0,0.091489634
0.228584412,97.6,38.92,22.49,4.5,0.19,-0.715,0.092946538
0.234371487,95.1,36.76,21,3.63,0.05,-3.22E+24,0.09081782
0.24015856,93.73,36.93,21.15,3.69,0,-1.52E+12,0.091842283
0.245945633,96.12,37.42,21.31,3.77,0,0,0.089357548
0.251732703,91.99,36.06,19.92,3.42,0,8.12E+27,0.089765626
0.257519772,94.7,37.98,21.25,3.67,0.05,0,0.088849716
0.263306842,95.83,38,21.38,3.93,0,0,0.088006229
0.269093908,94.45,36.94,21.02,3.89,0,0,0.090158726
0.274880974,96.44,38.2,21.68,3.99,0,0,0.088370444
0.280668038,95.92,37.4,21.73,3.86,0,0,0.0875013
0.286455102,96.12,38.12,22.02,4.07,0,0,0.090778355
0.292242166,93.56,37.58,21.46,3.9,0.06,890.88,0.088846874
0.298029226,93.63,36.48,20.86,3.81,0,0,0.089041243
0.303816289,94.05,37.27,21.26,3.84,0,0,0.087470619
0.309603349,95.33,38.44,22.2,4.1,0,0,0.088927842
0.31539041,95.33,38.55,21.44,4.19,0.04,0,0.086065444
0.321177468,92.63,37.49,20.77,4.02,0,0,0.086059186
0.326964527,92.2,35.84,20.49,3.98,0,0,0.085419446
0.332751585,93.04,35.59,20.79,3.83,0,0,0.088250072
0.338538641,93.84,36.28,21.19,3.97,0,0,0.088315859
0.344325699,94.33,37.05,20.97,4.05,0,0,0.086791672
0.350112753,94.77,36.82,20.93,3.72,0,4.00E-10,0.089607379
0.35589981,100.14,40.2,22.97,4.52,0.13,0,0.097270448
0.361686866,95.45,38.12,20.52,3.83,0,0,0.090290207
0.367473922,96.79,37.22,20.61,3.46,0,890.88,0.089057315
0.373260978,97.96,37.96,21.5,3.83,0,0,0.089402683
0.379048033,98.31,38.05,21.19,3.77,0,1.90E+15,0.091305728
0.384835086,99.9,38.59,21.86,3.8,0,0,0.093141935
0.390622136,99.49,38.19,21.46,3.99,0,0,0.091442021
0.396409186,100.95,38.67,21.58,4.01,0,0,0.101610396
0.402196237,100.46,38.89,21.48,3.77,0.05,0,0.095882778
0.407983287,103.3200001,40.0700001,22.7000001,4.1700001,9.99E-08,9.99E-08,0.094151304
0.413770337,105.34,41.8,23.45,4.15,0,0,0.093618663
0.419557399,107.07,42.15,24.21,4.57,0,-3.22E+24,0.095030989
0.425344405,109.13,42.52,24.53,4.57,0,-3.22E+24,0.097408805
0.431131571,108.65,42.85,24.49,4.71,0,0,0.096115609
0.436918907,108.26,42.64,24.47,4.64,0.05,0,0.09643071
0.442706223,105.92,41.6,23.96,4.36,0,1.90E+15,0.096470311
0.448493522,105.53,41.34,23.24,4.22,0,0,0.094156082
0.454280805,108.03,41.57,22.82,4,0.09,-5.01E-07,0.097184883
0.460068074,136.27,54.84,35.34,11.9,3.28,0.54,0.159328234
0.465855327,138.89,57.52,36.74,11.5,2.4,1.90E+15,0.143024952
0.471642565,141.17,59.69,39.14,12.12,2.06,0.05,0.138301875
0.477429793,136.33,57.16,37.26,11.28,1.8,0,0.138699159
0.483217007,131.36,54.77,35.23,10.27,1.36,0,0.129638081
0.489004211,120.05,49.46,30.21,7.87,0.93,0,0.112251029
0.494791405,114.030303,46.33333333,27.11111111,6.333333333,0.838383838,-4.99E+30,0.106505936
0.500578587,146.5353535,63.01010101,46.73737374,18.96969697,4.919191919,1.121212121,0.163352803
0.506365773,949.23,467.6,411.81,211.47,71.22,21.82,1.285346753
0.512152999,2074.555556,1023.616162,875.7777778,418.6969697,126.4747475,33.81818182,2.448885417
0.517940218,2416.909091,1151.10101,936.2727273,406.8080808,111.8484848,28.34343434,2.622487653
0.523727423,2161.87,970.95,754.51,322.7,89.74,25.08,2.327296068
0.529514621,1875.49,805.76,618.94,266.45,72.97,20.55,2.040841225
0.535301806,1692.171717,714.1616162,547.7373737,240.8080808,64.65656566,19.53535354,1.815547046
0.541088983,1565.878788,651.7070707,499.959596,221.7070707,59.38383838,18.38383838,1.709964227
0.546876154,1450.515152,600.4343434,460.8888889,204.6565657,53.21212121,16.23232323,1.552911447
0.552663355,1355.141414,559.8282828,432.1212121,194.9393939,50.23232323,15.31313131,1.456973858
0.55845055,1287.252525,526.5252525,411.7575758,184.2323232,47.66666667,14.74747475,1.413423846
0.564237736,1220.76,503.74,392.14,176.75,43.33,13.83,1.332702209
0.570024914,1153.78,475.67,374.32,168.81,41.91,13.66,1.291085244
0.575812082,1049.94,428.04,341.09,154.15,37.34,13.10204082,1.223736982
0.58159924,998.31,406.29,328.35,149.26,36.4,13.04,1.193539363
0.587386393,948.06,387.62,316.93,145.09,34.64,12.59,1.141781046
0.593173537,877.2424242,359.6969697,296.8383838,133.7373737,31.42424242,12,1.123516396
0.598960674,835.7070707,346.2222222,284.9090909,130.4242424,30.8989899,12.19191919,1.083260168
0.604747804,798.3737374,330.7171717,277.989899,124.4545455,28.53535354,10.90909091,1.011057725
0.61053493,754.14,315.67,264.2,118.29,25.75,10.14,0.967049283
0.616322045,707.6,297.11,256.95,111.8,24.24,9.79,0.916906635
0.62210916,668.62,285.15,245.08,106.62,21.79,8.73,0.866861271
0.627896269,641.67,275.7,239.51,103.23,20.46,8.16,0.829068894
0.633683372,615.4949495,267.2525253,236.2626263,101.5050505,20.36363636,8.121212121,0.829216317
0.639470469,589.93,257.72,227.79,94.84,17.57,7.75,0.778111747
0.645257564,558.2,247.92,219,89.2,15.96,6.8,0.909645233
0.651044653,525.46,234.44,207.86,82.88,13.84,6.48,0.707171679
0.656831742,490.1717172,220.9292929,196.4747475,76.06060606,11.88888889,5.333333333,0.648287454
0.662618825,461.8585859,208.4343434,183.7979798,69.31313131,10.31313131,4.939393939,0.620890461
0.668405902,442.4141414,200.5454545,176.4141414,65.3030303,9.424242424,4.353535354,0.612754348
0.674192978,407.85,186.97,167.65,60.29,7.62,3.56,0.558948265
0.679980053,378.6363636,174.3030303,156.6767677,54.94949495,6.626262626,3.080808081,0.540442075
0.685767124,355.14,165.28,146.89,50.37,5.5,3.04,0.501050209
0.691554192,329.6326531,155,137.6530612,45.18367347,4.775510204,2.612244898,0.481601717
0.697341258,314.8,148.9,131.99,42.54,4.09,2.55,0.467856082
0.703128322,299.4343434,142.2020202,125.969697,39.35353535,3.585858586,1.98989899,0.435931239
0.708915384,284.7575758,135.1818182,121.2626263,36.5959596,3.181818182,1.858585859,0.422901199
0.714702442,270.3838384,130.1212121,115.9191919,33.96969697,3.050505051,1.787878788,0.413117318
0.720489498,259.4141414,126.4242424,112.6464646,34.3030303,3.525252525,2.060606061,0.47077437
0.726276555,241.3737374,118.3737374,103.7272727,29.26262626,2.252525253,1.595959596,0.382609261
0.732063609,231.4747475,113.1818182,99.56565657,27.67676768,2.212121212,1.696969697,0.378846635
0.737850661,221.5,109.75,95.83,25.54,2.21,1.41,0.358464557
0.743637712,215.9387755,109.4387755,96.05102041,25.66326531,2.255102041,1.755102041,0.457500812
0.749424763,205.24,103.95,89.4,22.9,1.49,1.34,0.3400633
0.755211808,200.28,100.9,86.15,21.12,1.41,1.1,0.319506773
0.760998858,193.45,98.06,83.45,19.59,1.25,1.15,0.304755176
0.766785903,186.23,94.48,81.52,19.05,1.16,1.12,0.303610613
0.772572946,180.7373737,91.90909091,78.49494949,18.31313131,1.090909091,1.060606061,0.298675297
0.77835999,175.1616162,90.39393939,76.13131313,16.95959596,1.141414141,1,0.289092215
0.784147031,171.45,88.62,74.68,16.27,1.17,1.06,0.287206388
0.789934075,167.9090909,86.90909091,73.12121212,16.64646465,1.434343434,1.222222222,0.329234184
0.795721118,163.07,84.43,69.01,14.55,1.06,1,0.275389548
0.801508158,159.1919192,82.31313131,66.8989899,14.36363636,0.898989899,1.04040404,0.261506188
0.80729524,155.7474747,80.08080808,65.7979798,13.90909091,0.949494949,1,0.266393373
0.813082528,152.040404,77.35353535,63.67676768,12.87878788,0.98989899,1,0.25503021
0.818869829,151.6600001,78.1800001,63.0800001,12.6200001,0.9600001,1.0500001,0.281595637
0.824657117,148.58,77.78,63.11,12.33,0.91,1,0.250061078
0.830444388,153.0808081,80.98989899,67.51515152,18.63636364,4.363636364,2.383838384,0.378364368
0.836231644,141.7676768,73.41414141,58.95959596,11.21212121,0.939393939,1.060606061,0.244356674
0.842018911,140,72.17171717,57.33333333,11.14141414,0.808080808,1.090909091,0.249829367
0.847806189,137.4141414,70.77777778,57.09090909,10.66666667,0.94,0.95959596,0.237932363
0.853593454,135.4747475,70.60606061,54.37373737,10.14141414,0.79,0.949494949,0.227457411
0.859380702,133.25,70,53.97,9.62,0.75,0.94,0.225091739
0.865167938,132.79,68.31,53.97,10.33,1,1.16,0.231480282
0.870955162,129.4081633,66.23469388,50.45918367,9.010204082,0.737373737,1,0.21436444
0.876742375,128.8979592,66.17346939,50.5,10.35714286,1.612244898,1.306122449,0.246156132
0.882529574,123.99,63.35,48.34,8.62,0.72,0.94,0.212672228
0.888316764,123.16,62.57,47.26,8.58,0.85,1.04,0.215927553
0.894103944,122.51,61.8,46.4,8.33,0.84,0.95,0.209617562
0.899891117,122.97,61.56,45.84,7.86,0.85,1.05,0.205803729
0.90567828,120.54,60.1,44.55,7.46,0.85,1.01,0.202711851
0.911465435,124.0714286,60.09183673,45.30612245,8.357142857,1.212121212,1.051020408,0.21128016
0.917252582,128.4285714,61.57142857,46.75510204,9.795918367,1.479591837,1,0.232921272
0.923039723,127.8700001,62.3900001,47.3900001,11.2600001,2.9100001,1.3900001,0.228857677
0.928826857,132.8163265,64.30612245,49.86734694,13.28571429,4.12244898,1.899029048,0.254554866
0.934613983,122.9,59.58,42.91,8.46,1.05,1,0.204623756
0.940401106,126.6666667,59.65656566,43.60606061,8.080808081,1.222222222,1.101010101,0.224389054
0.946188222,127.1717172,60.06060606,43.47474747,7.888888889,1.04040404,1.090909091,0.206969071
0.951975334,128.23,59.37,43.23,7.22,1,1.05,0.200557735
0.957762438,141.56,62.48,44.82,7.98,1.06,1.05,0.201193107
0.963549541,148.42,62.44,45.44,8.05,1.13,1.05,0.203172453
0.969336637,152.91,63.59,45.27,7.45,0.95,1.07,0.196547585
0.975123731,161.43,64.35,44.72,7.48,0.95,1,0.194384839
0.980910821,167.3232323,64.46464646,44.91919192,7.272727273,0.808080808,0.95959596,0.193619095
0.986697905,175.4,65.29,45.59,7.11,0.85,1,0.187535278
0.992484987,177.8787879,70.16161616,52.01010101,12.91919192,3.555555556,2.150038757,0.298141934
0.998272067,184.6969697,66.48484848,45.70707071,7.222222222,1.02020202,1,0.193166631
1.004059143,180.5102041,68.05102041,46.85714286,7.775510204,1.234693878,1.102040816,0.204652888
1.009846215,186.61,67.13,46.36,7.32,0.93,1.12,0.201901092
1.015633285,189.29,67.08,46.3,7.73,0.9,1.19,0.206303162
1.021420353,203.5408163,69.37755102,46.79591837,7.744897959,1,1.142857143,0.212000656
1.02720742,198.88,69.36,47.83,7.83,1.07,1,0.195633435
1.032994484,207.4343434,73.75757576,52.61616162,12.43434343,3.070707071,1.909090909,0.302370917
1.038781544,212.15,70.87,48.88,7.73,1.05,1.13,0.224080985
1.044568604,227.66,73.41,49.3,7.84,1,1.06,0.207491201
1.050355664,215.01,72.66,49.61,7.61,0.95,1,0.212128117
1.056142719,221.7575758,73.1010101,50.44444444,7.909090909,1.101010101,1.111111111,0.20861122
1.061929772,217.7474747,74.22222222,51.17171717,8.151515152,1.070707071,1.21,0.210956334
1.067716825,227.3939394,76.96969697,52.86868687,9.070707071,1.575757576,1.626262626,0.230611654
1.073503877,219.17,76.42,52.47,8.42,1.15,1.4,0.211543685
1.079290928,207.13,76.19,53.13,8.43,0.99,1.22,0.215304212
1.085077976,205.989899,76.66666667,54.01010101,8.404040404,0.898989899,1.080808081,0.207826688
1.090865025,196.744898,77.52040816,54.03061224,8.612244898,1,1.204081633,0.210665498
1.096652071,186.8686869,77.66666667,54.6969697,8.282828283,0.898989899,1.101010101,0.200586075
1.102439115,185.0408163,78.07142857,54.2244898,8.551020408,1,1.142857143,0.200540071
1.108226162,186.56,79.76,55.19,9.04,1,1.15,0.20884565
1.114013206,187.5252525,80.11111111,56.06060606,8.777777778,1.121212121,1.161616162,0.205140818
1.119800251,188.8163265,80.67346939,56.57142857,9.06122449,1,1.163265306,0.204244061
1.125587291,184.3232323,80.35353535,57.26262626,8.727272727,1,1.141414141,0.219527212
1.131374333,179.2040816,81.3877551,56.64285714,8.785714286,1.040816327,1.224489796,0.201777914
1.137161373,188.17,83.73,58.83,9.37,1.1,1.41,0.223615545
1.142948411,188.4387755,83.43877551,59.10204082,9.448979592,1.346938776,1.530612245,0.215061728
1.148735447,186.18,83.87,59.31,8.84,1.01,1.09,0.204082456
1.154522485,188.67,85.66,60.55,10.03,1.56,1.82,0.225984799
1.160309523,188.8383838,86.65656566,61.6969697,10.56565657,1.424242424,1.900038757,0.238161155
1.166096558,195.61,88.98,64.4,11.59,1.86,1.8,0.241032206
1.171883596,189.8585859,87.22222222,61.73737374,9.656565657,1.050505051,1.292929293,0.208561238
1.177670599,192.2626263,87.85858586,63.29292929,10.12121212,1.202020202,1.616161616,0.220925779
1.183457567,191.36,87.56,63.02,9.98,1.06,1.2,0.208030112
1.189244753,193.68,90.73,64.83,10.17,1.05,1.35,0.212756284
1.195032147,193.7373737,90.68686869,65.13131313,9.98989899,1.262626263,1.323232323,0.214365195
1.200819522,197.8888889,93.04040404,67.23232323,10.6969697,1.151515152,1.373737374,0.216544674
1.206606872,196.3131313,93.39393939,66.32323232,10.55555556,1.050505051,1.353535354,0.213320067
1.212394205,196.11,94.39,66.47,10.65,0.99,1.3,0.218048644
1.218181539,198.4183673,94.67346939,67.42857143,10.24489796,1.091836735,1.234693878,0.21652021
1.223968864,200.35,95.07,68.69,10.74,1.08,1.45,0.210000062
1.229756171,200.8282828,97.19191919,69.41414141,11.21212121,1.242424242,1.626262626,0.218483402
1.23554346,204.3434343,99.53535354,71.94949495,11.53535354,1.414141414,1.707070707,0.22304494
1.241330734,211.28,102.92,75.42,14.45,3.08,1.95,0.243955125
1.24711799,208.7878788,101.2020202,73.55555556,14.09090909,3.171717172,1.656565657,0.241158825
1.252905234,207.2626263,99.83838384,71.50505051,10.61616162,1.050505051,1.202020202,0.211402489
1.25869249,208.8686869,100.6868687,72.2020202,10.78787879,1.04,1.383838384,0.220366766
1.264479761,208.1010101,102.020202,72.85858586,11.68686869,1.727272727,2.070707071,0.245338869
1.270267016,211.6363636,103.8585859,75.27272727,11.73737374,1.353535354,1.545454545,0.226722163
1.276054257,213.2828283,105.6666667,74.96969697,11.80808081,1.050505051,1.232323232,0.217048812
1.281841485,209.6767677,104.2323232,74.22222222,12.03030303,1.797979798,1.888888889,0.230311862
1.287628698,211.56,104.52,74.51,12.24,1.56,1.64,0.226647637
1.293415899,214.96,106.49,76.73,12.48,1.53,1.5,0.230095993
1.29920309,218.25,106.96,77.21,12.85,2.25,2.43,0.243479252
1.30499027,216.7676768,107.989899,77.09090909,12.04040404,1.262626263,1.696969697,0.227633104
1.310777442,215.0408163,108.3163265,78.23469388,13.12244898,1.867346939,2.040816327,0.237605774
1.316564603,227.2020202,112.8585859,80.71717172,13.71717172,2.070707071,1.949494949,0.295601875
1.322351756,221.755102,109.6734694,77.66326531,11.82653061,1.040816327,1.357142857,0.223021029
1.328138902,227.32,112.8,80.62,12.26,1.16,1.61,0.228416735
1.333926039,227.59,114.12,81.83,12.9,1.97,1.89,0.235152167
1.339713168,225.4141414,112.7171717,81.12121212,12.86868687,2.060606061,2.090909091,0.237774153
1.345500292,223.1632653,113.2346939,80.63265306,12.89795918,1.734693878,1.755102041,0.229518775
1.351287406,222.28,112.21,82.29,12.81,1.53,1.65,0.224670424
1.35707452,226.17,113.47,81.85,12.63,1.27,1.35,0.220939606
1.362861622,232.1717172,118.8585859,86.88888889,16.56565657,3.242424242,2.767676768,0.273202869
1.368648721,235.27,119.82,87.31,16.75,3.66,2.13,0.332376966
1.374435815,233.96,118.53,85.87,14.44,2.11,2.38,0.238982706
1.380222906,235.17,120.35,85.99,13.33,1.29,1.55,0.219783699
1.386009992,233.5151515,119.7373737,85.95959596,12.86868687,1.363636364,1.646464646,0.22502485
1.391797071,240.53,124.69,88.03,13.68,1.4,1.5,0.219726176
1.397584151,237.6969697,122.3333333,86.62626263,12.75757576,1.282828283,1.393939394,0.228915519
1.403371225,245.39,127.54,90,14.25,1.92,2.18,0.244876535
1.409158294,247.3232323,126.969697,91.36363636,14.75757576,1.747474747,2.02020202,0.236998301
1.414945359,247.07,125.92,89.94,14.41,1.62,1.63,0.236366171
1.420732427,246.69,127.8,90.95,14.1,1.54,1.43,0.229073182
1.426519485,246.9,125.85,89.88,13.73,1.2,1.34,0.223961632
1.432306544,245.2727273,126.7474747,90.76767677,13.46464646,1.424242424,1.545454545,0.224498177
1.4380936,247.4848485,129.0707071,93.45454545,15.72727273,2.949494949,3.121212121,0.266043669
1.443880654,247.5102041,128.0714286,90.98979592,13.70408163,1.5,1.602040816,0.228526445
1.449667705,248.6734694,127.6530612,92.56122449,15.35714286,2.857142857,2.071428571,0.248983801
1.455454755,249.0808081,128.9393939,92.66666667,14.16161616,1.767676768,1.787878788,0.238681219
1.461241804,248.13,129.45,91.76,13.89,2.04,2.29,0.242958502
1.467028848,250.8383838,129.9191919,92.45454545,14.3030303,1.808080808,1.797979798,0.225687457
1.472815892,255.97,133.02,94.59,14.97,1.78,1.54,0.238620201
1.478602933,255.7731959,132.5154639,94.81443299,14.58762887,1.567010309,1.701030928,0.232750937
1.484389974,256.6767677,133.8787879,96.24242424,14.90909091,2.04040404,2.04040404,0.244863808
1.490177015,256.92,134.66,96.11,15.42,2.34,2.18,0.242548083
1.495964053,264.5555556,139.1313131,101.8787879,19.57575758,4.141414141,2.888888889,0.358770505
1.501751088,269.020202,139.7070707,101.3131313,16.08080808,2.03030303,1.767676768,0.240993595
1.507538124,265.43,138.53,99.81,15.12,1.69,1.69,0.231164192
1.513325158,271.37,141.94,100.93,15.28,1.65,1.66,0.223987994
1.519112191,270.32,141.67,101.31,15.12,1.48,1.45,0.227898927
1.524899224,272.35,143.59,103.08,15.81,1.76,1.51,0.256379867
1.530686254,271.6,142.52,102.94,15.43,1.52,1.8,0.232873449
1.536473286,266.63,142.22,102.38,15.67,1.49,1.69,0.232487401
1.542260316,268.76,142.47,101.08,15.04,1.69,1.73,0.236339464
1.548047344,269.8282828,144.6161616,102.3333333,15.39393939,1.656565657,1.717171717,0.238793352
1.553834372,281.5151515,150.38,110.95,21.57,5.18,2.61,0.309181465
1.559621402,279.5252525,147.5959596,106.1313131,16.48484848,1.95959596,1.919191919,0.25982105
1.565408429,281.94,148.08,106.31,16.42,1.81,1.64,0.236765809
1.571195445,282.7959184,150.8367347,107.1428571,16.71428571,2.112244898,1.714285714,0.22856466
1.576982458,286.75,151.09,107.52,17.63,2.87,2.55,0.267534654
1.582769471,283.81,151.22,107.14,17.06,2.45,2.49,0.268746114
1.588556492,285.09,151.89,111.09,19.02,3.38,3.25,0.285024797
1.594343593,282.7777778,151.1616162,106.7373737,16.08080808,1.727272727,1.777777778,0.247726748
1.600130706,282.97,149.74,106.13,15.52,1.77,1.87,0.239108091
1.605917815,286.15,152.45,107.16,16.11,2.3,2.42,0.25044459
1.61170492,288.1111111,153.5050505,108.0606061,16.52525253,1.98989899,2.070707071,0.243330305
1.617492017,292.34,153.97,110.38,16.53,1.99,2.09,0.251559455
1.623279114,297.4444444,156.959596,112,16.91919192,1.868686869,1.747474747,0.253287281
1.629066208,299.29,156.33,111.3,17.02,1.86,1.84,0.246429513
1.640496862,295.0408163,158.122449,110.5204082,16.32989691,1.581632653,1.683673469,0.231764432
1.646774691,300.959596,159.7676768,111.7575758,17.1010101,1.878787879,2.232323232,0.242900772
1.652561772,299.3535354,159.3838384,113.9393939,18.05050505,2.595959596,2.060606061,0.240878723
1.658348848,303,159.6565657,113.8080808,17.04040404,1.848484848,1.797979798,0.236008181
1.664135922,301.84,160.95,112.49,16.27,1.23,1.28,0.218895576
1.669922993,301.99,159.76,111.32,15.79,1.21,1.39,0.220646351
1.6757099,305.7346939,161.744898,114.4693878,17.74489796,2.602040816,2.795918367,0.260158406
1.681496687,309.6666667,163.3737374,118.030303,18.95959596,3.02020202,3.04040404,0.297463832
1.687283486,304.8080808,162.4343434,113.5959596,17.02020202,1.919191919,2.080808081,0.337789791
1.693070295,309.8585859,162.8686869,116.2424242,17.76767677,1.96969697,2.080808081,0.254181433
1.698857116,305.8673469,160.9489796,113.4081633,16.16326531,1.397959184,1.530612245,0.239532678
1.704643949,316.6632653,169.5408163,124.4183673,25.68367347,6.469387755,5.193877551,0.329589194
1.710430791,460.5151515,278.4343434,268.8787879,140.7777778,58.11111111,16.12121212,0.650873429
1.716217888,659.1414141,425.4646465,448.6565657,241.989899,78.41414141,17.92929293,0.852120675
1.722005389,571.33,350.44,334.91,142.87,39.54,10,0.571104386
1.727792873,489.38,284.13,247.15,84.04,21.46,5.83,0.425561256
1.733580331,428.73,240.83,193.34,53.5,11.35,3.49,0.353886232
1.739367766,382.27,208.92,164.29,39.93,6.7,2.68,0.305981648
1.745155179,363,195.8484848,149.3232323,31.77777778,4.838383838,2.151515152,0.294024866
1.750942574,348.02,185.45,138.41,26.47,3.51,2.04,0.287506387
1.756729735,342.57,183.09,134.75,28.6,6.66,2.75,0.306771135
1.762516191,331.5816327,174.3265306,122.8265306,19.59183673,2.030612245,1.714285714,0.246682589
1.768302626,326.5151515,170.5959596,118.8282828,17.47474747,1.454545455,1.727272727,0.235196929
1.774089091,321.95,169.11,117.49,17.4,1.63,1.87,0.238125735
1.779875591,320.2828283,166.4444444,116.4141414,17.09090909,1.646464646,1.828282828,0.246239398
1.785662118,312.3737374,164.3838384,113.6161616,16.64646465,1.585858586,1.464646465,0.248360336
1.791448673,313.4591837,161.7959184,111.4285714,16.40816327,1.459183673,1.683673469,0.247487411
1.797235372,313.3,162.86,112.31,16.02,1.68,1.94,0.259571311
1.80302293,309.7070707,160.7979798,110.5252525,16.15151515,1.474747475,1.464646465,0.242032188
1.808810621,312.16,162.91,111.66,16.25,1.73,1.81,0.24565319
1.814598274,310.82,159.75,110.14,15.26,1.47,1.48,0.234077871
1.820385893,306,157.97,108.66,15.18,1.27,1.43,0.22077
1.826173481,309.3737374,158.4848485,108.2323232,15.31313131,1.434343434,1.424242424,0.235316442
1.831961038,314.3434343,161.5252525,109.4040404,16.04040404,1.98989899,2.01010101,0.248061047
1.837748523,312.83,159.09,109.43,15.51,1.6,1.64,0.235488131
1.843535122,311.47,159.05,110.64,16.35,1.97,1.92,0.240320723
1.849321406,310.78,158.25,107.69,15.55,1.8,1.9,0.238130454
1.855107733,310.9489796,158.0102041,108.2959184,15.74489796,1.989795918,1.969387755,0.242116844
1.860894101,310.28,158.35,107.86,15.18,1.47,1.75,0.238045065
1.866680504,314.1414141,159.6666667,108.010101,15.02020202,1.272727273,1.717171717,0.240860286
1.872466943,311.16,156.83,106.78,14.64,1.44,1.83,0.238575018
1.87825342,305.4444445,153.6868688,105.3333334,14.71717182,1.464646566,1.828282929,0.243668083
1.884040679,302.3,151.23,104.61,14.47,1.78,1.979591837,0.24999939
1.889828524,308.969697,156.6363636,105.6262626,15.21212121,1.616161616,1.858585859,0.243506922
1.895616325,306.8282828,154.4040404,104.0707071,14.72727273,1.666666667,1.898989899,0.244975476
1.901404081,311.02,156.9,106.51,15.43,2.05,2.09,0.249545112
1.907191797,311.7319588,156.2783505,105.6597938,14.92783505,1.649484536,1.618556701,0.234443594
1.912979476,312.21,154.28,106.21,14.48,1.38,1.67,0.23498023
1.918767119,310.87,154.49,105.44,14.23,1.3,1.58,0.232101815
1.92455418,314.13,154.44,106.77,17.08,2.59,2.06,0.264475081
1.931089743,315.32,156.34,106.46,16.34,2.31,2.06,0.258152852
1.938268711,314.0600001,155.1600001,105.0700001,15.0900001,2.0900001,2.2600001,0.257305195
1.944056293,317.0927835,156.371134,105.8247423,16.19587629,2.195876289,2.257731959,0.301371893
1.949842779,320.1111111,156.5757576,106.5454545,15.56565657,2.262626263,2.414141414,0.261767032
1.955628992,318.0918367,156.6938776,106.7857143,15.1122449,2.081632653,2.224489796,0.275665286
1.961415254,318.75,155.37,105.38,14.58,1.89,2,0.258494727
1.967202356,314.69,154.35,103.12,14.37,1.85,2.05,0.245009944
1.972990157,318.0606061,155.7878788,104.7676768,15.51515152,2.444444444,2.191919192,0.253914473
1.97877791,314.4226804,153.5670103,104.2474227,15.63917526,2.443298969,2.474226804,0.262267045
1.984565618,318.7171717,155.4848485,106.1717172,18.03030303,4.222222222,2.818181818,0.285584254
1.990353281,326.8989899,160.3434343,109.5050505,17.52525253,3.070707071,2.878787879,0.313569435
1.996140905,323.92,157.88,106.76,15.63,2.34,2.74,0.263083945
2.001928488,327.5656566,158.4242424,105.6262626,14.15151515,1.535353535,2,0.246640692
2.007716037,327.1818182,159.2121212,107.1616162,15.87878788,2.555555556,3.090909091,0.280035345
