Day fraction since midnight on 2/19/2021	7 kPa (cm)	pH probe (pH)	Q sed difference ()	Raw water pump ()	settled bulk pump ()	Clay pump Run ()	PACl pump Run ()	Floc hopper pump  ()	Q settled bulk pump (mL/s)	Q removed (mL/s)	Q floc hopper add term ()	Q Floc Hopper ()	Turb settled w/ blanket ()	Turb settled w/out blanket  ()	PC1 & 2 pump ()	ChemTrac Buffer ()	PC 1.2 bin1 N ()	PC 1.2 bin2 N ()	PC 1.2 bin3 N ()	PC 1.2 bin4 N ()	PC 1.2 bin5 N ()	PC 1.2 bin6 N ()	PC 1.2 Cell  ()	PC 1.2 Laser ()	PC 1.2 Total N ()	PC 1.3 bin1 N ()	PC 1.3 bin2 N ()	PC 1.3 bin3 N ()	PC 1.3 bin4 N ()	PC 1.3 bin5 N ()	PC 1.3 bin6 N ()	PC 1.3 Cell ()	PC 1.3 Laser ()	PC 1.3 Total N ()	UV 1.1 Compensated UVA ()	UV 1.1 UVA ()	UV 1.1 UVT ()	Turb influent  ()	PC1 & 2 pump #2 ()	Count states ()	Small Scale ()	PC 1.3 Bin 1 ppb ()	PC 1.3 Bin 2 ppb ()	PC 1.3 Bin 3 ppb ()	PC 1.3 Bin 4 ppb ()	PC 1.3 Bin 5 ppb ()	PC 1.3 Bin 6 ppb ()	PC 1.3 Total ppb ()
0.66660331	3.78709412	6.35866356	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.09903336	1.56191814	0.88192771	3040.97773	0	0	0	0	0	0	100	101	0	3015	2732	4485	4412	2037	370	100	100	17069	0.00585915	0.04855634	89.45244598	99.72602844	0.81333333	0	1112	25.93000031	86.58000183	745.3900147	4897.810059	10000	0	10000
0.66666119	3.79331923	6.35787153	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.87383652	1.56460178	0.88192771	3045.009426	0	0	0	0	0	0	100	101	0	3015	2732	4485	4412	2037	370	100	100	17069	0.01235666	0.0521384	88.71775818	99.8035202	0.81333333	0	1112	25.93000031	86.58000183	745.3900147	4897.810059	10000	0	10000
0.66671907	3.75697017	6.3583293	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.87383652	1.56460178	0.88192771	3049.424899	0	0	0	0	0	0	100	101	0	3015	2732	4485	4412	2037	370	100	100	17069	0.01235666	0.0521384	88.71775818	99.8377533	0.81333333	0	1112	25.93000031	86.58000183	745.3900147	4897.810059	10000	0	10000
0.66677694	3.81178403	6.35788488	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.90506172	1.56499314	0.88192771	3053.648489	0	0	0	0	0	0	100	101	0	3015	2732	4485	4412	2037	370	100	100	17069	0.00524616	0.04874051	89.41452026	99.75222015	0.81333333	0	1111.9	25.93000031	86.58000183	745.3900147	4897.810059	10000	0	10000
0.66683482	3.7655549	6.35789299	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.90506172	1.56499314	0.88192771	3058.064178	0	0	0	0	0	0	100	101	0	3015	2732	4485	4412	2037	370	100	100	17069	0.00524616	0.04874051	89.41452026	99.57819366	0.81333333	0	1111.9	25.93000031	86.58000183	745.3900147	4897.810059	10000	0	10000
0.66689268	3.79178953	6.35818911	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.86882019	1.560974	0.88192771	3066.719229	0	0	0	0	0	0	100	101	0	2994	2724	4428	4391	1997	353	100	100	16901	0.01326679	0.0539527	88.34794617	99.55016327	0.81333333	0	1111.9	25.75	85.87999725	735.9799805	4874.790039	10000	0	10000
0.66695057	3.800699	6.35750151	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.86882019	1.560974	0.88192771	3071.132866	0	0	0	0	0	0	100	101	0	2994	2724	4428	4391	1997	353	100	100	16901	0.01326679	0.0539527	88.34794617	99.43888855	0.81333333	0	1111.8	25.75	85.87999725	735.9799805	4874.790039	10000	0	10000
0.66700846	3.75798821	6.35772419	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.35525513	1.56014323	0.88192771	3075.14857	0	0	0	0	0	0	100	101	0	2994	2724	4428	4391	1997	353	100	100	16901	0.01232695	0.05149864	88.848526	99.42835236	0.81333333	0	1111.8	25.75	85.87999725	735.9799805	4874.790039	10000	0	10000
0.66706632	3.78912091	6.35789728	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.35525513	1.56014323	0.88192771	3079.388282	0	0	0	0	0	0	100	101	0	2994	2724	4428	4391	1997	353	100	100	16901	0.01232695	0.05149864	88.848526	99.39011383	0.81333333	0	1111.8	25.75	85.87999725	735.9799805	4874.790039	10000	0	10000
0.6671242	3.78704309	6.35777664	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.12835121	1.56138587	0.88192771	3083.995649	0	0	0	0	0	0	100	101	0	2994	2724	4428	4391	1997	353	100	100	16901	0.01232695	0.05149864	88.848526	99.48920441	0.81333333	0	1111.8	25.75	85.87999725	735.9799805	4874.790039	10000	0	10000
0.66718206	3.77352381	6.35889769	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.12835121	1.56138587	0.88192771	3088.221232	0	0	0	0	0	0	100	101	0	2994	2724	4428	4391	1997	353	100	100	16901	0.00024194	0.04658638	89.85907745	99.49263763	0.81333333	0	1111.8	25.73999977	85.44000244	739.3900147	4897.52002	10000	0	10000
0.66723992	3.77583742	6.35759211	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.01247215	1.56508386	0.88192771	3096.874285	0	0	0	0	0	0	100	101	0	2994	2708	4448	4401	2016	349	100	100	16928	0	0.03872578	91.50012207	99.42967224	0.81333333	0	1111.7	25.73999977	85.44000244	739.3900147	4897.52002	10000	0	10000
0.6672978	3.78574252	6.35809755	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.01247215	1.56508386	0.88192771	3101.275767	0	0	0	0	0	0	100	101	0	2994	2708	4448	4401	2016	349	100	100	16928	0	0.03872578	91.50012207	99.2297821	0.81333333	0	1111.7	25.73999977	85.44000244	739.3900147	4897.52002	10000	0	10000
0.66735566	3.81512308	6.35803699	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.84033585	1.5610168	0.88192771	3105.515344	0	0	0	0	0	0	100	101	0	2994	2708	4448	4401	2016	349	100	100	16928	0	0.03872578	91.50012207	99.31414795	0.81333333	0	1111.6	25.73999977	85.44000244	739.3900147	4897.52002	10000	0	10000
0.66741355	3.76852083	6.3588233	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.84033585	1.5610168	0.88192771	3109.545038	0	0	0	0	0	0	100	101	0	2994	2708	4448	4401	2016	349	100	100	16928	0	0.04145534	90.9269104	99.5501709	0.81333333	0	1111.6	25.73999977	85.44000244	739.3900147	4897.52002	10000	0	10000
0.66747141	3.7881062	6.35839367	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.80562019	1.56481016	0.88192771	3113.770622	0	0	0	0	0	0	100	101	0	2955	2682	4456	4421	2027	367	100	100	16922	0	0.04145534	90.9269104	99.66108704	0.81333333	0	1111.6	25.40999985	84.88999939	738.5800171	4894.209961	10000	0	10000
0.66752929	3.77101469	6.35782623	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.80562019	1.56481016	0.88192771	3118.375989	0	0	0	0	0	0	100	101	0	2955	2682	4456	4421	2027	367	100	100	16922	0	0.0426088	90.6857605	99.83885956	0.81333333	0	1111.6	25.40999985	84.88999939	738.5800171	4894.209961	10000	0	10000
0.66758716	3.74758744	6.35831404	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	15.32853127	1.5660907	0.88192771	3127.01539	0	0	0	0	0	0	100	101	0	2955	2682	4456	4421	2027	367	100	100	16922	0.00097807	0.04310639	90.58192444	99.84849548	0.81333333	0	1111.6	25.40999985	84.88999939	738.5800171	4894.209961	10000	0	10000
0.66764504	3.76806712	6.35983992	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	15.32853127	1.5660907	0.88192771	3131.047084	0	0	0	0	0	0	100	101	0	2955	2682	4456	4421	2027	367	100	100	16922	0.00097807	0.04310639	90.58192444	99.88388824	0.81333333	0	1111.5	25.40999985	84.88999939	738.5800171	4894.209961	10000	0	10000
0.66770291	3.78089166	6.35859346	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	15.13257408	1.56695855	0.88192771	3135.460973	0	0	0	0	0	0	100	101	0	2955	2682	4456	4421	2027	367	100	100	16922	0.00097807	0.04310639	90.58192444	100.0735397	0.81333333	0	1111.5	25.40999985	84.88999939	738.5800171	4894.209961	10000	0	10000
0.66776078	3.73867559	6.35819435	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	15.13257408	1.56695855	0.88192771	3139.686562	0	0	0	0	0	0	100	101	0	3009	2732	4456	4383	1976	365	100	100	16934	0	0.0419397	90.82556915	100.11427	0.81333333	0	1111.5	25.87000084	86.40000153	739.4899902	4851.859863	10000	0	10000
0.66781866	3.78579998	6.35775995	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	14.20081329	1.56542611	0.88192771	3144.678705	0	0	0	0	0	0	100	101	0	3009	2732	4456	4383	1976	365	100	100	16934	0	0.0419397	90.82556915	100.2596054	0.81333333	0	1111.5	25.87000084	86.40000153	739.4899902	4851.859863	10000	0	10000
0.66787652	3.77899075	6.35793447	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	14.20081329	1.56542611	0.88192771	3148.326619	0	0	0	0	0	0	100	101	0	3009	2732	4456	4383	1976	365	100	100	16934	0.00106813	0.04584128	90.01335907	100.464241	0.81333333	0	1111.4	25.87000084	86.40000153	739.4899902	4851.859863	10000	0	10000
0.66793443	3.79886603	6.35803127	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	13.11470413	1.56071341	0.88192771	3156.979671	0	0	0	0	0	0	100	101	0	3009	2732	4456	4383	1976	365	100	100	16934	0.00106813	0.04584128	90.01335907	100.5535202	0.81333333	0	1111.4	25.87000084	86.40000153	739.4899902	4851.859863	10000	0	10000
0.66799227	3.80330348	6.35813475	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	13.11470413	1.56071341	0.88192771	3161.203402	0	0	0	0	0	0	100	101	0	3013	2699	4427	4381	1998	360	100	100	16893	0.00106813	0.04584128	90.01335907	100.5253372	0.81333333	0	1111.4	25.87000084	86.40000153	739.4899902	4851.859863	10000	0	10000
0.66805015	3.79990029	6.35777187	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.68538666	1.55515182	0.88192771	3165.428977	0	0	0	0	0	0	100	101	0	3013	2699	4427	4381	1998	360	100	100	16893	0.00062645	0.04657853	89.86070251	100.5011139	0.81333333	0	1111.4	25.90999985	85.38999939	734.2600098	4847.27002	10000	0	10000
0.66810803	3.75949693	6.35795689	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.68538666	1.55515182	0.88192771	3170.034346	0	0	0	0	0	0	100	101	0	3013	2699	4427	4381	1998	360	100	100	16893	0.00179978	0.04949309	89.25972748	100.6808701	0.81333333	0	1111.3	25.90999985	85.38999939	734.2600098	4847.27002	10000	0	10000
0.66816589	3.719414	6.35854101	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.68538666	1.56332171	0.88192771	3174.066038	0	0	0	0	0	0	100	101	0	3013	2699	4427	4381	1998	360	100	100	16893	0.00179978	0.04949309	89.25972748	100.6172485	0.81333333	0	1111.3	25.90999985	85.38999939	734.2600098	4847.27002	10000	0	10000
0.66822378	3.79638171	6.35817957	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.68538666	1.56332171	0.88192771	3178.287769	0	0	0	0	0	0	100	101	0	3013	2699	4427	4381	1998	360	100	100	16893	0.00179978	0.04949309	89.25972748	100.5497208	0.81333333	0	1111.3	25.90999985	85.38999939	734.2600098	4847.27002	10000	0	10000
0.66828164	3.75154972	6.35788774	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.14731789	1.56142247	0.88192771	3187.120891	0	0	0	0	0	0	100	101	0	3006	2727	4404	4383	1961	361	100	100	16856	0.00299244	0.05052442	89.04803467	100.6076584	0.81333333	0	1111.3	25.90999985	85.38999939	734.2600098	4847.27002	10000	0	10000
0.66833953	3.81515145	6.35850954	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.06261063	1.56142247	0.88192771	3191.342601	0	0	0	0	0	0	100	101	0	3006	2727	4404	4383	1961	361	100	100	16856	0.00254642	0.05207293	88.73113251	100.6556397	0.81333333	0	1111.2	25.85000038	85.61000061	728.8800049	4859.25	10000	0	10000
0.66839739	3.75072289	6.35774279	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.06261063	1.55623591	0.88192771	3195.774059	0	0	0	0	0	0	100	101	0	3006	2727	4404	4383	1961	361	100	100	16856	0.00254642	0.05207293	88.73113251	100.6373978	0.81333333	0	1111.2	25.85000038	85.61000061	728.8800049	4859.25	10000	0	10000
0.66845527	3.73834705	6.35851574	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.01446915	1.55740249	0.88192771	3199.807745	0	0	0	0	0	0	100	101	0	3006	2727	4404	4383	1961	361	100	100	16856	0.00254642	0.05207293	88.73113251	100.6399612	0.81333333	0	1111.1	25.85000038	85.61000061	728.8800049	4859.25	10000	0	10000
0.66851316	3.76623273	6.35813475	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.01446915	1.55740249	0.88192771	3204.221212	0	0	0	0	0	0	100	101	0	3006	2727	4404	4383	1961	361	100	100	16856	0.00897193	0.05393132	88.35229492	100.6567917	0.81333333	0	1111.1	25.85000038	85.61000061	728.8800049	4859.25	10000	0	10000
0.66857102	3.77788448	6.35742712	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.94130135	1.56032836	0.88192771	3208.447155	0	0	0	0	0	0	100	101	0	3006	2727	4404	4383	1961	361	100	100	16856	0.00897193	0.05393132	88.35229492	100.5611115	0.81333333	0	1111.1	25.85000038	85.61000061	728.8800049	4859.25	10000	0	10000
0.66862888	3.78749967	6.35759878	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.94130135	1.56032836	0.88192771	3217.0842	0	0	0	0	0	0	100	101	0	3040	2715	4398	4262	1930	333	100	100	16688	0	0.04623888	89.93099976	100.6579285	0.81333333	0	1111.1	26.13999939	85.51999664	727.539978	4708.890137	10000	0	10000
0.66868676	3.7524879	6.35729313	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.78278542	1.56032836	0.88192771	3221.883633	0	0	0	0	0	0	100	101	0	3040	2715	4398	4262	1930	333	100	100	16688	0	0.04623888	89.93099976	100.6769791	0.81333333	0	1111	26.13999939	85.51999664	727.539978	4708.890137	10000	0	10000
0.66874465	3.75280452	6.3577342	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.78278542	1.56032836	0.88192771	3225.723547	0	0	0	0	0	0	100	101	0	3040	2715	4398	4262	1930	333	100	100	16688	0	0.04385676	90.42557526	100.7183228	0.81333333	0	1111	26.13999939	85.51999664	727.539978	4708.890137	10000	0	10000
0.66880251	3.80479813	6.3575902	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.62459755	1.55990481	0.88192771	3230.139014	0	0	0	0	0	0	100	101	0	3040	2715	4398	4262	1930	333	100	100	16688	0	0.04385676	90.42557526	100.63678	0.81333333	0	1111	26.13999939	85.51999664	727.539978	4708.890137	10000	0	10000
0.66886037	3.78848171	6.35779047	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.62459755	1.55990481	0.88192771	3234.360729	0	0	0	0	0	0	100	101	0	3040	2715	4398	4262	1930	333	100	100	16688	0.00670511	0.0505404	89.04476166	100.7151871	0.81333333	0	1111	26.13999939	85.51999664	727.539978	4708.890137	10000	0	10000
0.66891826	3.75166011	6.35861921	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.62459755	1.56275022	0.88192771	3238.586303	0	0	0	0	0	0	100	101	0	3044	2718	4404	4349	1977	347	100	100	16852	0.00670511	0.0505404	89.04476166	100.75375	0.81333333	0	1110.9	26.13999939	85.51999664	727.539978	4708.890137	10000	0	10000
0.66897612	3.75391436	6.35851955	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.62459755	1.56275022	0.88192771	3243.015762	0	0	0	0	0	0	100	101	0	3044	2718	4404	4349	1977	347	100	100	16852	0	0.04853661	89.45650482	100.9017029	0.81333333	0	1110.9	26.17000008	86.09999847	732.5700073	4809.160156	10000	0	10000
0.669034	3.76240683	6.35822201	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.58935547	1.55543923	0.88192771	3251.462915	0	0	0	0	0	0	100	101	0	3044	2718	4404	4349	1977	347	100	100	16852	0.00681075	0.05507801	88.11934662	100.9105682	0.81333333	0	1110.9	26.17000008	86.09999847	732.5700073	4809.160156	10000	0	10000
0.66909186	3.7800827	6.35781574	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.58935547	1.55543923	0.88192771	3256.070272	0	0	0	0	0	0	100	101	0	3044	2718	4404	4349	1977	347	100	100	16852	0.00681075	0.05507801	88.11934662	100.96369	0.81333333	0	1110.8	26.17000008	86.09999847	732.5700073	4809.160156	10000	0	10000
0.66914974	3.75227451	6.35788298	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.6460762	1.55943549	0.88192771	3260.869518	0	0	0	0	0	0	100	101	0	3044	2718	4404	4349	1977	347	100	100	16852	0.00681075	0.05507801	88.11934662	101.1227646	0.81333333	0	1110.8	26.17000008	86.09999847	732.5700073	4809.160156	10000	0	10000
0.66920761	3.78508115	6.35785675	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.6460762	1.55943549	0.88192771	3264.325536	0	0	0	0	0	0	100	101	0	3054	2738	4402	4314	1945	343	100	100	16808	0	0.04968711	89.21986389	101.3281326	0.81333333	0	1110.8	25.95000076	86.44999695	730.5499878	4771.549805	10000	0	10000
0.66926549	3.77318287	6.35788822	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.49187088	1.56921244	0.88192771	3268.741382	0	0	0	0	0	0	100	101	0	3054	2738	4402	4314	1945	343	100	100	16808	0	0.04968711	89.21986389	101.21795	0.81333333	0	1110.8	25.95000076	86.44999695	730.5499878	4771.549805	10000	0	10000
0.66932335	3.77633166	6.35808659	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.49187088	1.56921244	0.88192771	3277.188536	0	0	0	0	0	0	100	101	0	3054	2738	4402	4314	1945	343	100	100	16808	0.004997	0.05678076	87.77457428	101.0727539	0.81333333	0	1110.8	25.95000076	86.44999695	730.5499878	4771.549805	10000	0	10000
0.66938123	3.77039361	6.35820436	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.62052727	1.56898046	0.88192771	3281.604002	0	0	0	0	0	0	100	101	0	3054	2738	4402	4314	1945	343	100	100	16808	0.004997	0.05678076	87.77457428	101.0006332	0.81333333	0	1110.7	25.95000076	86.44999695	730.5499878	4771.549805	10000	0	10000
0.66943909	3.73554611	6.35917902	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.62052727	1.56898046	0.88192771	3286.035459	0	0	0	0	0	0	100	101	0	3054	2738	4402	4314	1945	343	100	100	16808	0.00159851	0.05212259	88.72098541	101.1079102	0.81333333	0	1110.7	25.95000076	86.44999695	730.5499878	4771.549805	10000	0	10000
0.66949698	3.75736976	6.35821486	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.57639503	1.5721041	0.88192771	3290.259036	0	0	0	0	0	0	100	101	0	3014	2725	4393	4362	1985	363	100	100	16855	0.00159851	0.05212259	88.72098541	101.0993576	0.81333333	0	1110.7	25.90999985	86.37000275	730.1500244	4818.399902	10000	0	10000
0.66955486	3.75048113	6.35804987	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.57639503	1.5721041	0.88192771	3294.866394	0	0	0	0	0	0	100	101	0	3014	2725	4393	4362	1985	363	100	100	16855	0.00159851	0.05212259	88.72098541	101.0175476	0.81333333	0	1110.6	25.90999985	86.37000275	730.1500244	4818.399902	10000	0	10000
0.66961271	3.80359864	6.35850954	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.67128754	1.56494749	0.88192771	3299.28086	0	0	0	0	0	0	100	101	0	3014	2725	4393	4362	1985	363	100	100	16855	0.00159851	0.05212259	88.72098541	100.9538879	0.81333333	0	1110.6	25.90999985	86.37000275	730.1500244	4818.399902	10000	0	10000
0.66967059	3.7741313	6.35851002	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.67128754	1.56494749	0.88192771	3303.122025	0	0	0	0	0	0	100	101	0	3014	2725	4393	4362	1985	363	100	100	16855	0.01229732	0.05951574	87.22360992	100.9494629	0.81333333	0	1110.5	25.90999985	86.37000275	730.1500244	4818.399902	10000	0	10000
0.66972847	3.77192616	6.35876656	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.66383743	1.56279778	0.88192771	3311.375428	0	0	0	0	0	0	100	101	0	3014	2725	4393	4362	1985	363	100	100	16855	0	0.05089374	88.97235107	100.90345	0.81333333	0	1110.5	25.90999985	86.37000275	730.1500244	4818.399902	10000	0	10000
0.66978634	3.76042128	6.35790634	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.66383743	1.56279778	0.88192771	3315.982994	0	0	0	0	0	0	100	101	0	3011	2718	4400	4369	2013	354	100	100	16875	0	0.05089374	88.97235107	101.0224228	0.81333333	0	1110.5	25.88999939	86.01999664	727.8599854	4842.490234	10000	0	10000
0.66984421	3.76324153	6.35716105	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.74546814	1.56554234	0.88192771	3320.399637	0	0	0	0	0	0	100	101	0	3011	2718	4400	4369	2013	354	100	100	16875	0	0.04607909	89.96408844	100.954277	0.81333333	0	1110.5	25.88999939	86.01999664	727.8599854	4842.490234	10000	0	10000
0.66990209	3.7753582	6.35756779	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.74546814	1.56554234	0.88192771	3324.623214	0	0	0	0	0	0	100	101	0	3011	2718	4400	4369	2013	354	100	100	16875	0	0.04607909	89.96408844	100.8298874	0.81333333	0	1110.4	25.88999939	86.01999664	727.8599854	4842.490234	10000	0	10000
0.66995995	3.77326751	6.35839558	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.88280869	1.56554234	0.88192771	3329.038681	0	0	0	0	0	0	100	101	0	3011	2718	4400	4369	2013	354	100	100	16875	0.01370646	0.05453359	88.22986603	100.9827881	0.81333333	0	1110.4	25.88999939	86.01999664	727.8599854	4842.490234	10000	0	10000
0.67001784	3.72143722	6.35735178	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.88280869	1.56554234	0.88192771	3333.086359	0	0	0	0	0	0	100	101	0	3011	2718	4400	4369	2013	354	100	100	16875	0.01370646	0.05453359	88.22986603	100.9265671	0.81333333	0	1110.4	25.88999939	86.01999664	727.8599854	4842.490234	10000	0	10000
0.67007572	3.78193855	6.35768938	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.33036423	1.56847858	0.88192771	3342.109181	0	0	0	0	0	0	100	101	0	3021	2704	4422	4326	1967	352	100	100	16807	0.01162318	0.05356368	88.42710876	100.8282929	0.81333333	0	1110.4	25.97999954	85.40000153	733.3300171	4796.240234	10000	0	10000
0.67013358	3.7626524	6.35799742	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.17830467	1.56847858	0.88192771	3346.140869	0	0	0	0	0	0	100	101	0	3021	2704	4422	4326	1967	352	100	100	16807	0.01162318	0.05356368	88.42710876	100.8000107	0.81333333	0	1110.4	25.97999954	85.40000153	733.3300171	4796.240234	10000	0	10000
0.67019147	3.77981353	6.35765982	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.17830467	1.56847858	0.88192771	3350.362654	0	0	0	0	0	0	100	101	0	3021	2704	4422	4326	1967	352	100	100	16807	0.01440271	0.05636213	87.85921478	100.7238312	0.81333333	0	1110.4	25.97999954	85.40000153	733.3300171	4796.240234	10000	0	10000
0.67024933	3.77379656	6.35772562	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.01226616	1.56847999	0.88192771	3354.586232	0	0	0	0	0	0	100	101	0	3021	2704	4422	4326	1967	352	100	100	16807	0.01440271	0.05636213	87.85921478	100.781723	0.81333333	0	1110.3	25.97999954	85.40000153	733.3300171	4796.240234	10000	0	10000
0.6703072	3.72445536	6.3581953	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	12.01226616	1.56847999	0.88192771	3359.002696	0	0	0	0	0	0	100	101	0	3021	2704	4422	4326	1967	352	100	100	16807	0.00803557	0.05252511	88.63880157	100.8106461	0.81333333	0	1110.3	25.97999954	85.40000153	733.3300171	4796.240234	10000	0	10000
0.67036507	3.77648735	6.35758066	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.84640503	1.5612272	0.88192771	3363.419162	0	0	0	0	0	0	100	101	0	3021	2704	4422	4326	1967	352	100	100	16807	0.00803557	0.05252511	88.63880157	100.695137	0.81333333	0	1110.2	25.71999931	85.40000153	730.6599731	4816.640137	10000	0	10000
0.67042295	3.80130768	6.35851574	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.84640503	1.5612272	0.88192771	3372.060206	0	0	0	0	0	0	100	101	0	3027	2708	4391	4352	1964	353	100	100	16809	0.01409768	0.05802178	87.5241394	100.6544952	0.81333333	0	1110.2	25.71999931	85.40000153	730.6599731	4816.640137	10000	0	10000
0.67048081	3.7341063	6.35778666	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.74251556	1.55903387	0.88192771	3376.105886	0	0	0	0	0	0	100	101	0	3027	2708	4391	4352	1964	353	100	100	16809	0.01409768	0.05802178	87.5241394	100.6089859	0.81333333	0	1110.2	25.71999931	85.40000153	730.6599731	4816.640137	10000	0	10000
0.6705387	3.78881741	6.35735226	1.181	66.52173913	65.39325843	17.46268657	21.24223602	0	3.88	1.22	0	0	11.74251556	1.55903387	0.88192771	3380.327579	0	0	0	0	0	0	100	101	0	3027	2708	4391	4352	1964	353	100	100	16809	0.00838111	0.0563441	87.86286163	100.4679718	0.81333333	0	1110.1	25.71999931	85.40000153	730.6599731	4816.640137	10000	0	10000
