Day fraction since midnight on 2/21/2021	 State ID	 State name	 Rule that caused previous state to end
0.49821378	0	OFF	Operator changed the state
0.52907970	2	Just Water	Operator changed the state
0.53774357	0	OFF	Operator changed the state
0.54686762	2	Just Water	Operator changed the state
0.69190188	0	OFF	Operator changed the state
0.71004553	2	Just Water	Operator changed the state
0.72093433	5	10cm depth (UV-PC1.3)	Operator changed the state
