Day fraction since midnight on 2/19/2021	 State ID	 State name	 Rule that caused previous state to end
0.49234553	0	OFF	Operator changed the state
0.49608178	2	Just Water	Operator changed the state
0.50554574	0	OFF	Operator changed the state
0.51252476	2	Just Water	Operator changed the state
0.63141851	5	10cm depth (UV-PC1.3)	Operator changed the state
