Day fraction since midnight on 1/29/2021	7 kPa (cm)	pH probe (pH)	Q sed difference ()	Raw water pump ()	settled bulk pump ()	Clay pump Run ()	PACl pump Run ()	Floc hopper pump  ()	Q settled bulk pump (mL/s)	Q Raw (mL/s)	Q removed (mL/s)	Q floc hopper add term ()	Q Floc Hopper ()	Turb settled w/ blanket ()	Turb settled w/out blanket  ()	PC1 & 2 pump ()	ChemTrac Buffer ()	PC 1.2 bin1 N ()	PC 1.2 bin2 N ()	PC 1.2 bin3 N ()	PC 1.2 bin4 N ()	PC 1.2 bin5 N ()	PC 1.2 bin6 N ()	PC 1.2 Cell  ()	PC 1.2 Laser ()	PC 1.2 Total N ()	PC 1.3 bin1 N ()	PC 1.3 bin2 N ()	PC 1.3 bin3 N ()	PC 1.3 bin4 N ()	PC 1.3 bin5 N ()	PC 1.3 bin6 N ()	PC 1.3 Cell ()	PC 1.3 Laser ()	PC 1.3 Total N ()	UV 1.1 Compensated UVA ()	UV 1.1 UVA ()	UV 1.1 UVT ()	Turb influent  ()	Large Scale ()	PC1 & 2 pump #2 ()	Count states ()	Small Scale ()
0.49258786	25.13707542	6.99639273	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.0801689	0.07359654	0.84820394	153837.6659	108	40	22	4	0	0	99	100	174	111	41	22	4	0	0	98	100	179	0.03913791	0.04462146	90.26651001	0.04892583	3273	0.81333333	0	670.7
0.49264572	25.21146774	6.99649286	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.0801689	0.07359654	0.84820394	153842.6571	108	40	22	4	0	0	99	100	174	111	41	22	4	0	0	98	100	179	0.03975385	0.0452094	90.14440918	0.04900911	3273	0.81333333	0	670.7
0.49270361	25.18772888	6.99629402	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08026235	0.07303521	0.84820394	153846.111	104	39	19	3	0	0	99	100	165	111	41	22	4	0	0	98	100	179	0.03975385	0.0452094	90.14440918	0.04902297	3272.8	0.81333333	0	670.7
0.49276149	25.20859146	6.99629498	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.07923165	0.07303521	0.84820394	153850.3364	104	39	19	3	0	0	99	100	165	111	41	20	2	0	0	98	100	175	0.04015728	0.04548198	90.08785248	0.04892637	3272.8	0.81333333	0	670.7
0.49281937	25.17065048	6.99640894	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.07923165	0.07303521	0.84820394	153854.7499	104	39	19	3	0	0	99	100	165	111	41	20	2	0	0	98	100	175	0.04015728	0.04548198	90.08785248	0.0489347	3272.8	0.81333333	0	670.7
0.49287723	25.13417625	6.99645042	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.07935788	0.07235733	0.84820394	153858.9734	104	39	19	3	0	0	99	100	165	111	41	20	2	0	0	98	100	175	0.03917484	0.04468266	90.25379181	0.04868469	3272.8	0.81333333	0	670.7
0.49293509	25.16456985	6.99622869	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.07935788	0.07235733	0.84820394	153867.6281	99	40	21	4	0	0	99	100	165	111	41	20	2	0	0	98	100	175	0.04005337	0.04545651	90.09313202	0.04858417	3272.8	0.81333333	0	670.7
0.49299296	25.13494873	6.9963522	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08028597	0.07235733	0.84820394	153872.4282	99	40	21	4	0	0	99	100	165	112	42	21	4	0	0	98	100	179	0.04005337	0.04545651	90.09313202	0.04862226	3272.8	0.81333333	0	670.7
0.49305084	25.15915489	6.9964447	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08028597	0.07235733	0.84820394	153876.2679	101	40	22	3	0	0	99	100	166	112	42	21	4	0	0	98	100	179	0.04005337	0.04545651	90.09313202	0.04851592	3272.6	0.81333333	0	670.7
0.4931087	25.17832947	6.99634838	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08058984	0.07239294	0.84820394	153880.6812	101	40	22	3	0	0	99	100	166	112	42	21	4	0	0	98	100	179	0.03943839	0.04483776	90.22157288	0.04844166	3272.6	0.81333333	0	670.7
0.49316659	25.16537094	6.99629259	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08058984	0.07239294	0.84820394	153884.9078	101	40	22	3	0	0	99	100	166	112	42	21	4	0	0	98	100	179	0.03943839	0.04483776	90.22157288	0.04837947	3272.6	0.81333333	0	670.7
0.49322446	25.1319046	6.99630737	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08066774	0.07139561	0.84820394	153889.1293	108	39	21	3	0	0	99	100	171	112	42	21	4	0	0	98	100	179	0.03932597	0.04472534	90.24492645	0.04818607	3272.6	0.81333333	0	670.8
0.49328232	25.13443756	6.99632359	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08066774	0.07139561	0.84820394	153897.7685	108	39	21	3	0	0	99	100	171	110	40	20	3	0	0	98	100	173	0.04012107	0.04539526	90.10584259	0.04799539	3272.6	0.81333333	0	670.8
0.4933402	25.14716721	6.99613333	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08038563	0.07191694	0.84820394	153903.1433	108	39	21	3	0	0	99	100	171	110	40	20	3	0	0	98	100	173	0.04012107	0.04539526	90.10584259	0.04783466	3272.4	0.81333333	0	670.8
0.49339806	25.17912483	6.9962244	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08038563	0.07191694	0.84820394	153906.2134	100	41	23	4	0	0	99	100	167	110	40	20	3	0	0	98	100	173	0.04012107	0.04539526	90.10584259	0.0477157	3272.4	0.81333333	0	670.8
0.49345593	25.12283134	6.99637651	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.0798974	0.07102355	0.84820394	153911.5892	100	41	23	4	0	0	99	100	167	110	40	20	3	0	0	98	100	173	0.03931782	0.04458085	90.27494812	0.0478453	3272.4	0.81333333	0	670.8
0.49351381	25.1597805	6.99626398	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.0798974	0.07102355	0.84820394	153915.0451	100	41	23	4	0	0	99	100	167	110	40	20	3	0	0	98	100	173	0.03931782	0.04458085	90.27494812	0.04792801	3272.4	0.81333333	0	670.8
0.49357167	25.14843559	6.99638939	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08043407	0.07137343	0.84820394	153922.9323	100	41	23	4	0	0	99	100	167	110	40	20	3	0	0	98	100	173	0.03931782	0.04458085	90.27494812	0.04802999	3272.4	0.81333333	0	670.8
0.49362955	25.14228439	6.99616718	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08043407	0.07137343	0.84820394	153928.1154	105	40	21	4	0	0	99	100	170	116	44	21	4	0	0	98	100	185	0.03918371	0.04450469	90.29077911	0.04841671	3272.4	0.81333333	0	670.8
0.49368741	25.18753242	6.99637413	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08210571	0.07338849	0.84820394	153932.147	105	40	21	4	0	0	99	100	170	116	44	21	4	0	0	98	100	185	0.03918371	0.04450469	90.29077911	0.04845247	3272.4	0.81333333	0	670.8
0.49374529	25.17405891	6.99621153	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08210571	0.07338849	0.84820394	153936.3684	97	39	21	4	0	0	99	100	161	116	44	21	4	0	0	98	100	185	0.03918371	0.04450469	90.29077911	0.04852496	3272.4	0.81333333	0	670.8
0.49380315	25.14910889	6.99638844	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.0832229	0.07448035	0.84820394	153940.5938	97	39	21	4	0	0	99	100	161	116	44	21	4	0	0	98	100	185	0.03954486	0.04503218	90.18119049	0.04837856	3272.4	0.81333333	0	670.8
0.49386103	25.17957306	6.99638128	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.0832229	0.07448035	0.84820394	153945.0072	97	39	21	4	0	0	99	100	161	114	44	23	6	1	0	98	100	187	0.03954486	0.04503218	90.18119049	0.04825807	3272.2	0.81333333	0	670.8
0.49391889	25.14948082	6.99632168	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08203574	0.07440072	0.84820394	153949.2306	97	39	21	4	0	0	99	100	161	114	44	23	6	1	0	98	100	187	0.03954486	0.04503218	90.18119049	0.04832518	3272.2	0.81333333	0	670.8
0.49397677	25.18470001	6.99642944	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08203574	0.07440072	0.84820394	153953.6473	103	38	23	3	0	0	99	100	168	114	44	23	6	1	0	98	100	187	0.03949567	0.04462811	90.26512909	0.04815435	3272.4	0.81333333	0	670.8
0.49403466	25.14316368	6.99639368	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08359686	0.0737536	0.84820394	153962.6853	103	38	23	3	0	0	99	100	168	114	44	23	6	1	0	98	100	187	0.03949567	0.04462811	90.26512909	0.04795326	3272.2	0.81333333	0	670.9
0.4940925	25.14885521	6.99613857	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08359686	0.0737536	0.84820394	153966.5235	108	38	23	2	0	0	99	100	171	114	44	23	6	1	0	98	100	187	0.03985996	0.04515668	90.15534973	0.0478837	3272.2	0.81333333	0	670.8
0.49415039	25.1108284	6.99639273	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08405222	0.0737536	0.84820394	153971.1327	108	38	23	2	0	0	99	100	171	107	41	23	3	1	0	98	100	175	0.03985996	0.04515668	90.15534973	0.04799268	3272.2	0.81333333	0	670.9
0.49420825	25.14080048	6.99637079	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08335752	0.0737536	0.84820394	153975.1624	108	38	23	2	0	0	99	100	171	107	41	23	3	1	0	98	100	175	0.03927669	0.0441957	90.35503387	0.04803027	3272.2	0.81333333	0	670.9
0.49426613	25.15271378	6.99640656	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08335752	0.07517332	0.84820394	153979.5777	107	40	23	4	0	0	99	100	173	107	41	23	3	1	0	98	100	175	0.03927669	0.0441957	90.35503387	0.0480516	3272.2	0.81333333	0	670.9
0.49432399	25.15366745	6.99650335	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08335752	0.07517332	0.84820394	153988.0253	107	40	23	4	0	0	99	100	173	107	41	23	3	1	0	98	100	175	0.03966067	0.04485303	90.21839905	0.04826346	3272.2	0.81333333	0	670.8
0.49438187	25.14146996	6.9963932	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.0827578	0.07607278	0.84820394	153992.2487	107	40	23	4	0	0	99	100	173	107	41	23	3	1	0	98	100	175	0.03966067	0.04485303	90.21839905	0.04844092	3272.2	0.81333333	0	670.9
0.49443973	25.18482208	6.99631023	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.0827578	0.07625613	0.84820394	153996.664	104	37	22	3	0	0	99	100	167	112	41	20	4	0	0	98	100	177	0.03966067	0.04485303	90.21839905	0.04844999	3272.2	0.81333333	0	670.8
0.4944976	25.1196785	6.9964633	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.0827578	0.07625613	0.84820394	154001.0944	104	37	22	3	0	0	99	100	167	112	41	20	4	0	0	98	100	177	0.03993243	0.04488028	90.21273804	0.04890832	3272.2	0.81333333	0	670.9
0.49455549	25.19394875	6.996387	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08301545	0.07743606	0.84820394	154005.302	104	37	22	3	0	0	99	100	167	112	41	20	4	0	0	98	100	177	0.03993243	0.04488028	90.21273804	0.04897173	3272.2	0.81333333	0	670.9
0.49461335	25.15421486	6.99646378	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08301545	0.07743606	0.84820394	154009.7333	101	38	22	4	0	0	99	100	166	112	41	20	4	0	0	98	100	177	0.03956899	0.0446642	90.25762939	0.04876672	3272.2	0.81333333	0	670.8
0.49467123	25.14708328	6.99632645	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08334716	0.07743606	0.84820394	154014.1487	101	38	22	4	0	0	99	100	166	112	41	20	4	0	0	98	100	177	0.03956899	0.0446642	90.25762939	0.04846687	3272	0.81333333	0	670.8
0.4947291	25.20948029	6.99631405	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08334716	0.07743606	0.84820394	154022.7885	101	38	22	4	0	0	99	100	166	115	42	23	4	0	0	98	100	183	0.03981132	0.04493826	90.20069885	0.04832891	3272	0.81333333	0	670.9
0.49478696	25.12682343	6.99643612	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08209775	0.07663134	0.84820394	154026.6282	100	41	22	3	0	0	99	100	167	115	42	23	4	0	0	98	100	183	0.03981132	0.04493826	90.20069885	0.04798321	3272.2	0.81333333	0	670.9
0.49484484	25.16812706	6.99628019	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08209775	0.07663134	0.84820394	154031.0435	100	41	22	3	0	0	99	100	167	115	42	23	4	0	0	98	100	183	0.03923829	0.04456697	90.27783966	0.04773572	3272	0.81333333	0	670.9
0.49490271	25.14203835	6.99667931	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08305705	0.07663134	0.84820394	154035.4568	100	41	22	3	0	0	99	100	167	115	42	23	4	0	0	98	100	183	0.03923829	0.04456697	90.27783966	0.04774211	3272	0.81333333	0	670.9
0.49496058	25.15639305	6.99647999	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08305705	0.07663134	0.84820394	154039.6813	100	41	22	3	0	0	99	100	167	115	42	23	4	0	0	98	100	183	0.03923829	0.04456697	90.27783966	0.04764409	3272	0.81333333	0	670.9
0.49501844	25.17372131	6.99629879	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.0814173	0.0772123	0.84820394	154044.0956	109	39	21	3	0	0	99	100	172	115	42	23	4	0	0	98	100	183	0.03979939	0.04500485	90.18686676	0.04758674	3272	0.81333333	0	670.9
0.49507632	25.14953995	6.99649811	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.0814173	0.0772123	0.84820394	154052.5585	0	0	0	0	0	89088	0	0	0	0	0	0	0	0	1.90277E+17	0	0	0	0	2.49664E+19	0	0.04755165	3272	0.81333333	0	670.9
0.4951342	25.16366005	6.99652004	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08165628	0.07620791	0.84820394	154057.1517	106	41	24	3	0	0	99	100	174	112	41	20	5	0	0	98	100	178	0.03970586	0.04482358	90.22451782	0.04764073	3272	0.81333333	0	670.9
0.49519206	25.13567924	6.99632263	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08165628	0.07620791	0.84820394	154061.1973	106	41	24	3	0	0	99	100	174	112	41	20	5	0	0	98	100	178	0.03970586	0.04482358	90.22451782	0.04775123	3272	0.81333333	0	670.9
0.49524994	25.16172028	6.99633646	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08143787	0.07639059	0.84820394	154065.4227	106	41	24	3	0	0	99	100	174	112	41	20	5	0	0	98	100	178	0.03970586	0.04482358	90.22451782	0.04767612	3272	0.81333333	0	670.9
0.4953078	25.14450264	6.99626112	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08143787	0.07639059	0.84820394	154069.6442	106	38	21	2	0	0	99	100	168	112	41	20	5	0	0	98	100	178	0.03964811	0.04486278	90.21636963	0.04772282	3272	0.81333333	0	670.9
0.49536567	25.1785984	6.99629879	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.0829291	0.07639059	0.84820394	154074.0585	106	38	21	2	0	0	99	100	168	125	51	26	8	1	0	98	100	210	0.03964811	0.04486278	90.21636963	0.04796118	3272	0.81333333	0	670.9
0.49542355	25.21645737	6.99645567	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.0829291	0.07639059	0.84820394	154082.6973	106	38	21	2	0	0	99	100	168	125	51	26	8	1	0	98	100	210	0.03951852	0.04470899	90.24832153	0.04812784	3272	0.81333333	0	670.9
0.49548141	25.17518234	6.99633646	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.09632549	0.07672027	0.84820394	154087.1127	99	40	22	4	0	0	99	100	165	125	51	26	8	1	0	98	100	210	0.03951852	0.04470899	90.24832153	0.04795448	3272	0.81333333	0	670.9
0.49553929	25.1769886	6.99650383	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.09632549	0.07672027	0.84820394	154091.3522	99	40	22	4	0	0	99	100	165	125	51	26	8	1	0	98	100	210	0.03951852	0.04470899	90.24832153	0.04788999	3271.8	0.81333333	0	670.9
0.49559715	25.16096878	6.99648619	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.09579778	0.07625964	0.84820394	154095.7675	99	40	22	4	0	0	99	100	165	125	51	26	8	1	0	98	100	210	0.03953873	0.0449196	90.20456696	0.04747603	3272	0.81333333	0	670.9
0.49565502	25.08766556	6.99648237	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.09579778	0.07625964	0.84820394	154099.8003	99	40	22	4	0	0	99	100	165	117	41	22	3	0	0	98	100	183	0.03953873	0.0449196	90.20456696	0.0473064	3272	0.81333333	0	671
0.49571291	25.12504005	6.99643946	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.0941688	0.07625964	0.84820394	154104.0237	106	37	21	3	0	0	99	100	167	117	41	22	3	0	0	98	100	183	0.03953873	0.0449196	90.20456696	0.04723414	3272	0.81333333	0	670.9
0.49577076	25.17753792	6.99631739	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.0941688	0.07625964	0.84820394	154112.8524	106	37	21	3	0	0	99	100	167	117	41	22	3	0	0	98	100	183	0.03956388	0.04473183	90.24357605	0.04707864	3271.8	0.81333333	0	670.9
0.49582865	25.19777298	6.99653053	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.09011085	0.08068669	0.84820394	154117.0758	103	39	21	3	0	0	99	100	167	117	41	22	3	0	0	98	100	183	0.0398967	0.04497316	90.19345093	0.04720107	3271.8	0.81333333	0	670.9
0.49588651	25.15747452	6.99653482	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.09011085	0.08068669	0.84820394	154121.3014	103	39	21	3	0	0	99	100	167	112	42	20	4	0	0	98	100	178	0.0398967	0.04497316	90.19345093	0.04725567	3271.8	0.81333333	0	670.9
0.49594439	25.12675285	6.99648905	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08489436	0.07632545	0.84820394	154125.525	103	39	21	3	0	0	99	100	167	112	42	20	4	0	0	98	100	178	0.03944653	0.04477877	90.23382568	0.04731186	3271.8	0.81333333	0	671
0.49600225	25.20113182	6.99637985	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08489436	0.07632545	0.84820394	154130.1302	104	38	21	4	0	0	99	100	167	112	42	20	4	0	0	98	100	178	0.03944653	0.04477877	90.23382568	0.04750855	3271.8	0.81333333	0	670.9
0.49606013	25.19843864	6.99651432	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08234048	0.07513228	0.84820394	154134.5636	104	38	21	4	0	0	99	100	167	112	42	20	4	0	0	98	100	178	0.03990592	0.04478646	90.23222351	0.04771106	3271.8	0.81333333	0	671
0.49611799	25.18158913	6.99647903	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08234048	0.07513228	0.84820394	154138.4032	104	38	21	4	0	0	99	100	167	112	42	20	4	0	0	98	100	178	0.03990592	0.04478646	90.23222351	0.0480766	3271.8	0.81333333	0	671
0.49617587	25.18011284	6.99632597	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08234048	0.07513228	0.84820394	154147.04	103	36	22	4	0	0	99	100	165	106	41	21	4	0	0	98	100	172	0.0398915	0.04486726	90.21543884	0.04822826	3271.8	0.81333333	0	671
0.49623373	25.17447281	6.9963975	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08177869	0.07391331	0.84820394	154151.4555	103	36	22	4	0	0	99	100	165	106	41	21	4	0	0	98	100	172	0.0398915	0.04486726	90.21543884	0.04817907	3271.8	0.81333333	0	671
0.49629161	25.13895607	6.99638987	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08177869	0.07391331	0.84820394	154155.871	103	36	22	4	0	0	99	100	165	106	41	21	4	0	0	98	100	172	0.0391455	0.04428166	90.3371582	0.04812352	3271.8	0.81333333	0	670.9
0.49634947	25.15832138	6.99638081	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08080895	0.07456151	0.84820394	154160.0945	105	39	23	3	0	0	99	100	170	106	41	21	4	0	0	98	100	172	0.0391455	0.04428166	90.3371582	0.04801001	3271.8	0.81333333	0	671
0.49640735	25.15849686	6.99641562	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08080895	0.07456151	0.84820394	154164.3179	105	39	23	3	0	0	99	100	170	106	41	21	4	0	0	98	100	172	0.0396119	0.04496668	90.1947937	0.04815055	3271.8	0.81333333	0	671
0.49646521	25.16450882	6.99634933	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.07983916	0.07476434	0.84820394	154168.5414	105	39	23	3	0	0	99	100	170	106	41	21	4	0	0	98	100	172	0.0396119	0.04496668	90.1947937	0.04833798	3271.8	0.81333333	0	671
0.49652308	25.13651276	6.99635506	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.07983916	0.07476434	0.84820394	154177.1793	105	41	22	3	0	0	99	100	172	115	38	22	3	0	0	98	100	179	0.03988978	0.04502787	90.18209076	0.04813539	3271.8	0.81333333	0	671
0.49658096	25.17515182	6.99617863	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08373069	0.07476434	0.84820394	154181.6096	105	41	22	3	0	0	99	100	172	115	38	22	3	0	0	98	100	179	0.03988978	0.04502787	90.18209076	0.0480422	3271.8	0.81333333	0	671
0.49663884	25.17983055	6.99654531	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08373069	0.07476434	0.84820394	154186.0252	105	41	22	3	0	0	99	100	172	115	38	22	3	0	0	98	100	179	0.03988978	0.04502787	90.18209076	0.04808959	3271.8	0.81333333	0	671
0.4966967	25.1814537	6.99648476	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08257532	0.07652029	0.84820394	154190.0567	107	40	21	3	1	0	99	100	171	115	38	22	3	0	0	98	100	179	0.03916328	0.04437229	90.31830597	0.04807635	3271.8	0.81333333	0	671
0.49675457	25.12391472	6.99629498	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08257532	0.07652029	0.84820394	154194.4752	107	40	21	3	1	0	99	100	171	113	42	22	4	0	0	98	100	181	0.03916328	0.04437229	90.31830597	0.04802782	3271.6	0.81333333	0	671
0.49681245	25.15422058	6.99636936	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08315524	0.07664099	0.84820394	154198.6966	107	40	21	3	1	0	99	100	171	113	42	22	4	0	0	98	100	181	0.03916328	0.04437229	90.31830597	0.04808351	3271.6	0.81333333	0	671
0.49687031	25.16384125	6.99645424	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08315524	0.07664099	0.84820394	154207.3337	107	37	22	3	0	0	99	100	169	113	42	22	4	0	0	98	100	181	0.03937972	0.04419226	90.35575104	0.04789907	3271.6	0.81333333	0	671
0.49692819	25.19416809	6.9963603	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08315524	0.07675487	0.84820394	154211.9429	107	37	22	3	0	0	99	100	169	113	42	22	4	0	0	98	100	181	0.03937972	0.04419226	90.35575104	0.04777769	3271.6	0.81333333	0	671
0.49698605	25.1828804	6.99647427	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08315524	0.07675487	0.84820394	154215.9744	107	37	22	3	0	0	99	100	169	113	42	22	4	0	0	98	100	181	0.03981921	0.04494045	90.20024109	0.04767708	3271.8	0.81333333	0	671
0.49704394	25.19473457	6.99636841	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08315999	0.07585594	0.84820394	154220.022	101	37	22	4	0	0	99	100	163	112	42	22	4	1	0	98	100	181	0.03981921	0.04494045	90.20024109	0.0474249	3271.6	0.81333333	0	671
0.4971018	25.15039444	6.99632931	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08315999	0.07585594	0.84820394	154224.6136	101	37	22	4	0	0	99	100	163	112	42	22	4	1	0	98	100	181	0.03946422	0.04463029	90.26467896	0.04746678	3271.6	0.81333333	0	671
0.49715967	25.15380287	6.99633551	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08069754	0.0749957	0.84820394	154228.852	101	37	22	4	0	0	99	100	163	112	42	22	4	1	0	98	100	181	0.03946422	0.04463029	90.26467896	0.04742285	3271.6	0.81333333	0	671
0.49721754	25.19380569	6.99634457	1.22	76.18257261	61.25561798	0	0	14.14507772	3.6345	6.12	1.2655	0	0.0455	0.08069754	0.0749957	0.84820394	154237.4918	104	40	20	4	0	0	99	100	167	112	42	22	4	1	0	98	100	181	0.03946422	0.04463029	90.26467896	0.04765628	3271.6	0.81333333	0	671
