Day fraction since midnight on 2/1/2021	7 kPa (cm)	pH probe (pH)	Q sed difference ()	Raw water pump ()	settled bulk pump ()	Clay pump Run ()	PACl pump Run ()	Floc hopper pump  ()	Q settled bulk pump (mL/s)	Q Raw (mL/s)	Q removed (mL/s)	Q floc hopper add term ()	Q Floc Hopper ()	Turb settled w/ blanket ()	Turb settled w/out blanket  ()	PC1 & 2 pump ()	ChemTrac Buffer ()	PC 1.2 bin1 N ()	PC 1.2 bin2 N ()	PC 1.2 bin3 N ()	PC 1.2 bin4 N ()	PC 1.2 bin5 N ()	PC 1.2 bin6 N ()	PC 1.2 Cell  ()	PC 1.2 Laser ()	PC 1.2 Total N ()	PC 1.3 bin1 N ()	PC 1.3 bin2 N ()	PC 1.3 bin3 N ()	PC 1.3 bin4 N ()	PC 1.3 bin5 N ()	PC 1.3 bin6 N ()	PC 1.3 Cell ()	PC 1.3 Laser ()	PC 1.3 Total N ()	UV 1.1 Compensated UVA ()	UV 1.1 UVA ()	UV 1.1 UVT ()	Turb influent  ()	Large Scale ()	PC1 & 2 pump #2 ()	Count states ()	Small Scale ()
0.08689161	42.84705353	6.99690437	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.26733673	3.2944386	0.84820394	15367.78527	1374	573	581	437	223	54	98	100	3247	1055	304	318	212	75	27	98	100	1995	0.01729019	0.04444499	90.30319214	101.5636826	0	0.81333333	1	277.9
0.08700749	42.88171005	6.99665594	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.26733673	3.2944386	0.84820394	15367.78527	1374	573	581	437	223	54	98	100	3247	1055	304	318	212	75	27	98	100	1995	0.01729019	0.04444499	90.30319214	101.5636826	0	0.81333333	1	277.9
0.08706523	42.83010864	6.99685907	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.24036872	3.27557063	0.84820394	15378.15096	1374	573	581	437	223	54	98	100	3247	1055	304	318	212	75	27	98	100	1995	0.01867962	0.04569261	90.04417419	101.5139923	0	0.81333333	1	277.8
0.08712565	42.91434479	6.99691439	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.24036872	3.30909276	0.84820394	15388.51864	1368	588	588	449	226	56	98	100	3278	1029	296	317	211	78	30	98	100	1965	0.01761891	0.04441581	90.30925751	101.5112457	0	0.81333333	1	277.7
0.08724544	42.94028854	6.99680281	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.24036872	3.30909276	0.84820394	15388.51864	1368	588	588	449	226	56	98	100	3278	1029	296	317	211	78	30	98	100	1965	0.01761891	0.04441581	90.30925751	101.5112457	0	0.81333333	1	277.7
0.08729671	42.87822723	6.99684	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.29776585	3.31365395	0.84820394	15398.71044	1360	581	596	442	220	49	98	100	3251	1029	296	317	211	78	30	98	100	1965	0.01574986	0.04327276	90.54724121	101.6854096	0	0.81333333	1	277.7
0.08736539	42.83957291	6.99692535	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.29776585	3.31365395	0.84820394	15398.71044	1360	581	596	442	220	49	98	100	3251	1029	296	317	211	78	30	98	100	1965	0.01574986	0.04327276	90.54724121	101.6854096	0	0.81333333	1	277.7
0.08741245	42.85710907	6.99675226	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.29914474	3.30349326	0.84820394	15409.07613	1360	581	596	442	220	49	98	100	3251	1027	298	318	208	78	32	98	100	1963	0.01574986	0.04327276	90.54724121	101.626091	0	0.81333333	1	277.7
0.08748537	42.88705826	6.99691677	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.29914474	3.30349326	0.84820394	15409.07613	1360	581	596	442	220	49	98	100	3251	1027	298	318	208	78	32	98	100	1963	0.01574986	0.04327276	90.54724121	101.626091	0	0.81333333	1	277.7
0.08752818	42.90699768	6.99673033	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.29914474	3.19061875	0.84820394	15419.44181	1374	578	581	443	213	53	98	100	3247	1027	298	318	208	78	32	98	100	1963	0.01607347	0.04340539	90.51959229	101.9456711	0	0.81333333	1	277.6
0.08760556	42.84722519	6.99691677	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.29914474	3.19061875	0.84820394	15419.44181	1374	578	581	443	213	53	98	100	3247	1027	298	318	208	78	32	98	100	1963	0.01607347	0.04340539	90.51959229	101.9456711	0	0.81333333	1	277.6
0.08764392	42.88061523	6.99703312	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.27944219	3.23635674	0.84820394	15429.8085	1370	578	582	440	216	51	98	100	3240	1027	298	318	208	78	32	98	100	1963	0.01015451	0.04353251	90.49310303	101.9448547	0	0.81333333	1	277.6
0.08772553	42.92168045	6.99675608	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.27944219	3.23635674	0.84820394	15429.8085	1370	578	582	440	216	51	98	100	3240	1027	298	318	208	78	32	98	100	1963	0.01015451	0.04353251	90.49310303	101.9448547	0	0.81333333	1	277.6
0.08775968	42.89951324	6.99670792	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.26572132	3.15814638	0.84820394	15440.19218	1359	590	589	451	224	55	98	100	3272	1005	298	314	196	75	29	98	100	1920	0.01594551	0.04447417	90.29712677	101.908844	0	0.81333333	1	277.5
0.08784588	42.87863159	6.99669886	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.26173389	3.14411306	0.84820394	15450.55587	1359	590	589	451	224	55	98	100	3272	1005	298	314	196	75	29	98	100	1920	0.01594551	0.04447417	90.29712677	102.0415649	0	0.81333333	1	277.5
0.08796566	42.92763138	6.99675941	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.26173389	3.14411306	0.84820394	15450.55587	1359	590	589	451	224	55	98	100	3272	1005	298	314	196	75	29	98	100	1920	0.01594551	0.04447417	90.29712677	102.0415649	0	0.81333333	1	277.5
0.08799116	42.94694519	6.99687862	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.26521564	3.33251166	0.84820394	15460.92355	1370	587	609	467	225	56	98	100	3319	999	299	319	203	78	27	98	100	1929	0.01548668	0.04414797	90.36496735	101.8737946	0	0.81333333	1	277.4
0.08808566	42.89573288	6.99667025	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.26521564	3.33251166	0.84820394	15460.92355	1370	587	609	467	225	56	98	100	3319	999	299	319	203	78	27	98	100	1929	0.01548668	0.04414797	90.36496735	101.8737946	0	0.81333333	1	277.4
0.0881069	42.92098236	6.99679708	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.26521564	3.29396248	0.84820394	15471.30523	1371	577	587	452	225	52	98	100	3268	999	299	319	203	78	27	98	100	1929	0.01381233	0.04223361	90.76412964	101.9174957	0	0.81333333	1	277.4
0.08820564	42.95693207	6.99665785	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.26521564	3.29396248	0.84820394	15471.30523	1371	577	587	452	225	52	98	100	3268	999	299	319	203	78	27	98	100	1929	0.01381233	0.04223361	90.76412964	101.9174957	0	0.81333333	1	277.4
0.08822264	42.9804039	6.99676323	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.32107413	3.39046359	0.84820394	15481.67311	1371	577	587	452	225	52	98	100	3268	999	299	319	203	78	27	98	100	1929	0.0157906	0.0434023	90.52023315	101.8121262	0	0.81333333	1	277.3
0.08832563	42.89574432	6.99686956	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.32107413	3.39046359	0.84820394	15481.67311	1371	577	587	452	225	52	98	100	3268	999	299	319	203	78	27	98	100	1929	0.0157906	0.0434023	90.52023315	101.8121262	0	0.81333333	1	277.3
0.08833838	42.92708588	6.99688292	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.33007848	3.44963956	0.84820394	15492.0388	1359	592	598	456	227	53	98	100	3291	1004	297	317	201	76	31	98	100	1932	0.01561886	0.04340064	90.52058411	101.7769241	0	0.81333333	1	277.3
0.08844561	42.98674774	6.99678802	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.33007848	3.44963956	0.84820394	15492.0388	1359	592	598	456	227	53	98	100	3291	1004	297	317	201	76	31	98	100	1932	0.01561886	0.04340064	90.52058411	101.7769241	0	0.81333333	1	277.3
0.08845412	42.99035645	6.9967351	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.33889902	3.2901988	0.84820394	15502.40648	1364	590	591	433	220	56	98	100	3256	1004	297	317	201	76	31	98	100	1932	0.01561886	0.04340064	90.52058411	101.7769241	0	0.81333333	1	277.2
0.08856611	43.07080841	6.99669218	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.25418508	3.23371625	0.84820394	15512.77017	1364	590	591	433	220	56	98	100	3256	1009	301	315	198	80	30	98	100	1938	0.01737004	0.04442693	90.3069458	101.787941	0	0.81333333	1	277.2
0.08868574	42.94709778	6.99693155	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.25418508	3.23371625	0.84820394	15512.77017	1364	590	591	433	220	56	98	100	3256	1009	301	315	198	80	30	98	100	1938	0.01737004	0.04442693	90.3069458	101.787941	0	0.81333333	1	277.2
0.08874348	42.99349213	6.99688244	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.25418508	3.22585201	0.84820394	15523.15385	1360	585	590	448	224	54	98	100	3265	1009	301	315	198	80	30	98	100	1938	0.01614669	0.04418298	90.35768127	101.7597733	0	0.81333333	1	277.1
0.08880573	42.9346962	6.99690723	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.25418508	3.22585201	0.84820394	15523.15385	1360	585	590	448	224	54	98	100	3265	1009	301	315	198	80	30	98	100	1938	0.01614669	0.04418298	90.35768127	101.7597733	0	0.81333333	1	277.1
0.08885922	42.98006821	6.99698877	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.40392458	3.30299497	0.84820394	15533.51954	1373	578	586	444	221	54	98	100	3260	1015	301	316	205	75	31	98	100	1948	0.01653203	0.0453652	90.11207581	101.634407	0	0.81333333	1	277
0.08892589	42.93421555	6.9969244	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.40392458	3.30299497	0.84820394	15533.51954	1373	578	586	444	221	54	98	100	3260	1015	301	316	205	75	31	98	100	1948	0.01653203	0.0453652	90.11207581	101.634407	0	0.81333333	1	277
0.08897496	42.9614563	6.99679279	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.32365716	3.31352377	0.84820394	15543.88722	1373	578	586	444	221	54	98	100	3260	1015	301	316	205	75	31	98	100	1948	0.01653203	0.0453652	90.11207581	101.4464874	0	0.81333333	1	277
0.08904589	42.89658737	6.99675417	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.32365716	3.31352377	0.84820394	15543.88722	1373	578	586	444	221	54	98	100	3260	1015	301	316	205	75	31	98	100	1948	0.01653203	0.0453652	90.11207581	101.4464874	0	0.81333333	1	277
0.0890907	42.95472336	6.99686241	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.34541738	3.28224802	0.84820394	15554.2689	1356	564	588	445	211	53	98	100	3221	1015	301	316	205	75	31	98	100	1948	0.01607987	0.04562373	90.05845642	101.29982	0	0.81333333	1	277
0.08916586	42.93225861	6.99682188	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.34541738	3.28224802	0.84820394	15554.2689	1356	564	588	445	211	53	98	100	3221	1015	301	316	205	75	31	98	100	1948	0.01607987	0.04562373	90.05845642	101.29982	0	0.81333333	1	277
0.08920646	42.92007828	6.99687767	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.36230445	3.31387758	0.84820394	15564.63659	1361	569	578	432	209	54	98	100	3206	1026	299	319	209	78	27	98	100	1962	0.01769808	0.04596377	89.98797607	101.2967148	0	0.81333333	1	276.9
0.08928625	42.90674973	6.99690485	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.3465488	3.44061446	0.84820394	15575.00028	1355	573	559	419	211	49	98	100	3169	1026	299	319	209	78	27	98	100	1962	0.01617641	0.04331004	90.53946686	101.2509613	0	0.81333333	1	276.9
0.08940583	42.91682434	6.99669695	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.3465488	3.44061446	0.84820394	15575.00028	1355	573	559	419	211	49	98	100	3169	1026	299	319	209	78	27	98	100	1962	0.01617641	0.04331004	90.53946686	101.2509613	0	0.81333333	1	276.9
0.08943792	42.89699554	6.99671459	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.29421949	3.41846108	0.84820394	15585.36796	1355	573	559	419	211	49	98	100	3169	1045	295	320	205	76	28	98	100	1973	0.01749548	0.04441363	90.30971527	101.3805237	0	0.81333333	1	276.8
0.08952598	42.90868759	6.99684286	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.29421949	3.41846108	0.84820394	15585.36796	1355	573	559	419	211	49	98	100	3169	1045	295	320	205	76	28	98	100	1973	0.01749548	0.04441363	90.30971527	101.3805237	0	0.81333333	1	276.8
0.08955367	42.88007736	6.99672461	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.29713547	3.28459859	0.84820394	15595.73365	1345	557	550	402	199	47	98	100	3103	1045	295	320	205	76	28	98	100	1973	0.01689907	0.04454127	90.28318024	101.4079514	0	0.81333333	1	276.8
0.08964595	42.8587265	6.99678469	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.29713547	3.28459859	0.84820394	15595.73365	1345	557	550	402	199	47	98	100	3103	1045	295	320	205	76	28	98	100	1973	0.01689907	0.04454127	90.28318024	101.4079514	0	0.81333333	1	276.8
0.0896694	42.85972977	6.99687576	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.28149414	3.14132333	0.84820394	15606.11633	1345	557	550	402	199	47	98	100	3103	1045	295	320	205	76	28	98	100	1973	0.01537972	0.04369973	90.45827484	101.5718079	0	0.81333333	1	276.7
0.08976594	42.88962555	6.99674559	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.28149414	3.14132333	0.84820394	15606.11633	1345	557	550	402	199	47	98	100	3103	1045	295	320	205	76	28	98	100	1973	0.01537972	0.04369973	90.45827484	101.5718079	0	0.81333333	1	276.7
0.08978515	42.86352539	6.99693298	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.28149414	3.07235861	0.84820394	15616.48101	1362	569	579	427	209	51	98	100	3199	1047	301	309	200	75	29	98	100	1964	0.01575944	0.04433068	90.32696533	101.5718079	0	0.81333333	1	276.7
0.08988594	42.89154434	6.99681234	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.28149414	3.07235861	0.84820394	15616.48101	1362	569	579	427	209	51	98	100	3199	1047	301	309	200	75	29	98	100	1964	0.01575944	0.04433068	90.32696533	101.5718079	0	0.81333333	1	276.7
0.08990089	42.89251328	6.99674988	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.24778211	3.02417397	0.84820394	15626.8467	1372	576	572	428	208	50	98	100	3210	1047	301	309	200	75	29	98	100	1964	0.01541927	0.0434337	90.51369476	101.7076874	0	0.81333333	1	276.6
0.0900064	42.88777924	6.99676514	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.24778211	3.20472932	0.84820394	15637.21538	1374	571	584	436	216	54	98	100	3238	1043	297	317	198	81	28	98	100	1968	0.01508071	0.04392118	90.41216278	101.7373276	0	0.81333333	1	276.6
0.09012607	42.89661026	6.99680758	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.24778211	3.20472932	0.84820394	15637.21538	1374	571	584	436	216	54	98	100	3238	1043	297	317	198	81	28	98	100	1968	0.01508071	0.04392118	90.41216278	101.7373276	0	0.81333333	1	276.6
0.09013237	42.91918182	6.99675941	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.23752522	3.13210583	0.84820394	15647.59906	1374	571	584	436	216	54	98	100	3238	1043	297	317	198	81	28	98	100	1968	0.01508071	0.04392118	90.41216278	101.8008194	0	0.81333333	1	276.5
0.09024605	42.91100311	6.99677896	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.23752522	3.13210583	0.84820394	15647.59906	1374	571	584	436	216	54	98	100	3238	1043	297	317	198	81	28	98	100	1968	0.01508071	0.04392118	90.41216278	101.8008194	0	0.81333333	1	276.5
0.09024811	42.88823318	6.99673939	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.34318495	3.14809084	0.84820394	15657.96275	1359	575	581	443	220	54	98	100	3237	1045	298	317	205	78	29	98	100	1975	0.0158862	0.04384989	90.42700195	101.8008194	0	0.81333333	1	276.5
0.09036604	42.85308838	6.99668884	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.34318495	3.14809084	0.84820394	15657.96275	1359	575	581	443	220	54	98	100	3237	1045	298	317	205	78	29	98	100	1975	0.0158862	0.04384989	90.42700195	101.8008194	0	0.81333333	1	276.5
0.09042173	42.9016571	6.99670744	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.26753604	3.06914163	0.84820394	15668.33043	1361	581	585	441	215	53	98	100	3240	1045	298	317	205	78	29	98	100	1975	0.01838558	0.04619605	89.93986511	101.8105621	0	0.81333333	1	276.4
0.09048602	42.81291199	6.99680519	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.26753604	3.06914163	0.84820394	15668.33043	1361	581	585	441	215	53	98	100	3240	1045	298	317	205	78	29	98	100	1975	0.01838558	0.04619605	89.93986511	101.8105621	0	0.81333333	1	276.4
0.09053747	42.89294434	6.99671507	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.21381974	3.13813829	0.84820394	15678.69812	1361	581	585	441	215	53	98	100	3240	1045	298	317	205	78	29	98	100	1975	0.01663722	0.0446697	90.25648499	101.768364	0	0.81333333	1	276.4
0.0906062	42.89010239	6.99678755	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.21381974	3.13813829	0.84820394	15678.69812	1361	581	585	441	215	53	98	100	3240	1045	298	317	205	78	29	98	100	1975	0.01663722	0.0446697	90.25648499	101.768364	0	0.81333333	1	276.4
0.09065321	42.85472488	6.99683762	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.36876774	3.08388543	0.84820394	15689.06381	1354	568	566	431	208	51	98	100	3181	1025	294	313	198	77	30	98	100	1941	0.01663722	0.0446697	90.25648499	101.5526505	0	0.81333333	1	276.3
0.09072724	42.84380722	6.99680758	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.29171026	3.13532734	0.84820394	15699.44748	1356	576	571	443	214	52	98	100	3215	1025	294	313	198	77	30	98	100	1941	0.01621624	0.04371158	90.45580292	101.4826508	0	0.81333333	1	276.3
0.09084615	42.80001068	6.99685431	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.29171026	3.13532734	0.84820394	15699.44748	1356	576	571	443	214	52	98	100	3215	1025	294	313	198	77	30	98	100	1941	0.01621624	0.04371158	90.45580292	101.4826508	0	0.81333333	1	276.3
0.09088469	42.81257629	6.99673414	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.29171026	3.30062222	0.84820394	15709.81117	1356	576	571	443	214	52	98	100	3215	1028	296	309	206	75	31	98	100	1948	0.02401682	0.05916273	87.29452515	101.8165436	0	0.81333333	1	276.2
0.09096612	42.9032402	6.99683237	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.29171026	3.30062222	0.84820394	15709.81117	1356	576	571	443	214	52	98	100	3215	1028	296	309	206	75	31	98	100	1948	0.02401682	0.05916273	87.29452515	101.8165436	0	0.81333333	1	276.2
0.09100043	42.84072876	6.99685764	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.33160961	3.40731478	0.84820394	15720.17886	1352	565	574	430	208	55	98	100	3189	1028	296	309	206	75	31	98	100	1948	0.011178	0.0353553	92.21292877	101.779068	0	0.81333333	1	276.2
0.09108612	42.82741547	6.99666643	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.33160961	3.40731478	0.84820394	15720.17886	1352	565	574	430	208	55	98	100	3189	1028	296	309	206	75	31	98	100	1948	0.011178	0.0353553	92.21292877	101.779068	0	0.81333333	1	276.2
0.09111617	42.83767319	6.99684572	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.24232674	3.41758537	0.84820394	15730.54454	1371	579	593	444	219	52	98	100	3263	1051	308	310	205	76	31	98	100	1986	0.011178	0.0353553	92.21292877	101.676651	0	0.81333333	1	276.1
0.0912063	42.85424805	6.99677181	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.24232674	3.41758537	0.84820394	15730.54454	1371	579	593	444	219	52	98	100	3263	1051	308	310	205	76	31	98	100	1986	0.011178	0.0353553	92.21292877	101.676651	0	0.81333333	1	276.1
0.09123191	42.88729858	6.9967227	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.26202273	3.32428098	0.84820394	15740.91223	1358	586	583	444	209	51	98	100	3236	1051	308	310	205	76	31	98	100	1986	0.01565151	0.03887887	91.46788025	101.5846176	0	0.81333333	1	276.1
0.09132627	42.83217239	6.99693775	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.26202273	3.32428098	0.84820394	15740.91223	1358	586	583	444	209	51	98	100	3236	1051	308	310	205	76	31	98	100	1986	0.01565151	0.03887887	91.46788025	101.5846176	0	0.81333333	1	276.1
0.09134767	42.77050018	6.99686861	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.37959754	3.27110028	0.84820394	15751.2939	1358	586	583	444	209	51	98	100	3236	1051	308	310	205	76	31	98	100	1986	0.01282256	0.03602174	92.07154083	101.7579727	0	0.81333333	1	276
0.09144661	42.83700943	6.99670553	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.35814178	3.20070696	0.84820394	15761.66159	1361	577	581	421	215	51	98	100	3210	1044	295	314	197	77	30	98	100	1961	0.01711927	0.04024464	91.18071747	101.8134003	0	0.81333333	1	276
0.09156624	42.87015152	6.99695778	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.35814178	3.20070696	0.84820394	15761.66159	1361	577	581	421	215	51	98	100	3210	1044	295	314	197	77	30	98	100	1961	0.01711927	0.04024464	91.18071747	101.8134003	0	0.81333333	1	276
0.09157915	42.8640976	6.9969244	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.34787023	3.23034143	0.84820394	15772.02528	1373	566	580	447	217	54	98	100	3241	1044	295	314	197	77	30	98	100	1961	0.01711927	0.04024464	91.18071747	101.7025375	0	0.81333333	1	275.9
0.0916864	42.86400223	6.99680376	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.34787023	3.23034143	0.84820394	15772.02528	1373	566	580	447	217	54	98	100	3241	1044	295	314	197	77	30	98	100	1961	0.01711927	0.04024464	91.18071747	101.7025375	0	0.81333333	1	275.9
0.09169489	42.84012604	6.99680662	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.35273302	3.29484677	0.84820394	15782.39496	1373	566	580	447	217	54	98	100	3241	1038	295	308	194	74	32	98	100	1945	0.01367022	0.03766357	91.72416687	101.6880646	0	0.81333333	1	275.9
0.09180637	42.86914444	6.99683285	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.35273302	3.29484677	0.84820394	15782.39496	1373	566	580	447	217	54	98	100	3241	1038	295	308	194	74	32	98	100	1945	0.01367022	0.03766357	91.72416687	101.6880646	0	0.81333333	1	275.9
0.09181062	42.86548233	6.99677849	1.176	76.18257261	61.07022472	19.70149254	19.11801242	17.56476684	3.6235	6.12	1.2765	0.041	0.0565	1.3285445	3.22398686	0.84820394	15792.77464	1379	584	581	452	228	53	98	100	3281	1038	295	308	194	74	32	98	100	1945	0.014089	0.03716851	91.8287735	101.8255386	0	0.81333333	1	275.9
