Day fraction since midnight on 12/18/2020	7 kPa (cm)	pH probe (pH)	Q sed difference ()	Raw water pump ()	settled bulk pump ()	Clay pump Run ()	PACl pump Run ()	Floc hopper pump  ()	Q settled bulk pump (mL/s)	Q Raw (mL/s)	Q removed (mL/s)	Turb settled w/ blanket ()	Turb settled w/out blanket  ()	PC1 & 2 pump ()	ChemTrac Buffer ()	PC 1.2 bin1 N ()	PC 1.2 bin2 N ()	PC 1.2 bin3 N ()	PC 1.2 bin4 N ()	PC 1.2 bin5 N ()	PC 1.2 bin6 N ()	PC 1.2 Cell  ()	PC 1.2 Laser ()	PC 1.2 Total N ()	PC 1.3 bin1 N ()	PC 1.3 bin2 N ()	PC 1.3 bin3 N ()	PC 1.3 bin4 N ()	PC 1.3 bin5 N ()	PC 1.3 bin6 N ()	PC 1.3 Cell ()	PC 1.3 Laser ()	PC 1.3 Total N ()	UV 1.1 Compensated UVA ()	UV 1.1 UVA ()	UV 1.1 UVT ()	Turb influent  ()	PID Control ()	Scale ()	PC1 & 2 pump #2 ()
0.55728518	38.22084045	6.99598646	1.13	71.30097087	58.37931034	40.29850746	14.67428571	91.39896373	3.386	6.12	1.514	1.01016736	0.26676193	0.85714286	138.4081216	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04488035	0.05343382	88.45355225	110	99.60340351	0	0.83181818
0.55734304	38.22999191	6.99596262	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.93804657	0.2698085	0.85714286	142.4196615	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04488035	0.05343382	88.45355225	110	99.5051141	-0.006	0.83181818
0.55740089	38.18503189	6.99566555	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.93804657	0.2698085	0.85714286	151.3441935	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04464643	0.05271003	88.60107422	109.8096466	99.50184379	-0.004	0.83181818
0.55745877	38.18068314	6.99589539	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.95012456	0.26116207	0.85714286	155.1838417	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04440389	0.051711	88.80509949	108.7158051	99.50126322	-0.012	0.83181818
0.55751663	38.20540237	6.99588966	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.95012456	0.26116207	0.85714286	160.0788417	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04440389	0.051711	88.80509949	107.5197601	99.50051174	-0.009	0.83181818
0.5575745	38.19139862	6.99567127	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.97438312	0.25437024	0.85714286	164.2692738	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04418783	0.05217418	88.71044922	106.3834152	99.50018573	-0.013	0.83181818
0.55763239	38.20627975	6.99605227	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.97438312	0.25437024	0.85714286	168.6525869	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04418783	0.05217418	88.71044922	105.6705399	99.49920948	0.006	0.83181818
0.55769024	38.19119263	6.99579763	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.94133401	0.25656667	0.85714286	173.0180831	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04418783	0.05217418	88.71044922	105.0985794	99.49918027	-0.006	0.83181818
0.55774812	38.20041275	6.99584532	1.132	71.30097087	58.37931034	39.40298507	14.67428571	91.39896373	3.386	6.12	1.514	0.94133401	0.25656667	0.85714286	177.0316238	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04499324	0.05157907	88.83207703	104.8405914	99.42697718	-0.006	0.83181818
0.55780598	38.19466019	6.99604702	1.132	71.30097087	58.37931034	39.40298507	14.67428571	91.39896373	3.386	6.12	1.514	0.95852453	0.2568278	0.85714286	185.4144878	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04493067	0.05171286	88.80471802	104.443512	99.42629958	-0.006	0.83181818
0.55786386	38.17130661	6.99558735	1.132	71.30097087	58.37931034	39.40298507	14.67428571	91.39896373	3.386	6.12	1.514	0.95852453	0.2568278	0.85714286	190.3094902	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04493067	0.05171286	88.80471802	104.8122406	99.42424623	-0.008	0.83181818
0.55792172	38.20199966	6.99574709	1.132	71.30097087	58.37931034	39.40298507	14.67428571	91.39896373	3.386	6.12	1.514	0.95852453	0.25260243	0.85714286	194.1651254	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04493067	0.05171286	88.80471802	105.0992813	99.42225771	-0.008	0.83181818
0.55797962	38.23290253	6.9959178	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.95852453	0.25260243	0.85714286	198.7053905	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	22.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	35.00000999	101.00001	0.00000999	0.04493999	0.05171999	88.80471999	105.2271576	99.34947743	-0.009	0.83181818
0.5580375	38.221138	6.99559307	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.91817844	0.24955121	0.85714286	202.8968926	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	22.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	35.00000999	101.00001	0.00000999	0.04493999	0.05171999	88.80471999	105.16539	99.34789469	-0.011	0.83181818
0.55809536	38.17960358	6.99600029	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.91817844	0.24955121	0.85714286	210.9261127	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04429273	0.04998196	89.15931702	104.91242	99.34678789	-0.009	0.83181818
0.55815322	38.2053299	6.99560833	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.9454993	0.24915978	0.85714286	215.4853959	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04464499	0.05083281	88.98483276	104.487114	99.34608934	-0.006	0.83181818
0.5582111	38.20266724	6.99583435	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.9454993	0.24915978	0.85714286	220.0266929	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04464499	0.05083281	88.98483276	104.2462463	99.34517199	-0.011	0.83181818
0.55826896	38.22253418	6.99556112	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.91732496	0.24302229	0.85714286	224.905787	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04464499	0.05083281	88.98483276	104.0175705	99.34421147	-0.015	0.83181818
0.55832683	38.21632385	6.99546385	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.91732496	0.24302229	0.85714286	228.9363871	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04339531	0.04980355	89.19595337	103.9006805	99.34330226	-0.014	0.83181818
0.55838471	38.22114563	6.99587679	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.96293455	0.25050011	0.85714286	232.7761006	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04339531	0.04980355	89.19595337	103.7756805	99.34220048	-0.011	0.83181818
0.55844257	38.22380829	6.99586535	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.96293455	0.25050011	0.85714286	237.3193951	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04339531	0.04980355	89.19595337	103.6692352	99.34121458	-0.007	0.83181818
0.55850045	38.24409103	6.99580908	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.96350878	0.25543115	0.85714286	245.9773264	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04324383	0.04949529	89.25927734	103.4630585	99.34046457	-999999	0.83181818
0.55855832	38.20200348	6.99594355	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.96350878	0.25543115	0.85714286	250.0904079	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04324383	0.04949529	89.25927734	103.2653122	99.33980143	-999999	0.83181818
0.5586162	38.22930527	6.99592829	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	1.00923002	0.24378285	0.85714286	254.3870926	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04365697	0.04934856	89.28943634	103.2073746	99.33889022	-999999	0.83181818
0.55867407	38.21179199	6.99580526	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	1.00923002	0.24378285	0.85714286	258.6711369	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04365697	0.04934856	89.28943634	103.1774063	99.3379372	-999999	0.83181818
0.55873194	38.26216507	6.99579859	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.95271182	0.24108621	0.85714286	263.6775193	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04365697	0.04934856	89.28943634	103.0845108	99.33712939	-999999	0.83181818
0.55878982	38.22303391	6.99559498	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.95271182	0.24108621	0.85714286	271.5446096	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04373283	0.04945237	89.26809692	103.1535721	99.33603132	-999999	0.83181818
0.55884769	38.22317886	6.99565411	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.95504409	0.24018231	0.85714286	276.0154271	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04373283	0.04945237	89.26809692	103.1802979	99.33499473	-999999	0.83181818
0.55890555	38.21089935	6.9957695	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.92723578	0.24018231	0.85714286	280.1233783	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	22.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	35.00000999	101.00001	0.00000999	0.04373999	0.04945999	89.26809999	103.2215653	99.3339094	-999999	0.83181818
0.55896343	38.23285675	6.99592686	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.92723578	0.25333574	0.85714286	284.4139848	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	22.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	35.00000999	101.00001	0.00000999	0.04373999	0.04945999	89.26809999	103.2069397	99.33291837	-999999	0.83181818
0.5590213	38.22262573	6.99587154	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.95580316	0.25280455	0.85714286	289.059567	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	22.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	35.00000999	101.00001	0.00000999	0.04373999	0.04945999	89.26809999	103.0781097	99.33216756	-999999	0.83181818
0.55907917	38.20754623	6.99582338	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.95580316	0.25280455	0.85714286	292.9982967	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	22.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	35.00000999	101.00001	0.00000999	0.04373999	0.04945999	89.26809999	103.0667572	99.33122638	-999999	0.83181818
0.55913703	38.24356842	6.99577713	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.95580316	0.25280455	0.85714286	297.4723873	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04461347	0.05189772	88.76692963	103.1458435	99.33010897	-999999	0.83181818
0.55919492	38.22251129	6.99554729	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.96113855	0.29111978	0.85714286	306.0558944	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04461347	0.05189772	88.76692963	103.1208344	99.32917668	-999999	0.83181818
0.55925277	38.23282242	6.99578047	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.96468377	0.28968742	0.85714286	310.3495054	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04463634	0.04996089	89.16365051	103.0220947	99.32838881	-999999	0.83181818
0.55931064	38.24481964	6.99597597	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.96468377	0.28968742	0.85714286	310.3495054	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04463634	0.04996089	89.16365051	103.0220947	99.32745595	-999999	0.83181818
0.55936852	38.2650032	6.99563265	1.135	71.30097087	58.37931034	38.05970149	14.67428571	91.39896373	3.386	6.12	1.514	0.98243028	0.28219971	0.85714286	319.0580854	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04311946	0.04959909	89.23795319	103.2145309	99.32621966	-999999	0.83181818
0.55942639	38.22138977	6.99607706	1.136	71.30097087	58.37931034	37.6119403	14.67428571	91.39896373	3.386	6.12	1.514	0.98243028	0.28219971	0.85714286	323.4324784	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04311946	0.04959909	89.23795319	103.2338486	99.22563086	0	0.83181818
0.55948426	38.21968842	6.99566507	1.136	71.30097087	58.37931034	37.6119403	14.67428571	91.39896373	3.386	6.12	1.514	0.99709219	0.27150068	0.85714286	327.4370942	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04311946	0.04959909	89.23795319	103.1339035	99.22478853	0	0.83181818
0.55954214	38.2465744	6.99561024	1.136	71.30097087	58.37931034	37.6119403	14.67428571	91.39896373	3.386	6.12	1.514	0.99709219	0.27150068	0.85714286	336.05796	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04421345	0.04961492	89.23469543	102.8789368	99.22429966	1125	0.83181818
0.55960001	38.2581749	6.99582815	1.136	71.30097087	58.37931034	37.6119403	14.67428571	91.39896373	3.386	6.12	1.514	0.9624725	0.29291281	0.85714286	340.8740921	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04421345	0.04961492	89.23469543	102.6032562	99.22391785	1124.9	0.83181818
0.55965787	38.27314377	6.99589396	1.136	71.30097087	58.37931034	37.6119403	14.67428571	91.39896373	3.386	6.12	1.514	0.9624725	0.29291281	0.85714286	344.7118063	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04421345	0.04961492	89.23469543	102.3084946	99.22364692	1124.9	0.83181818
0.55971576	38.22968292	6.9959774	1.136	71.30097087	58.37931034	37.6119403	14.67428571	91.39896373	3.386	6.12	1.514	0.96786547	0.27410588	0.85714286	349.1271782	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	22.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	35.00000999	101.00001	0.00000999	0.04421999	0.04961999	89.23469999	102.2054443	99.22313215	1124.9	0.83181818
0.55977361	38.20817566	6.99595499	1.136	71.30097087	58.37931034	37.6119403	14.67428571	91.39896373	3.386	6.12	1.514	0.96786547	0.27410588	0.85714286	353.3510742	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	22.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	35.00000999	101.00001	0.00000999	0.04421999	0.04961999	89.23469999	102.0538025	99.22263739	1124.8	0.83181818
0.5598315	38.25925064	6.99566221	1.136	71.30097087	58.37931034	37.6119403	14.67428571	91.39896373	3.386	6.12	1.514	0.96628225	0.2570816	0.85714286	357.5865526	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	22.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	35.00000999	101.00001	0.00000999	0.04421999	0.04961999	89.23469999	102.0440674	99.22213053	1124.9	0.83181818
0.55988938	38.24108124	6.99594736	1.138	71.30097087	58.37931034	36.71641791	14.67428571	91.39896373	3.386	6.12	1.514	0.96628225	0.2570816	0.85714286	366.227407	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04414643	0.04898796	89.36359406	102.0147324	99.16850425	1124.8	0.83181818
0.55994724	38.20088577	6.99567604	1.138	71.30097087	58.37931034	36.71641791	14.67428571	91.39896373	3.386	6.12	1.514	0.96628225	0.2570816	0.85714286	370.4470825	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	35	101	0	0.04414643	0.04898796	89.36359406	101.6770172	99.16850094	1124.8	0.83181818
0.5600051	38.19920349	6.99575806	1.138	71.30097087	58.37931034	36.71641791	14.67428571	91.39896373	3.386	6.12	1.514	0.96628225	0.2570816	0.85714286	375.0543389	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	34	101	0	0.04414643	0.04898796	89.36359406	101.22612	99.16882816	1124.8	0.83181818
0.56006298	38.23545074	6.99595022	1.138	71.30097087	58.37931034	36.71641791	14.67428571	91.39896373	3.386	6.12	1.514	0.91064286	0.24882147	0.85714286	379.6615958	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	34	101	0	0.04368148	0.04796559	89.57418823	100.9272995	99.16902598	1124.8	0.83181818
0.56012084	38.20248413	6.99582005	1.138	71.30097087	58.37931034	36.71641791	14.67428571	91.39896373	3.386	6.12	1.514	0.91064286	0.24882147	0.85714286	383.3094215	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	34	101	0	0.04368148	0.04796559	89.57418823	100.6140366	99.16934123	1124.8	0.83181818
0.56017871	38.21304321	6.99590635	1.138	71.30097087	58.37931034	36.71641791	14.67428571	91.39896373	3.386	6.12	1.514	0.93716687	0.24129573	0.85714286	387.7237926	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	34	101	0	0.04373168	0.04854234	89.4553299	100.3383331	99.16965706	1124.8	0.83181818
0.56023659	38.20927429	6.995821	1.138	71.30097087	58.37931034	36.71641791	14.67428571	91.39896373	3.386	6.12	1.514	0.93716687	0.24129573	0.85714286	395.9928689	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	22.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	34.00000999	101.00001	0.00000999	0.04373999	0.04854999	89.45532999	100.1601868	99.16990241	1124.7	0.83181818
0.56029448	38.199646	6.99567652	1.138	71.30097087	58.37931034	36.71641791	14.67428571	91.39896373	3.386	6.12	1.514	0.923383	0.24165967	0.85714286	400.5981264	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	34	101	0	0.04364897	0.04887789	89.38624573	99.99220276	99.17016714	1124.7	0.83181818
0.56035233	38.23402405	6.9955759	1.138	71.30097087	58.37931034	36.71641791	14.67428571	91.39896373	3.386	6.12	1.514	0.923383	0.24165967	0.85714286	405.0134959	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	34	101	0	0.04364897	0.04887789	89.38624573	99.99781799	99.1701567	1124.7	0.83181818
0.56041022	38.22547913	6.99578905	1.138	71.30097087	58.37931034	36.71641791	14.67428571	91.39896373	3.386	6.12	1.514	0.94268918	0.24512377	0.85714286	409.2349854	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	34	101	0	0.04249069	0.04766603	89.63598633	99.96438599	99.17021996	1124.7	0.83181818
0.56046808	38.24612808	6.99577332	1.138	71.30097087	58.37931034	36.71641791	14.67428571	91.39896373	3.386	6.12	1.514	0.94268918	0.24512377	0.85714286	413.4744582	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	34	101	0	0.04249069	0.04766603	89.63598633	99.92201996	99.17030062	1124.7	0.83181818
0.56052596	38.22665787	6.99585533	1.138	71.30097087	58.37931034	36.71641791	14.67428571	91.39896373	3.386	6.12	1.514	0.91747737	0.2432557	0.85714286	418.8333936	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	34	101	0	0.04341482	0.0482056	89.52471161	99.81817627	99.17053132	1124.7	0.83181818
0.56058382	38.21800613	6.9957428	1.138	71.30097087	58.37931034	36.71641791	14.67428571	91.39896373	3.386	6.12	1.514	0.91747737	0.2432557	0.85714286	426.3349257	0	0	0	0	0	0	22	101	0	0	0	0	0	0	0	34	101	0	0.04341482	0.0482056	89.52471161	99.54720306	99.17084904	1124.7	0.83181818
