Day fraction since midnight on 12/19/2020	7 kPa (cm)	pH probe (pH)	Q sed difference ()	Raw water pump ()	settled bulk pump ()	Clay pump Run ()	PACl pump Run ()	Floc hopper pump  ()	Q settled bulk pump (mL/s)	Q Raw (mL/s)	Q removed (mL/s)	Turb settled w/ blanket ()	Turb settled w/out blanket  ()	PC1 & 2 pump ()	ChemTrac Buffer ()	PC 1.2 bin1 N ()	PC 1.2 bin2 N ()	PC 1.2 bin3 N ()	PC 1.2 bin4 N ()	PC 1.2 bin5 N ()	PC 1.2 bin6 N ()	PC 1.2 Cell  ()	PC 1.2 Laser ()	PC 1.2 Total N ()	PC 1.3 bin1 N ()	PC 1.3 bin2 N ()	PC 1.3 bin3 N ()	PC 1.3 bin4 N ()	PC 1.3 bin5 N ()	PC 1.3 bin6 N ()	PC 1.3 Cell ()	PC 1.3 Laser ()	PC 1.3 Total N ()	UV 1.1 Compensated UVA ()	UV 1.1 UVA ()	UV 1.1 UVT ()	Turb influent  ()	PID Control ()	Scale ()	PC1 & 2 pump #2 ()
0.03275385	44.66002274	6.99576998	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17300934	2.31203508	0.85714286	7053.228144	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	315.00001	171.00001	135.00001	31.00000999	3.00000999	2.00000999	96.00000999	100.00001	660.00001	0.02819999	0.03156999	93.02133999	100.4399719	99.13643541	815.8	0.83181818
0.03281171	44.64999008	6.99566126	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17300934	2.31203508	0.85714286	7061.291279	0	0	0	0	0	0	98	101	0	314	171	142	30	3	2	96	100	663	0.02812033	0.03135345	93.06646729	100.5969391	99.1360003	815.7	0.83181818
0.03286959	44.63108826	6.99570179	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.20619737	2.3764708	0.85714286	7065.51473	0	0	0	0	0	0	98	101	0	314	171	142	30	3	2	96	100	663	0.02812033	0.03135345	93.06646729	100.711174	99.13560115	815.6	0.83181818
0.03292745	44.64050293	6.99555302	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19266112	2.3764708	0.85714286	7070.120181	0	0	0	0	0	0	98	101	0	314	171	142	30	3	2	96	100	663	0.02812033	0.03135345	93.06646729	100.6545487	99.13547692	815.6	0.83181818
0.03298533	44.66619873	6.9956255	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19266112	2.33147573	0.85714286	7074.167742	0	0	0	0	0	0	98	101	0	314	171	142	30	3	2	96	100	663	0.02822272	0.03168305	92.99586487	100.596283	99.13533072	815.5	0.83181818
0.03304319	44.63963699	6.99570084	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19266112	2.33147573	0.85714286	7078.389193	0	0	0	0	0	0	98	101	0	314	171	142	30	3	2	96	100	663	0.02822272	0.03168305	92.99586487	100.418129	99.13554803	815.5	0.83181818
0.03310108	44.62510681	6.99575377	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19862121	2.33147573	0.85714286	7083.380182	0	0	0	0	0	0	98	101	0	314	170	142	30	3	1	96	100	661	0.02983415	0.03294318	92.72645569	100.4091034	99.13543805	815.5	0.83181818
0.03315894	44.71269226	6.99592066	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.18553399	2.27301455	0.85714286	7087.218046	0	0	0	0	0	0	98	101	0	314	170	142	30	3	1	96	100	661	0.02983415	0.03294318	92.72645569	100.3152237	99.13549348	815.4	0.83181818
0.0332168	44.64830017	6.99564648	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.18553399	2.27301455	0.85714286	7095.871311	0	0	0	0	0	0	98	101	0	314	170	142	30	3	1	96	100	661	0.02890812	0.03138405	93.05990601	100.2089157	99.13559585	815.4	0.83181818
0.03327468	44.63949966	6.99574661	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.18576649	2.54697227	0.85714286	7100.080927	0	0	0	0	0	0	98	101	0	314	170	142	30	3	1	96	100	661	0.02890812	0.03138405	93.05990601	100.1395874	99.13566835	815.3	0.83181818
0.03333254	44.62905121	6.99578047	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.18576649	2.54697227	0.85714286	7104.31637	0	0	0	0	0	0	98	101	0	314	170	142	30	3	1	96	100	661	0.02857437	0.03183909	92.96246338	100.1103592	99.13568818	815.3	0.83181818
0.03339043	44.62303925	6.99575853	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17228882	2.39046597	0.85714286	7108.538058	0	0	0	0	0	0	98	101	0	314	170	142	30	3	1	96	100	661	0.02857437	0.03183909	92.96246338	100.1401138	99.13559768	815.2	0.83181818
0.03344829	44.63380814	6.99564123	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17228882	2.39046597	0.85714286	7113.145281	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	314.00001	170.00001	142.00001	30.00000999	3.00000999	1.00000999	96.00000999	100.00001	661.00001	0.02857999	0.03183999	92.96246999	100.1235733	99.13559303	815.2	0.83181818
0.03350617	44.62377548	6.99567318	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17041211	2.34061122	0.85714286	7121.398299	0	0	0	0	0	0	98	101	0	312	169	137	31	2	1	96	100	654	0.02883565	0.03168066	92.99638367	100.2998581	99.13529621	815.1	0.83181818
0.03356405	44.64043427	6.99574423	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17041211	2.34061122	0.85714286	7126.007519	0	0	0	0	0	0	98	101	0	312	169	137	31	2	1	96	100	654	0.02981279	0.03299992	92.71434021	100.3877258	99.13496855	815.1	0.83181818
0.03362191	44.60093307	6.99563551	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.1752153	2.27375579	0.85714286	7130.242964	0	0	0	0	0	0	98	101	0	312	169	137	31	2	1	96	100	654	0.02981279	0.03299992	92.71434021	100.4356079	99.1347623	815.1	0.83181818
0.03367979	44.57729721	6.99567747	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.1752153	2.27375579	0.85714286	7134.276682	0	0	0	0	0	0	98	101	0	320	175	141	30	2	2	96	100	671	0.02816443	0.03176519	92.97828674	100.4491653	99.13460243	815	0.83181818
0.03373765	44.62033463	6.99581957	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.18680699	2.28967738	0.85714286	7138.690019	0	0	0	0	0	0	98	101	0	320	175	141	30	2	2	96	100	671	0.02816443	0.03176519	92.97828674	100.6177673	99.13412519	815	0.83181818
0.03379553	44.6829834	6.99562168	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.18680699	2.28967738	0.85714286	7143.105613	0	0	0	0	0	0	98	101	0	320	175	141	30	2	2	96	100	671	0.02853543	0.03163367	93.00643921	100.582283	99.13400976	815	0.83181818
0.03385339	44.66687775	6.99563789	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.20474964	2.33114386	0.85714286	7151.550518	0	0	0	0	0	0	98	101	0	320	175	141	30	2	2	96	100	671	0.02853543	0.03163367	93.00643921	100.6591339	99.13375123	814.9	0.83181818
0.03391127	44.61774445	6.99572659	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.20474964	2.33114386	0.85714286	7155.965853	0	0	0	0	0	0	98	101	0	320	175	141	30	2	2	96	100	671	0.02853543	0.03163367	93.00643921	100.6460114	99.1335017	814.8	0.83181818
0.03396914	44.62458801	6.99563503	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19219908	2.35365629	0.85714286	7160.201733	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	320.00001	175.00001	141.00001	30.00000999	2.00000999	2.00000999	96.00000999	100.00001	671.00001	0.02853999	0.03163999	93.00643999	100.5670166	99.13344868	814.8	0.83181818
0.034027	44.66487503	6.99549818	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19219908	2.35365629	0.85714286	7164.425345	0	0	0	0	0	0	98	101	0	314	170	142	31	3	2	96	100	661	0.02805199	0.03176022	92.97934723	100.4814301	99.13342954	814.7	0.83181818
0.03408488	44.69792175	6.9957881	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19219908	2.43176222	0.85714286	7169.032566	0	0	0	0	0	0	98	101	0	314	170	142	31	3	2	96	100	661	0.02805199	0.03176022	92.97934723	100.4955216	99.13325148	814.7	0.83181818
0.03414274	44.68632126	6.99588919	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19219908	2.43176222	0.85714286	7173.062134	0	0	0	0	0	0	98	101	0	314	170	142	31	3	2	96	100	661	0.02805199	0.03176022	92.97934723	100.4658051	99.13315268	814.6	0.83181818
0.03420062	44.68922043	6.9956851	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.21742597	2.51510882	0.85714286	7181.700922	0	0	0	0	0	0	98	101	0	305	171	140	31	2	1	96	100	652	0.02898843	0.03203006	92.92160034	100.5222931	99.13289914	814.6	0.83181818
0.03425848	44.71114731	6.99569798	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.21742597	2.51510882	0.85714286	7186.13025	0	0	0	0	0	0	98	101	0	305	171	140	31	2	1	96	100	652	0.02959951	0.0328817	92.73957825	100.4843216	99.13280849	814.5	0.83181818
0.03431636	44.63501358	6.99580479	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19835988	2.36569118	0.85714286	7190.337715	0	0	0	0	0	0	98	101	0	305	171	140	31	2	1	96	100	652	0.02959951	0.0328817	92.73957825	100.5213013	99.13258291	814.5	0.83181818
0.03437424	44.76786041	6.99556398	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19835988	2.36569118	0.85714286	7194.577154	0	0	0	0	0	0	98	101	0	305	171	140	31	2	1	96	100	652	0.02959951	0.0328817	92.73957825	100.4503937	99.13256619	814.5	0.83181818
0.0344321	44.65896988	6.99576616	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.2222445	2.3364718	0.85714286	7199.182374	0	0	0	0	0	0	98	101	0	305	171	140	31	2	1	96	100	652	0.0290698	0.03230407	92.86299896	100.4465332	99.13242965	814.4	0.83181818
0.03448998	44.68684006	6.99581051	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.2222445	2.3364718	0.85714286	7203.213943	0	0	0	0	0	0	98	101	0	305	171	140	31	2	1	96	100	652	0.0290698	0.03230407	92.86299896	100.3356323	99.13248661	814.4	0.83181818
0.03454784	44.67492676	6.99582148	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19297118	2.40364289	0.85714286	7207.437395	0	0	0	0	0	0	98	101	0	320	176	138	31	2	1	96	100	669	0.0290698	0.03230407	92.86299896	100.3754044	99.1322986	814.3	0.83181818
0.03460572	44.70917892	6.99571276	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19297118	2.40364289	0.85714286	7216.074183	0	0	0	0	0	0	98	101	0	320	176	138	31	2	1	96	100	669	0.02933794	0.03279456	92.75818634	100.4001617	99.13213681	814.3	0.83181818
0.03466358	44.71422195	6.99566031	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17650625	2.24544907	0.85714286	7220.505509	0	0	0	0	0	0	98	101	0	320	176	138	31	2	1	96	100	669	0.02933794	0.03279456	92.75818634	100.3789749	99.13204308	814.2	0.83181818
0.03472146	44.70396423	6.99567366	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17650625	2.24544907	0.85714286	7224.710971	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	320.00001	176.00001	138.00001	31.00000999	2.00000999	1.00000999	96.00000999	100.00001	669.00001	0.02933999	0.03279999	92.75818999	100.389679	99.1319064	814.2	0.83181818
0.03477932	44.66347885	6.99564409	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17718932	2.18090987	0.85714286	7228.950415	0	0	0	0	0	0	98	101	0	320	176	138	31	2	1	96	100	669	0.02814591	0.03156414	93.02133179	100.4434204	99.13168236	814.1	0.83181818
0.03483721	44.7121048	6.99558115	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19079335	2.18090987	0.85714286	7233.363943	0	0	0	0	0	0	98	101	0	314	178	145	31	2	2	96	100	673	0.02876637	0.03195267	92.93815613	100.160141	99.13209042	814.1	0.83181818
0.03489507	44.77435303	6.99568605	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19079335	2.21299338	0.85714286	7237.585394	0	0	0	0	0	0	98	101	0	314	178	145	31	2	2	96	100	673	0.02876637	0.03195267	92.93815613	100.2454453	99.13188	814.1	0.83181818
0.03495295	44.7117157	6.995718	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.18496145	2.21299338	0.85714286	7246.222406	0	0	0	0	0	0	98	101	0	314	178	145	31	2	2	96	100	673	0.0286319	0.03172425	92.98704529	100.3975906	99.13149938	814	0.83181818
0.03501081	44.71294022	6.99580956	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.18496145	2.22059464	0.85714286	7250.269964	0	0	0	0	0	0	98	101	0	314	178	145	31	2	2	96	100	673	0.0286319	0.03172425	92.98704529	100.3747025	99.13140808	813.9	0.83181818
0.03506868	44.69659424	6.99553347	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.18496145	2.39867926	0.85714286	7255.06807	0	0	0	0	0	0	98	101	0	308	172	137	31	3	2	96	100	654	0.02792476	0.0318299	92.96443176	100.37365	99.13130068	813.9	0.83181818
0.03512656	44.73459625	6.9956975	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.18496145	2.39867926	0.85714286	7258.715869	0	0	0	0	0	0	98	101	0	308	172	137	31	3	2	96	100	654	0.02792476	0.0318299	92.96443176	100.39329	99.13114013	813.8	0.83181818
0.03518442	44.75894928	6.99574661	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.18985668	2.41184545	0.85714286	7263.512975	0	0	0	0	0	0	98	101	0	308	172	137	31	3	2	96	100	654	0.02792476	0.0318299	92.96443176	100.3648529	99.13106873	813.8	0.83181818
0.03524231	44.69176865	6.99579096	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.18985668	2.41184545	0.85714286	7271.958425	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	308.00001	172.00001	137.00001	31.00000999	3.00000999	2.00000999	96.00000999	100.00001	654.00001	0.02792999	0.03182999	92.96443999	100.2338944	99.13119946	813.8	0.83181818
0.03530017	44.70559311	6.99577999	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.20804593	2.40181136	0.85714286	7276.389894	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	308.00001	172.00001	137.00001	31.00000999	3.00000999	2.00000999	96.00000999	100.00001	654.00001	0.02792999	0.03182999	92.96443999	100.1380539	99.13131266	813.7	0.83181818
0.03535805	44.73426819	6.99590111	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.20804593	2.40181136	0.85714286	7280.597354	0	0	0	0	0	0	98	101	0	310	173	143	32	2	1	96	100	662	0.02847742	0.03161497	93.01044464	100.1136932	99.13131196	813.7	0.83181818
0.03541591	44.74003601	6.9956665	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.1984309	2.28373027	0.85714286	7285.204712	0	0	0	0	0	0	98	101	0	310	173	143	32	2	1	96	100	662	0.02837358	0.0318563	92.95877838	100.1513748	99.13120654	813.6	0.83181818
0.03547379	44.73189926	6.99576712	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.1984309	2.28373027	0.85714286	7289.442155	0	0	0	0	0	0	98	101	0	310	173	143	32	2	1	96	100	662	0.02837358	0.0318563	92.95877838	100.3420792	99.13078453	813.6	0.83181818
0.03553165	44.6678772	6.99569702	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19583794	2.299016	0.85714286	7293.473898	0	0	0	0	0	0	98	101	0	310	173	143	32	2	1	96	100	662	0.02837358	0.0318563	92.95877838	100.2381744	99.13087709	813.5	0.83181818
0.03558953	44.69472504	6.99564981	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19583794	2.299016	0.85714286	7298.079275	0	0	0	0	0	0	98	101	0	310	173	143	32	2	1	96	100	662	0.02884527	0.03209805	92.90705872	100.2008133	99.13088039	813.5	0.83181818
0.03564742	44.67094421	6.99582052	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17860027	2.30866647	0.85714286	7306.52434	0	0	0	0	0	0	98	101	0	318	175	138	32	2	2	96	100	668	0.02902104	0.03242497	92.83715057	100.2233429	99.13080182	813.5	0.83181818
0.03570526	44.65198517	6.995718	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17860027	2.30866647	0.85714286	7310.555902	0	0	0	0	0	0	98	101	0	318	175	138	32	2	2	96	100	668	0.02902104	0.03242497	92.83715057	100.2865372	99.13057641	813.4	0.83181818
0.03576314	44.70934677	6.99576664	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.18702528	2.33676839	0.85714286	7315.561048	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	318.00001	175.00001	138.00001	32.00000999	2.00000999	2.00000999	96.00000999	100.00001	668.00001	0.02902999	0.03242999	92.83715999	100.2688522	99.13051862	813.3	0.83181818
0.03582102	44.68283844	6.99571896	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.18702528	2.33676839	0.85714286	7319.208842	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	318.00001	175.00001	138.00001	32.00000999	2.00000999	2.00000999	96.00000999	100.00001	668.00001	0.02902999	0.03242999	92.83715999	100.2134018	99.13054322	813.3	0.83181818
0.03587888	44.68582916	6.99551201	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17698582	2.32847786	0.85714286	7323.622172	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	318.00001	175.00001	138.00001	32.00000999	2.00000999	2.00000999	96.00000999	100.00001	668.00001	0.02902999	0.03242999	92.83715999	100.1541977	99.13059529	813.3	0.83181818
0.03593674	44.69516754	6.99578714	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17698582	2.32847786	0.85714286	7328.037502	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	318.00001	175.00001	138.00001	32.00000999	2.00000999	2.00000999	96.00000999	100.00001	668.00001	0.02902999	0.03242999	92.83715999	100.0445862	99.13076435	813.2	0.83181818
0.03599462	44.6955719	6.99557257	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17698582	2.37353587	0.85714286	7336.482712	0	0	0	0	0	0	98	101	0	305	177	140	31	3	2	96	100	659	0.02919283	0.03247612	92.82621765	100.1021423	99.13063589	813.1	0.83181818
0.0360525	44.65565109	6.99567604	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17698582	2.37353587	0.85714286	7341.089927	0	0	0	0	0	0	98	101	0	305	177	140	31	3	2	96	100	659	0.02919283	0.03247612	92.82621765	100.0948029	99.13062523	813.1	0.83181818
0.03611037	44.68815994	6.99566603	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17698999	2.41932702	0.85714286	7345.327492	0	0	0	0	0	0	98	101	0	305	177	140	31	3	2	96	100	659	0.02919283	0.03247612	92.82621765	100.2749023	99.13024946	813.1	0.83181818
0.03616823	44.65989685	6.99571085	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17698999	2.41932702	0.85714286	7349.165569	0	0	0	0	0	0	98	101	0	305	177	140	31	3	2	96	100	659	0.0283352	0.03152952	93.02874756	100.0903473	99.13051683	813	0.83181818
0.03622611	44.67271042	6.99573088	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17698999	2.41932702	0.85714286	7353.772783	0	0	0	0	0	0	98	101	0	305	177	140	31	3	2	96	100	659	0.0283352	0.03152952	93.02874756	100.0154266	99.13063801	813	0.83181818
0.03628397	44.6723938	6.99581146	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17698999	2.41932702	0.85714286	7357.996228	0	0	0	0	0	0	98	101	0	305	167	140	32	3	2	96	100	649	0.02887587	0.03194882	92.9389801	100.1252899	99.1304378	812.9	0.83181818
0.03634184	44.67727661	6.99560118	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17698999	2.43517041	0.85714286	7366.632132	0	0	0	0	0	0	98	101	0	305	167	140	32	3	2	96	100	649	0.02885287	0.03198844	92.93050385	100.140152	99.13036702	812.9	0.83181818
0.03639972	44.73522568	6.99572277	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.17698999	2.43517041	0.85714286	7371.047462	0	0	0	0	0	0	98	101	0	305	167	140	32	3	2	96	100	649	0.02885287	0.03198844	92.93050385	100.278183	99.13004462	812.8	0.83181818
0.03645758	44.66027451	6.99566555	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.21950577	2.43517041	0.85714286	7375.095309	0	0	0	0	0	0	98	101	0	305	167	140	32	3	2	96	100	649	0.0287182	0.03181837	92.96690369	100.2978439	99.12992962	812.8	0.83181818
0.03651546	44.70764542	6.99585009	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.21950577	2.43517041	0.85714286	7379.510639	0	0	0	0	0	0	98	101	0	305	167	140	32	3	2	96	100	649	0.0287182	0.03181837	92.96690369	100.2982407	99.12983528	812.7	0.83181818
0.03657334	44.77400208	6.99557209	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.21451786	2.40288067	0.85714286	7384.115853	0	0	0	0	0	0	98	101	0	306	166	135	32	3	1	96	100	645	0.0287182	0.03181837	92.96690369	100.3669052	99.12961652	812.7	0.83181818
0.03663121	44.7090683	6.99555635	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.21451786	2.40288067	0.85714286	7388.147414	0	0	0	0	0	0	98	101	0	306	166	135	32	3	1	96	100	645	0.02840028	0.03137822	93.06115723	100.354332	99.12953935	812.7	0.83181818
0.03668906	44.73067093	6.99563789	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.21451786	2.26763082	0.85714286	7396.592463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02840028	0.03137822	93.06115723	100.3605423	99.12945855	812.6	0.83181818
0.03674695	44.69629669	6.99580336	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19938119	2.26763082	0.85714286	7401.021785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02840028	0.03137822	93.06115723	100.4222565	99.129191	812.5	0.83181818
0.0368048	44.73889542	6.99578857	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19938119	2.29551721	0.85714286	7405.22924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02840999	0.03137999	93.06115999	100.6018829	99.12871285	812.5	0.83181818
0.03686271	44.75006866	6.99590492	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19318359	2.48350453	0.85714286	7409.658561	0	0	0	0	0	0	98	101	0	308	170	132	34	4	2	96	100	650	0.02861852	0.03135184	93.06681061	100.6729355	99.12838605	812.5	0.83181818
0.03692057	44.73003387	6.99575806	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.19318359	2.48350453	0.85714286	7414.267774	0	0	0	0	0	0	98	101	0	308	170	132	34	4	2	96	100	650	0.02861852	0.03135184	93.06681061	100.5930176	99.12833366	812.4	0.83181818
0.03697843	44.79052734	6.99585581	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.20290104	2.30175853	0.85714286	7418.103452	0	0	0	0	0	0	98	101	0	308	170	132	34	4	2	96	100	650	0.02861852	0.03135184	93.06681061	100.6193237	99.12809563	812.4	0.83181818
0.03703631	44.7484436	6.99575424	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.20290104	2.30175853	0.85714286	7422.518782	0	0	0	0	0	0	98	101	0	308	170	132	34	4	2	96	100	650	0.02866925	0.03188298	92.95307159	100.5554199	99.12801083	812.3	0.83181818
0.03709417	44.72241211	6.99573183	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.20403878	2.47613358	0.85714286	7431.747317	0	0	0	0	0	0	98	101	0	308	164	129	30	3	2	96	100	636	0.02866925	0.03188298	92.95307159	100.5532684	99.12785286	812.3	0.83181818
0.03715205	44.73840332	6.9956975	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.20403878	2.47613358	0.85714286	7435.381266	0	0	0	0	0	0	98	101	0	308	164	129	30	3	2	96	100	636	0.02866925	0.03188298	92.95307159	100.6030273	99.12758386	812.3	0.83181818
0.03720991	44.72511673	6.99583721	1.137	71.30097087	58.37931034	37.1641791	36.14906832	91.39896373	3.386	6.12	1.514	0.20080906	2.47156763	0.85714286	7439.426818	0	0	0	0	0	0	98	101	0	308	164	129	30	3	2	96	100	636	0.02836274	0.03150497	93.03400421	100.4941254	99.12761115	812.2	0.83181818
