Day fraction since midnight on 12/19/2020	7 kPa (cm)	pH probe (pH)	Q sed difference ()	Raw water pump ()	settled bulk pump ()	Clay pump Run ()	PACl pump Run ()	Floc hopper pump  ()	Q settled bulk pump (mL/s)	Q Raw (mL/s)	Q removed (mL/s)	Turb settled w/ blanket ()	Turb settled w/out blanket  ()	PC1 & 2 pump ()	ChemTrac Buffer ()	PC 1.2 bin1 N ()	PC 1.2 bin2 N ()	PC 1.2 bin3 N ()	PC 1.2 bin4 N ()	PC 1.2 bin5 N ()	PC 1.2 bin6 N ()	PC 1.2 Cell  ()	PC 1.2 Laser ()	PC 1.2 Total N ()	PC 1.3 bin1 N ()	PC 1.3 bin2 N ()	PC 1.3 bin3 N ()	PC 1.3 bin4 N ()	PC 1.3 bin5 N ()	PC 1.3 bin6 N ()	PC 1.3 Cell ()	PC 1.3 Laser ()	PC 1.3 Total N ()	UV 1.1 Compensated UVA ()	UV 1.1 UVA ()	UV 1.1 UVT ()	Turb influent  ()	Scale ()	PC1 & 2 pump #2 ()
0.72564395	25.16938972	6.99621058	1.139	71.30097087	58.37931034	36.26865672	21.24223602	91.39896373	3.386	6.12	1.514	1.603724	0.09714979	0.85714286	74.12229109	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04179199	0.04476878	90.23590088	94.73590851	1131.2	0.83181818
0.72570186	25.17926788	6.99622726	1.139	71.30097087	58.37931034	36.26865672	21.24223602	91.39896373	3.386	6.12	1.514	1.65681851	0.09568211	0.85714286	78.15188456	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04185174	0.04398527	90.39881897	95.32790375	1131.2	0.83181818
0.72575972	25.19461823	6.99645519	1.139	71.30097087	58.37931034	36.26865672	21.24223602	91.39896373	3.386	6.12	1.514	1.65681851	0.09568211	0.85714286	82.37536001	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04066474	0.04360547	90.47790527	96.22723389	1131.1	0.83181818
0.72581758	25.16525459	6.99633121	1.139	71.30097087	58.37931034	36.26865672	21.24223602	91.39896373	3.386	6.12	1.514	1.65681851	0.09568211	0.85714286	86.61282778	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04066474	0.04360547	90.47790527	97.06230164	1131.1	0.83181818
0.72587546	25.20964813	6.99651909	1.139	71.30097087	58.37931034	36.26865672	21.24223602	91.39896373	3.386	6.12	1.514	1.65681851	0.09568211	0.85714286	91.02857733	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04244579	0.04311633	90.57985687	97.83732605	1131.1	0.83181818
0.72593333	25.18245888	6.99629974	1.139	71.30097087	58.37931034	36.26865672	21.24223602	91.39896373	3.386	6.12	1.514	1.65681999	0.09349188	0.85714286	99.66553926	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04244579	0.04311633	90.57985687	98.33345795	1131	0.83181818
0.72599121	25.22457314	6.99616337	1.139	71.30097087	58.37931034	36.26865672	21.24223602	91.39896373	3.386	6.12	1.514	1.65681999	0.09349188	0.85714286	104.0789022	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04330365	0.04339526	90.52170563	99.36035156	1131	0.83181818
0.72604907	25.16446304	6.99622059	1.139	71.30097087	58.37931034	36.26865672	21.24223602	91.39896373	3.386	6.12	1.514	1.67826438	0.09311888	0.85714286	108.494576	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04330365	0.04339526	90.52170563	100.1190796	1131	0.83181818
0.72610693	25.22597313	6.99625874	1.139	71.30097087	58.37931034	36.26865672	21.24223602	91.39896373	3.386	6.12	1.514	1.67826438	0.09311888	0.85714286	112.524168	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04330365	0.04339526	90.52170563	100.6099625	1131	0.83181818
0.7261648	25.17509079	6.996418	1.139	71.30097087	58.37931034	36.26865672	21.24223602	91.39896373	3.386	6.12	1.514	1.67826438	0.09311888	0.85714286	117.1324143	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04330365	0.04339526	90.52170563	101.5056839	1130.9	0.83181818
0.72622268	25.25193214	6.99624109	1.139	71.30097087	58.37931034	36.26865672	21.24223602	91.39896373	3.386	6.12	1.514	1.67826438	0.09311888	0.85714286	122.9069638	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04357427	0.04344555	90.51122284	102.025444	1130.9	0.83181818
0.72628054	25.19591522	6.99614239	1.139	71.30097087	58.37931034	36.26865672	21.24223602	91.39896373	3.386	6.12	1.514	1.67777479	0.09128955	0.85714286	129.8168359	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04357427	0.04344555	90.51122284	102.6666794	1130.9	0.83181818
0.72633842	25.19832993	6.9961319	1.14	71.30097087	58.37931034	35.82089552	21.24223602	91.39896373	3.386	6.12	1.514	1.67777479	0.09128955	0.85714286	134.4240813	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04357427	0.04344555	90.51122284	102.907753	1130.8	0.83181818
0.7263963	25.20150566	6.99612427	1.14	71.30097087	58.37931034	35.82089552	21.24223602	91.39896373	3.386	6.12	1.514	1.68486929	0.09128955	0.85714286	138.2617893	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	42.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	0.04357999	0.04344999	90.51122999	103.2357636	1130.8	0.83181818
0.72645416	25.21032524	6.99611759	1.14	71.30097087	58.37931034	35.82089552	21.24223602	91.39896373	3.386	6.12	1.514	1.68486929	0.09128955	0.85714286	142.4832664	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	97	101	0	0.04247376	0.04276779	90.65257263	103.2638474	1130.8	0.83181818
0.72651206	25.21770477	6.9955411	1.14	71.30097087	58.37931034	35.82089552	21.24223602	91.39896373	3.386	6.12	1.514	1.6810776	0.08543584	0.85714286	147.1055064	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	97	101	0	0.04247376	0.04276779	90.65257263	103.3432999	1130.8	0.83181818
0.72656992	25.29256058	6.99620056	1.14	71.30097087	58.37931034	35.82089552	21.24223602	91.39896373	3.386	6.12	1.514	1.6810776	0.08543584	0.85714286	151.3129911	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	97	101	0	0.04263294	0.04269046	90.6687088	103.374115	1130.7	0.83181818
0.72662778	25.21408463	6.99629545	1.14	71.30097087	58.37931034	35.82089552	21.24223602	91.39896373	3.386	6.12	1.514	1.67125046	0.08376431	0.85714286	159.9659953	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	97	101	0	0.04263294	0.04269046	90.6687088	103.416153	1130.7	0.83181818
0.72668565	25.20610619	6.99606895	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.67125046	0.08376431	0.85714286	163.9985871	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	97	101	0	0.04228478	0.04224138	90.76250458	103.42729	1130.7	0.83181818
0.72674353	25.19989586	6.99628592	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.69977975	0.0791994	0.85714286	168.4119487	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	97	101	0	0.04228478	0.04224138	90.76250458	103.4200592	1130.7	0.83181818
0.72680139	25.21484947	6.99612522	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.69977975	0.0791994	0.85714286	172.6334281	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	97	101	0	0.04228478	0.04224138	90.76250458	103.22137	1130.6	0.83181818
0.72685927	25.2020874	6.9962101	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.65593123	0.07869497	0.85714286	177.2406745	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	97	101	0	0.04228478	0.04224138	90.76250458	102.6528626	1130.6	0.83181818
0.72691713	25.21684265	6.99625492	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.59205544	0.07869497	0.85714286	182.8213382	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	42.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.04228999	0.04224999	90.76250999	102.2802582	1130.6	0.83181818
0.726975	25.20970726	6.99625778	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.59205544	0.07999617	0.85714286	185.7006192	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	42.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.04228999	0.04224999	90.76250999	102.1266556	1130.5	0.83181818
0.72703288	25.21736336	6.99630356	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.67383051	0.07724273	0.85714286	194.147572	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	42.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.04228999	0.04224999	90.76250999	102.0537186	1130.5	0.83181818
0.72709074	25.20444298	6.99616003	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.67383051	0.07724273	0.85714286	198.5631285	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04259068	0.04234544	90.7407608	101.9130631	1130.5	0.83181818
0.72714863	25.17543411	6.99598932	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.61730504	0.07719916	0.85714286	202.9904838	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04259068	0.04234544	90.7407608	101.8349228	1130.5	0.83181818
0.72720649	25.23709869	6.99609518	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.61730504	0.07719916	0.85714286	207.0060854	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04259068	0.04234544	90.7407608	101.7509079	1130.5	0.83181818
0.72726437	25.19280243	6.99626112	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.61730504	0.07719916	0.85714286	211.4376493	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04268027	0.04244308	90.72036743	101.828949	1130.4	0.83181818
0.72732224	25.17560387	6.99620533	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.61730504	0.07719916	0.85714286	215.6611271	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04268027	0.04244308	90.72036743	101.8551254	1130.4	0.83181818
0.7273801	25.21216583	6.99638891	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.55502009	0.07303628	0.85714286	224.6829367	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04245457	0.04229654	90.75097656	101.8167496	1130.3	0.83181818
0.72743798	25.20830727	6.99617815	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.55502009	0.07303628	0.85714286	228.5186453	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04245457	0.04229654	90.75097656	101.8956833	1130.3	0.83181818
0.72749584	25.2080307	6.99625921	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.55502009	0.07303628	0.85714286	233.1278911	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	42.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	0.04245999	0.04229999	90.75097999	101.9569244	1130.3	0.83181818
0.72755372	25.21149063	6.99607897	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.55502009	0.07303628	0.85714286	237.3653593	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	42.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	0.04245999	0.04229999	90.75097999	102.0342178	1130.3	0.83181818
0.72761158	25.21685791	6.99619198	1.142	71.30097087	58.37931034	34.92537313	21.24223602	91.39896373	3.386	6.12	1.514	1.65994132	0.07303999	0.85714286	242.7401462	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	42.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	0.04245999	0.04229999	90.75097999	101.9913712	1130.3	0.83181818
0.72766947	25.2305851	6.99618769	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.65994132	0.07303999	0.85714286	246.0021982	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	42.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	0.04245999	0.04229999	90.75097999	102.0786285	1130.2	0.83181818
0.72772733	25.20820045	6.99612617	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.51051617	0.07329226	0.85714286	254.449347	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	42.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	0.04245999	0.04229999	90.75097999	102.1935043	1130.2	0.83181818
0.72778521	25.17166519	6.9963336	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.51051617	0.07329226	0.85714286	258.8627095	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04237732	0.04228775	90.75281525	101.7698135	1130.2	0.83181818
0.72784309	25.1833744	6.99626112	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.46574342	0.07069752	0.85714286	263.6598439	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04237732	0.04228775	90.75281525	101.4173279	1130.2	0.83181818
0.72790097	25.22086334	6.99614954	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.46574342	0.07069752	0.85714286	267.1317687	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.0424207	0.04213368	90.78501129	101.0252686	1130.1	0.83181818
0.72795883	25.22661972	6.99629164	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.46574342	0.07069752	0.85714286	271.5451317	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.0424207	0.04213368	90.78501129	100.8274384	1130.1	0.83181818
0.72801669	25.17190742	6.99622011	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.46574342	0.07069752	0.85714286	275.9604936	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.0424017	0.04226648	90.75726318	100.4989471	1130.1	0.83181818
0.72807457	25.22482681	6.99617147	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.43620145	0.06920195	0.85714286	284.5974813	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.0424017	0.04226648	90.75726318	100.4219742	1130.1	0.83181818
0.72813243	25.22902489	6.99616909	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.43620145	0.06920195	0.85714286	289.0108433	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04240803	0.04216887	90.77765656	100.3225555	1130	0.83181818
0.72819031	25.2057476	6.99594164	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.49430585	0.0692873	0.85714286	293.0424342	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04240803	0.04216887	90.77765656	100.2904129	1130	0.83181818
0.72824817	25.17110252	6.99596739	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.49430585	0.0692873	0.85714286	297.4737845	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04240803	0.04216887	90.77765656	100.2015228	1130	0.83181818
0.72830606	25.24026871	6.99618292	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.4995445	0.06818956	0.85714286	303.4242225	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	42.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	0.04240999	0.04216999	90.77765999	100.0882034	1130	0.83181818
0.72836391	25.18313217	6.9960947	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.4995445	0.06818956	0.85714286	306.1106143	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04266097	0.04232039	90.74599457	100.1222763	1129.9	0.83181818
0.7284218	25.18593788	6.99611759	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.4995445	0.06740189	0.85714286	314.5555582	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04266097	0.04232039	90.74599457	100.1240082	1129.9	0.83181818
0.72847966	25.2081604	6.99625206	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.4995445	0.06740189	0.85714286	318.9709144	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04266097	0.04232039	90.74599457	100.0608292	1129.9	0.83181818
0.72853753	25.16356468	6.99605894	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.50151527	0.09976557	0.85714286	323.1953845	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.0455671	0.0451866	90.1491394	100.0938721	1129.8	0.83181818
0.72859541	25.21568298	6.99620533	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.50151527	0.09976557	0.85714286	327.4308486	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04256627	0.04226271	90.75804901	100.0035248	1129.8	0.83181818
0.72865327	25.25009727	6.99618626	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.50151527	0.07820919	0.85714286	332.0380902	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04256627	0.04226271	90.75804901	100.0089569	1129.8	0.83181818
0.72871115	25.18698692	6.99609947	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.50151999	0.07820919	0.85714286	336.0696759	0	0	0	0	0	0	41	101	0	0	0	0	0	0	0	98	101	0	0.04256627	0.04226271	90.75804901	100.031723	1129.8	0.83181818
0.72876901	25.16243935	6.99615669	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.50151999	0.06871602	0.85714286	344.7066865	0	0	0	0	0	0	41	101	0	0	0	0	0	0	0	98	101	0	0.04220557	0.04195595	90.82216644	100.0967178	1129.7	0.83181818
0.72882688	25.18657303	6.99607611	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.36345577	0.06871602	0.85714286	349.1210437	0	0	0	0	0	0	41	101	0	0	0	0	0	0	0	98	101	0	0.04220557	0.04195595	90.82216644	100.2171631	1129.7	0.83181818
0.72888477	25.21734428	6.99619055	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.36345577	0.06871602	0.85714286	353.3446541	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	41.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	0.04220999	0.04195999	90.82216999	100.33993	1129.7	0.83181818
0.72894262	25.20425797	6.99613667	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.36345577	0.08628342	0.85714286	357.7581549	0	0	0	0	0	0	41	101	0	0	0	0	0	0	0	98	101	0	0.04204306	0.04180587	90.8535614	100.3545685	1129.6	0.83181818
0.72900051	25.22229576	6.99618626	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.36345577	0.08628342	0.85714286	362.749167	0	0	0	0	0	0	41	101	0	0	0	0	0	0	0	98	101	0	0.04204306	0.04180587	90.8535614	100.4085693	1129.6	0.83181818
0.72905839	25.1835041	6.99618626	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.34119785	0.09162092	0.85714286	366.2210889	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	41.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	0.04204999	0.04180999	90.85356999	100.455925	1129.6	0.83181818
0.72911627	25.22181511	6.99607515	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.34119785	0.09162092	0.85714286	375.0478029	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	41.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	98.00000999	101.00001	0.00000999	0.04204999	0.04180999	90.85356999	100.5310745	1129.6	0.83181818
0.72917413	25.23291397	6.9962492	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.34119785	0.07433337	0.85714286	379.8489304	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04254349	0.04224399	90.76195526	100.6703949	1129.5	0.83181818
0.72923199	25.15351868	6.99621153	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.34119785	0.07433337	0.85714286	383.3168535	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04254349	0.04224399	90.76195526	100.6705856	1129.5	0.83181818
0.72928987	25.19400978	6.99623108	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.39561641	0.06605732	0.85714286	387.7322087	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04249568	0.04221901	90.7671814	100.7131348	1129.5	0.83181818
0.72934773	25.20607758	6.99610472	1.144	71.30097087	58.37931034	34.02985075	21.24223602	91.39896373	3.386	6.12	1.514	1.39561641	0.06605732	0.85714286	392.337451	0	0	0	0	0	0	42	101	0	0	0	0	0	0	0	98	101	0	0.04249568	0.04221901	90.7671814	100.6268845	1129.5	0.83181818
