Day fraction since midnight on 12/21/2020	7 kPa (cm)	pH probe (pH)	Q sed difference ()	Raw water pump ()	settled bulk pump ()	Clay pump Run ()	PACl pump Run ()	Floc hopper pump  ()	Q settled bulk pump (mL/s)	Q Raw (mL/s)	Q removed (mL/s)	Turb settled w/ blanket ()	Turb settled w/out blanket  ()	PC1 & 2 pump ()	ChemTrac Buffer ()	PC 1.2 bin1 N ()	PC 1.2 bin2 N ()	PC 1.2 bin3 N ()	PC 1.2 bin4 N ()	PC 1.2 bin5 N ()	PC 1.2 bin6 N ()	PC 1.2 Cell  ()	PC 1.2 Laser ()	PC 1.2 Total N ()	PC 1.3 bin1 N ()	PC 1.3 bin2 N ()	PC 1.3 bin3 N ()	PC 1.3 bin4 N ()	PC 1.3 bin5 N ()	PC 1.3 bin6 N ()	PC 1.3 Cell ()	PC 1.3 Laser ()	PC 1.3 Total N ()	UV 1.1 Compensated UVA ()	UV 1.1 UVA ()	UV 1.1 UVT ()	Turb influent  ()	Scale ()	PC1 & 2 pump #2 ()
0.0886225	36.26355743	6.99594212	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.26858163	2.53294373	0.85714286	18172.49707	0	0	0	0	0	0	44	101	0	991	390	237	27	2	5	98	100	1654	0.02594027	0.02959207	93.44464111	101.8659744	478	0.83181818
0.08868035	36.23617935	6.99603891	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.27685592	2.52521968	0.85714286	18177.11833	0	0	0	0	0	0	44	101	0	991	390	237	27	2	5	98	100	1654	0.02594027	0.02959207	93.44464111	101.8667908	478	0.83181818
0.08873824	36.18474579	6.99606228	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.27685592	2.52521968	0.85714286	18185.37345	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	991.00001	390.00001	237.00001	27.00000999	2.00000999	5.00000999	98.00000999	100.00001	1654.00001	0.02594999	0.02959999	93.44464999	101.9791031	477.9	0.83181818
0.08879612	36.20556259	6.99602079	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.29766488	2.48973656	0.85714286	18189.59495	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	991.00001	390.00001	237.00001	27.00000999	2.00000999	5.00000999	98.00000999	100.00001	1654.00001	0.02594999	0.02959999	93.44464999	102.0647965	477.9	0.83181818
0.08885398	36.21494675	6.9960022	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.29766488	2.48973656	0.85714286	18194.01234	0	0	0	0	0	0	44	101	0	965	386	230	25	1	4	98	100	1613	0.02618966	0.02991888	93.37435913	102.1597519	477.9	0.83181818
0.08891184	36.24626541	6.99605513	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.29307821	2.48973656	0.85714286	18198.44172	0	0	0	0	0	0	44	101	0	965	386	230	25	1	4	98	100	1613	0.02618966	0.02991888	93.37435913	102.3834763	477.9	0.83181818
0.08896972	36.24711609	6.99603462	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.29307821	2.48973656	0.85714286	18202.64723	0	0	0	0	0	0	44	101	0	965	386	230	25	1	4	98	100	1613	0.0262298	0.02930276	93.5069046	102.3516083	477.8	0.83181818
0.08902758	36.26389313	6.9960041	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30508918	2.48973999	0.85714286	18207.25463	0	0	0	0	0	0	44	101	0	965	386	230	25	1	4	98	100	1613	0.0262298	0.02930276	93.5069046	102.3015976	477.8	0.83181818
0.08908546	36.24640656	6.99600077	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30508918	2.48973999	0.85714286	18215.52374	0	0	0	0	0	0	44	101	0	965	386	230	25	1	4	98	100	1613	0.0262298	0.02930276	93.5069046	102.3832092	477.8	0.83181818
0.08914333	36.24657822	6.99610996	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.32358512	2.60455918	0.85714286	18220.13002	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	965.00001	386.00001	230.00001	25.00000999	1.00000999	4.00000999	98.00000999	100.00001	1613.00001	0.02622999	0.02930999	93.50690999	102.248764	477.8	0.83181818
0.08920122	36.25183487	6.99607229	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.32358512	2.60455918	0.85714286	18224.16179	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	965.00001	386.00001	230.00001	25.00000999	1.00000999	4.00000999	98.00000999	100.00001	1613.00001	0.02622999	0.02930999	93.50690999	102.1891022	477.7	0.83181818
0.08925908	36.26641464	6.99604797	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30044669	2.64603305	0.85714286	18228.38329	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	965.00001	386.00001	230.00001	25.00000999	1.00000999	4.00000999	98.00000999	100.00001	1613.00001	0.02622999	0.02930999	93.50690999	102.1097183	477.7	0.83181818
0.08931696	36.19580078	6.99607897	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30044669	2.64603305	0.85714286	18232.79868	0	0	0	0	0	0	44	101	0	969	391	230	24	1	4	98	100	1621	0.02460285	0.02919574	93.529953	102.1669769	477.6	0.83181818
0.08937482	36.18325424	6.99596643	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.29401413	2.64599085	0.85714286	18237.61183	0	0	0	0	0	0	44	101	0	969	391	230	24	1	4	98	100	1621	0.0260677	0.02961068	93.44063568	102.2319183	477.6	0.83181818
0.0894327	36.1669693	6.99604607	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.29401413	2.64599085	0.85714286	18245.48317	0	0	0	0	0	0	44	101	0	966	392	236	24	1	4	98	100	1625	0.0260677	0.02961068	93.44063568	102.2410126	477.6	0.83181818
0.08949056	36.25457001	6.9961729	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.29487193	3.01101446	0.85714286	18250.08844	0	0	0	0	0	0	44	101	0	966	392	236	24	1	4	98	100	1625	0.02559223	0.02928814	93.51005554	102.3286438	477.6	0.83181818
0.08954844	36.24055099	6.99585676	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30804783	3.01101446	0.85714286	18254.12006	0	0	0	0	0	0	44	101	0	966	392	236	24	1	4	98	100	1625	0.02559223	0.02928814	93.51005554	102.4780121	477.6	0.83181818
0.0896063	36.22087479	6.99607563	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30804783	2.81587815	0.85714286	18258.53544	0	0	0	0	0	0	44	101	0	966	392	236	24	1	4	98	100	1625	0.02559223	0.02928814	93.51005554	102.4671402	477.5	0.83181818
0.08966419	36.19569016	6.99581575	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.31365344	2.81587815	0.85714286	18263.14071	0	0	0	0	0	0	44	101	0	966	392	236	24	1	4	98	100	1625	0.02380904	0.02936367	93.49378967	102.5727081	477.5	0.83181818
0.08972204	36.23156357	6.99601889	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.31365344	2.47154951	0.85714286	18267.17033	0	0	0	0	0	0	44	101	0	986	395	236	25	1	3	98	100	1647	0.02380904	0.02936367	93.49378967	102.6181793	477.5	0.83181818
0.08977993	36.24308395	6.99604845	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.29717341	2.47180772	0.85714286	18271.40982	0	0	0	0	0	0	44	101	0	986	395	236	25	1	3	98	100	1647	0.02380904	0.02936367	93.49378967	102.56629	477.4	0.83181818
0.08983779	36.23971176	6.9961195	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.29717341	2.47180772	0.85714286	18280.0467	0	0	0	0	0	0	44	101	0	986	395	236	25	1	3	98	100	1647	0.02616224	0.0295027	93.46387482	102.2598648	477.4	0.83181818
0.08989567	36.21769714	6.99608183	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.28422964	2.42134786	0.85714286	18284.27037	0	0	0	0	0	0	44	101	0	986	395	236	25	1	3	98	100	1647	0.02616224	0.0295027	93.46387482	102.2365265	477.4	0.83181818
0.08995353	36.21905136	6.99609184	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.28422964	2.42134786	0.85714286	18288.68376	0	0	0	0	0	0	44	101	0	986	395	236	25	1	3	98	100	1647	0.02616224	0.0295027	93.46387482	102.2195816	477.4	0.83181818
0.09001141	36.23431778	6.9961338	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.26099387	2.39753246	0.85714286	18293.09915	0	0	0	0	0	0	44	101	0	979	392	236	25	1	4	98	100	1639	0.02616224	0.0295027	93.46387482	102.14608	477.4	0.83181818
0.09006929	36.23309708	6.99608088	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.26099387	2.39753246	0.85714286	18297.14475	0	0	0	0	0	0	44	101	0	979	392	236	25	1	4	98	100	1639	0.02542455	0.02911791	93.54670715	102.2248612	477.3	0.83181818
0.09012714	36.29528809	6.99593687	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.25549984	2.4533298	0.85714286	18305.78277	0	0	0	0	0	0	44	101	0	979	392	236	25	1	4	98	100	1639	0.02542455	0.02911791	93.54670715	102.1317825	477.3	0.83181818
0.09018503	36.1536293	6.99595976	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.25549984	2.4533298	0.85714286	18310.00445	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	979.00001	392.00001	236.00001	25.00000999	1.00000999	4.00000999	98.00000999	100.00001	1639.00001	0.02542999	0.02911999	93.54670999	102.2361908	477.3	0.83181818
0.09024289	36.22399902	6.99602461	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.26871985	2.37108302	0.85714286	18314.9955	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	979.00001	392.00001	236.00001	25.00000999	1.00000999	4.00000999	98.00000999	100.00001	1639.00001	0.02542999	0.02911999	93.54670999	102.3194351	477.3	0.83181818
0.09030077	36.20033264	6.99617481	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.26871985	2.37108302	0.85714286	18318.64334	0	0	0	0	0	0	44	101	0	975	400	234	25	1	4	98	100	1639	0.02671165	0.03083113	93.17845154	102.2408829	477.2	0.83181818
0.09035865	36.18512344	6.99605656	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.27897295	2.37108302	0.85714286	18323.05672	0	0	0	0	0	0	44	101	0	975	400	234	25	1	4	98	100	1639	0.02671165	0.03083113	93.17845154	102.1289978	477.2	0.83181818
0.09041651	36.22301865	6.99601078	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.27897295	2.37108302	0.85714286	18327.28022	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	975.00001	400.00001	234.00001	25.00000999	1.00000999	4.00000999	98.00000999	100.00001	1639.00001	0.02671999	0.03083999	93.17845999	102.0427933	477.1	0.83181818
0.09047439	36.24559784	6.99592352	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.31864616	2.40250111	0.85714286	18331.32783	0	0	0	0	0	0	44	101	0	975	400	234	25	1	4	98	100	1639	0.0260952	0.029574	93.4485321	102.0913086	477.1	0.83181818
0.09053225	36.16970825	6.99597168	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.31864616	2.40250111	0.85714286	18340.1566	0	0	0	0	0	0	44	101	0	975	400	234	25	1	4	98	100	1639	0.02559663	0.0292702	93.51391602	102.1183548	477.1	0.83181818
0.09059014	36.2349968	6.99613619	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.31772962	2.55465269	0.85714286	18344.3801	0	0	0	0	0	0	44	101	0	975	400	234	25	1	4	98	100	1639	0.02559663	0.0292702	93.51391602	101.9907608	477.1	0.83181818
0.090648	36.20995331	6.99608517	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.31772962	2.55465269	0.85714286	18348.98537	0	0	0	0	0	0	44	101	0	973	391	238	26	2	4	98	100	1635	0.02562333	0.02921047	93.52677917	101.8706818	477	0.83181818
0.09070588	36.16700363	6.99602652	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30893359	2.55465269	0.85714286	18353.78453	0	0	0	0	0	0	44	101	0	973	391	238	26	2	4	98	100	1635	0.02562333	0.02921047	93.52677917	102.0312576	477	0.83181818
0.09076374	36.17282486	6.99610567	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30893359	2.55465269	0.85714286	18357.63824	0	0	0	0	0	0	44	101	0	973	391	238	26	2	4	98	100	1635	0.02562333	0.02921047	93.52677917	101.9561615	477	0.83181818
0.09082162	36.1963768	6.99603462	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.33743656	2.55168605	0.85714286	18362.82117	0	0	0	0	0	0	44	101	0	973	391	238	26	2	4	98	100	1635	0.02608757	0.02981104	93.39754486	101.9397049	477	0.83181818
0.09087948	36.20492172	6.99600506	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.33743656	2.55168605	0.85714286	18370.30674	0	0	0	0	0	0	44	101	0	972	403	236	25	2	4	98	100	1642	0.02581025	0.02963229	93.43598938	101.96534	476.9	0.83181818
0.09093736	36.19572449	6.99607086	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.32081866	2.55168605	0.85714286	18374.53024	0	0	0	0	0	0	44	101	0	972	403	236	25	2	4	98	100	1642	0.02581025	0.02963229	93.43598938	102.1323471	476.9	0.83181818
0.09099522	36.19001389	6.99611473	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.32081866	2.55168605	0.85714286	18379.13551	0	0	0	0	0	0	44	101	0	972	403	236	25	2	4	98	100	1642	0.02581025	0.02963229	93.43598938	102.1879654	476.9	0.83181818
0.0910531	36.15048981	6.99601603	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.32081866	2.73488045	0.85714286	18383.16732	0	0	0	0	0	0	44	101	0	972	403	236	25	2	4	98	100	1642	0.0271297	0.03080129	93.1848526	102.2103348	476.9	0.83181818
0.09111096	36.2009201	6.99582815	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.32081866	2.73488045	0.85714286	18387.40481	0	0	0	0	0	0	44	101	0	972	403	236	25	2	4	98	100	1642	0.0271297	0.03080129	93.1848526	102.2532425	476.8	0.83181818
0.09116885	36.18130875	6.99608898	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.2745935	2.65289307	0.85714286	18392.20397	0	0	0	0	0	0	44	101	0	951	390	231	24	1	5	98	100	1603	0.0271297	0.03080129	93.1848526	102.1753998	476.8	0.83181818
0.09122671	36.19036484	6.99598455	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.2745935	2.65289307	0.85714286	18400.45708	0	0	0	0	0	0	44	101	0	951	390	231	24	1	5	98	100	1603	0.02668162	0.03040441	93.27003479	102.1988068	476.8	0.83181818
0.09128459	36.19652176	6.99592495	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.31633601	2.64798045	0.85714286	18404.67858	0	0	0	0	0	0	44	101	0	951	390	231	24	1	5	98	100	1603	0.02752494	0.03132647	93.07224274	102.1362381	476.8	0.83181818
0.09134247	36.20647049	6.9960227	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.29137352	2.64798045	0.85714286	18409.0941	0	0	0	0	0	0	44	101	0	951	390	231	24	1	5	98	100	1603	0.02752494	0.03132647	93.07224274	102.3347626	476.7	0.83181818
0.09140033	36.17375565	6.99602175	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.29137352	2.71133137	0.85714286	18413.52547	0	0	0	0	0	0	44	101	0	951	390	231	24	1	5	98	100	1603	0.02506153	0.02956503	93.45046234	102.3621521	476.7	0.83181818
0.0914582	36.19213104	6.99600506	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.29137352	2.71133137	0.85714286	18417.54009	0	0	0	0	0	0	44	101	0	951	390	231	24	1	5	98	100	1603	0.02506153	0.02956503	93.45046234	102.3827286	476.7	0.83181818
0.09151607	36.22592545	6.99601889	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.32759994	2.55124998	0.85714286	18423.31567	0	0	0	0	0	0	44	101	0	944	391	237	25	2	4	98	100	1605	0.02506153	0.02956503	93.45046234	102.2506714	476.6	0.83181818
0.09157396	36.26625443	6.9960556	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.32759994	2.55124998	0.85714286	18430.41761	0	0	0	0	0	0	44	101	0	944	391	237	25	2	4	98	100	1605	0.02506153	0.02956503	93.45046234	102.1835022	476.6	0.83181818
0.09163182	36.25808334	6.99607849	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.32759994	2.55124998	0.85714286	18435.02288	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	944.00001	391.00001	237.00001	25.00000999	2.00000999	4.00000999	98.00000999	100.00001	1605.00001	0.02506999	0.02956999	93.45046999	102.1171265	476.6	0.83181818
0.09168968	36.2326088	6.99605227	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.29907489	2.55124999	0.85714286	18439.05467	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	944.00001	391.00001	237.00001	25.00000999	2.00000999	4.00000999	98.00000999	100.00001	1605.00001	0.02506999	0.02956999	93.45046999	102.1240997	476.6	0.83181818
0.09174757	36.26396561	6.99604368	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.29907489	2.55124999	0.85714286	18443.27736	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	944.00001	391.00001	237.00001	25.00000999	2.00000999	4.00000999	98.00000999	100.00001	1605.00001	0.02506999	0.02956999	93.45046999	102.0872421	476.6	0.83181818
0.09180543	36.24269485	6.99593878	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.3381989	2.41615129	0.85714286	18447.70673	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	944.00001	391.00001	237.00001	25.00000999	2.00000999	4.00000999	98.00000999	100.00001	1605.00001	0.02506999	0.02956999	93.45046999	102.0734787	476.5	0.83181818
0.09186332	36.25272369	6.99599838	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.3381989	2.41615129	0.85714286	18452.12212	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	944.00001	391.00001	237.00001	25.00000999	2.00000999	4.00000999	98.00000999	100.00001	1605.00001	0.02506999	0.02956999	93.45046999	102.1031799	476.5	0.83181818
0.09192117	36.27272415	6.9960494	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.31802025	2.37076235	0.85714286	18460.56512	0	0	0	0	0	0	44	101	0	955	387	240	26	1	4	98	100	1615	0.02636251	0.02969326	93.42287445	102.0985031	476.4	0.83181818
0.09197906	36.29074478	6.99602699	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.31802025	2.37076235	0.85714286	18464.9805	0	0	0	0	0	0	44	101	0	955	387	240	26	1	4	98	100	1615	0.02636251	0.02969326	93.42287445	102.1760635	476.4	0.83181818
0.09203692	36.25422668	6.99604368	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30607066	2.37076235	0.85714286	18469.20413	0	0	0	0	0	0	44	101	0	965	391	235	27	1	3	98	100	1624	0.0249861	0.02901059	93.56982422	102.121933	476.4	0.83181818
0.0920948	36.317173	6.99599171	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30607066	2.37076235	0.85714286	18473.61752	0	0	0	0	0	0	44	101	0	965	391	235	27	1	3	98	100	1624	0.0249861	0.02901059	93.56982422	101.9002609	476.3	0.83181818
0.09215266	36.2352066	6.99620152	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.27289411	2.57811999	0.85714286	18478.0489	0	0	0	0	0	0	44	101	0	965	391	235	27	1	3	98	100	1624	0.02571782	0.0294355	93.47833252	101.8872452	476.4	0.83181818
0.09221054	36.26913071	6.99618721	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.27289411	2.57811999	0.85714286	18483.04194	0	0	0	0	0	0	44	101	0	965	391	235	27	1	3	98	100	1624	0.02571782	0.0294355	93.47833252	101.9167557	476.3	0.83181818
0.0922684	36.23514938	6.99609756	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.27372926	2.53441739	0.85714286	18490.71739	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	965.00001	391.00001	235.00001	27.00000999	1.00000999	3.00000999	98.00000999	100.00001	1624.00001	0.02571999	0.02943999	93.47833999	101.9447327	476.2	0.83181818
0.09232628	36.31203079	6.99607229	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.27372926	2.53441739	0.85714286	18495.13078	0	0	0	0	0	0	44	101	0	974	399	236	24	2	4	98	100	1641	0.02667004	0.03024173	93.30497742	101.9077072	476.2	0.83181818
0.09238414	36.26322174	6.99612999	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.25688842	2.42767739	0.85714286	18499.73805	0	0	0	0	0	0	44	101	0	974	399	236	24	2	4	98	100	1641	0.02667004	0.03024173	93.30497742	101.8974762	476.3	0.83181818
0.09244203	36.29978561	6.9959259	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.25688842	2.42767739	0.85714286	18503.57595	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	974.00001	399.00001	236.00001	24.00000999	2.00000999	4.00000999	98.00000999	100.00001	1641.00001	0.02667999	0.03024999	93.30497999	101.88968	476.2	0.83181818
0.09249989	36.21269226	6.99612141	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.26904756	2.43766117	0.85714286	18508.00732	0	0	0	0	0	0	44	101	0	974	399	236	24	2	4	98	100	1641	0.02564326	0.02846113	93.68827057	101.9503937	476.2	0.83181818
0.09255777	36.28358841	6.99595928	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.26904756	2.43766117	0.85714286	18512.03911	0	0	0	0	0	0	44	101	0	974	399	236	24	2	4	98	100	1641	0.02656346	0.03008327	93.3390274	101.9784241	476.1	0.83181818
0.09261563	36.22279358	6.99610233	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.26904756	3.07068133	0.85714286	18516.45267	0	0	0	0	0	0	44	101	0	974	399	236	24	2	4	98	100	1641	0.02656346	0.03008327	93.3390274	102.0671616	476.1	0.83181818
0.09267352	36.24829102	6.99597931	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.26904756	3.07068133	0.85714286	18525.09173	0	0	0	0	0	0	44	101	0	980	399	230	23	2	3	98	100	1638	0.02614638	0.02978837	93.40242004	102.0573883	476.1	0.83181818
0.09273138	36.24187088	6.99589682	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30861551	2.75345755	0.85714286	18529.31341	0	0	0	0	0	0	44	101	0	980	399	230	23	2	3	98	100	1638	0.02626779	0.02978837	93.40242004	102.0850906	476	0.83181818
0.09278926	36.27417755	6.99600554	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30861551	2.75345755	0.85714286	18533.72702	0	0	0	0	0	0	44	101	0	980	399	230	23	2	3	98	100	1638	0.02626779	0.02978837	93.40242004	101.9766541	476	0.83181818
0.09284712	36.21265793	6.99586678	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30608442	2.6449151	0.85714286	18538.35028	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	44.00000999	101.00001	0.00000999	980.00001	399.00001	230.00001	23.00000999	2.00000999	3.00000999	98.00000999	100.00001	1638.00001	0.02626999	0.02978999	93.40242999	101.9592438	476	0.83181818
0.092905	36.25377655	6.99591541	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30608442	2.6449151	0.85714286	18542.95555	0	0	0	0	0	0	44	101	0	980	399	230	23	2	3	98	100	1638	0.02626779	0.03007506	93.34078979	101.78899	476	0.83181818
0.09296286	36.23668289	6.99603081	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30296713	2.49905777	0.85714286	18546.60339	0	0	0	0	0	0	44	101	0	1000	392	232	25	1	3	98	100	1653	0.02536826	0.02922624	93.52338409	101.6582718	476	0.83181818
0.09302075	36.21372223	6.99605417	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30296713	2.49905777	0.85714286	18555.24027	0	0	0	0	0	0	44	101	0	1000	392	232	25	1	3	98	100	1653	0.02670526	0.03013403	93.32811737	101.4707871	475.9	0.83181818
0.09307861	36.27374649	6.99593925	1.148	71.30097087	58.37931034	32.23880597	21.24223602	91.39896373	3.386	6.12	1.514	0.30925778	2.49952626	0.85714286	18559.08016	0	0	0	0	0	0	44	101	0	1000	392	232	25	1	3	98	100	1653	0.02670526	0.03013403	93.32811737	101.4061432	475.9	0.83181818
