Day fraction since midnight on 12/20/2020	 State ID	 State name	 Rule that caused previous state to end
0.08658978	6	10cm depth (UV-PC1.2)	New Rule
0.09700971	7	20cm depth (UV-PC1.3)	New Rule
0.34701237	8	20cm depth (UV-PC1.2)	New Rule
0.35743230	9	30cm depth (UV-PC1.3)	New Rule
0.60743608	10	30cm depth (UV-PC1.2)	New Rule
0.61785590	11	40cm depth (UV-PC1.3)	New Rule
0.86785958	12	40cm depth (UV-PC1.2)	New Rule
0.87827945	13	50cm depth (UV-PC1.3)	New Rule
