Day fraction since midnight on 1/19/2021	 State ID	 State name	 Rule that caused previous state to end
0.04001074	6	10cm depth (UV-PC1.2)	New Rule
0.05737424	7	20cm depth (UV-PC1.3)	Ascending Rule
0.30737683	8	20cm depth (UV-PC1.2)	New Rule
0.32474043	9	30cm depth (UV-PC1.3)	Ascending Rule
0.57474326	10	30cm depth (UV-PC1.2)	New Rule
0.59210702	11	40cm depth (UV-PC1.3)	Ascending Rule
0.84210930	12	40cm depth (UV-PC1.2)	acending rule
0.85947283	13	50cm depth (UV-PC1.3)	Ascending Rule
