Day fraction since midnight on 2/21/2021,2-3 μm,3-5 μm,5-9 μm,9-17 μm,17-33 μm,33-65 μm,Turb settled w/ blanket ()
1.982081869,231.62,113.2,70.9,9.27,1.69,2.03,0.209940966
1.987868935,236.1212121,117.7575758,75.58585859,11.26262626,3.212121212,3.65,0.243912621
1.993656003,234.55,116.43,76.61,14.53,5.89,4.91,0.280050127
1.999443067,224.81,111.6,73.75,15.58,5.54,4.9,0.40979608
2.00523013,212.84,104.99,68.27,13.3,4.83,5.32,0.320105091
2.011017195,208.7346939,102.3367347,67.7755102,11.06122449,3.265306122,3.454545455,0.257388137
2.016804256,207.14,99.87,64.62,9.36,2.09,2.71,0.2432031
2.022591317,202.91,98.87,61.7,8.3,1.69,2.3,0.226428671
2.028378377,202.9897959,98.70408163,62.10204082,8.897959184,1.520408163,2.262626263,0.219041983
2.034165435,200.3838384,97.92929293,60.50505051,8.141414141,1.141414141,2.25515625,0.213045495
2.039952494,206.25,100.17,62.54,7.96,1.09,2.1,0.221990037
2.045739548,208.4040404,100.989899,62.8989899,7.676767677,1.202020202,2.5,0.222296385
2.051526604,204.959596,99.92929293,62.12121212,7.949494949,1.868686869,2.71,0.235942224
2.057313662,207.92,100.7,62.26,8.12,1.56,2.42,0.234269857
2.063100734,219.2929293,105.9494949,66.50505051,8.313131313,1.323232323,2.17,0.235331098
2.068887978,233.3434343,113.4949495,69.81818182,8.757575758,1.141414141,2.36,0.226396637
2.074675263,239.6262626,117.6060606,75.12121212,12.61616162,3.03030303,3.54,0.310759416
2.080462536,248.8282828,122.1010101,79.53535354,13.41414141,4.454545455,3.89,0.473201017
2.086249792,252.14,122.48,75.76,10.02,2.11,3.12,0.274991399
2.092037056,251.4040405,121.5656567,75.71717182,9.727272828,1.717171818,2.87878798,0.243768621
2.097824325,252.82,123.12,76.16,9.86,1.85,2.73,0.230251799
2.103611581,259.18,124.04,78.38,9.79,1.9,2.61,0.242036501
2.109398826,254.37,123.3,75.97,9.21,1.57,2.6,0.22221253
2.115186057,255.35,122.99,76.56,9.03,1.08,2.26,0.221501069
2.120973277,263.9387755,129.5,79.57142857,10.41836735,1.581632653,3.080808081,0.238487071
2.126760486,270.030303,131.5151515,80.03030303,9.949494949,1.212121212,2.383838384,0.228076434
2.132547697,273.89,132.52,81.94,10.29,1.7,2.65,0.237101923
2.138334921,272.61,133.65,80.95,9.87,1.56,2.84,0.239376858
2.144122135,270.1212121,130.8181818,79.60606061,9.666666667,1.333333333,2.404040404,0.23268012
2.149909338,276.2500001,131.7400001,79.8000001,9.4800001,1.3400001,2.4700001,0.224309902
2.155696533,272.979798,129.4444444,80.3030303,9.666666667,1.474747475,2.84,0.234443692
2.161483717,272.2,131.42,80.86,10.69,2.2,2.75,0.234556554
2.167270892,268.92,128.81,79.06,10.13,1.91,2.92,0.235962014
2.173058062,273.34,131.64,81.55,10.35,2.02,3,0.236381304
2.178845222,282,134.71,82.52,10.76,2,3.02,0.248526184
2.184632376,290.1700001,137.7600001,84.8200001,10.0500001,1.8500001,2.8200001,0.238750803
2.190419523,294.35,139.93,85.35,10.32,1.55,2.6,0.225943647
2.196206664,293.07,137.65,85,10,1.66,2.81,0.240139821
2.201993801,292.2424242,136.5959596,83.52525253,10.80808081,2.191919192,3.16,0.255594721
2.20778093,295.85,138.54,86.75,12.93,2.82,4.08,0.314332871
2.213568056,293.1919192,137.6565657,83.86868687,11.18181818,2.585858586,3.51,0.25804334
2.219355176,296.16,136.73,82.1,10.4,1.81,2.83,0.242210909
2.225142291,287.25,132.14,78.11,9.72,1.74,2.68,0.230559665
2.230929402,282.8,129.08,77.78,9.52,1.65,2.77,0.275225708
2.236716509,298.4141414,135.1616162,81.52040816,9.616161616,1.414141414,2.53,0.231228874
2.242503614,309.66,141.43,86.12,10.93,1.99,3.08,0.242828444
2.248290712,311.5252525,142.8787879,85.09090909,10.61616162,2.02020202,2.777777778,0.243467092
2.254077809,315.06,143.2,86.3,10.4,1.79,2.74,0.234314264
2.259864905,319.6565657,144.4343434,86.57575758,10.25252525,1.808080808,2.65,0.23455604
2.265651994,322.44,145.06,87.11,10.26,1.68,2.53,0.227153329
2.271439083,325.377551,143.4693878,86.15306122,10.46938776,1.612244898,2.704081633,0.230077993
2.27722617,326.6326531,140.8673469,85.21428571,10.74489796,1.836734694,2.836734694,0.249858765
2.283013252,331.5959596,143.6666667,87.46464646,11.11111111,1.686868687,2.818181818,0.231492689
2.288800332,333.52,143.26,87.9,11.28,2.24,3.44,0.270323327
2.294587411,328.1818183,144.0202021,89.25252535,12.25252535,2.393939495,3.282828384,0.272147055
2.300374487,326.51,144.97,89.01,11.77,2.07,2.99,0.258263925
2.306161561,325.5555556,143.5454545,88.76767677,11.05050505,1.646464646,2.89,0.25508062
2.311948635,326.6,144.54,87.38,11.1,1.81,2.83,0.261070309
2.317735707,329.9183673,147.4285714,89.95918367,11.94897959,2.448979592,3.632653061,0.261013971
2.323522774,330.8080808,146.4343434,90.34343434,11.62626263,2.121212121,3.090909091,0.246980393
2.329309843,322.4444444,144.4848485,87.06060606,10.71717172,1.707070707,3.03,0.243384521
2.33509691,319.8453608,141.2989691,86.59793814,10.96907216,2.072164948,2.93877551,0.239405054
2.340883978,316.68,140.93,84.7,10.34,1.69,2.38,0.239641665
2.346671039,311.77,138.2,83.83,10.36,1.79,2.69,0.290799437
2.352458101,299.5858586,132.5858586,81.05050505,9.919191919,1.575757576,2.86,0.246057173
2.358245164,303.7979798,133.4242424,80.19191919,10.09090909,1.95959596,2.91,0.255027063
2.364032225,304.65,135.33,82.33,10.11,1.64,2.59,0.230117124
2.369819286,314.4742268,140.4226804,86.13402062,12.22680412,3.082474227,3.397959184,0.322634134
2.375606345,319.29,139.98,85.53,11.07,1.98,2.82,0.247276207
2.381393402,322.71,143.03,87.58,11.28,2.31,3.2,0.239464911
2.387180461,330.97,146.34,89.7,11.17,1.8,2.76,0.234784641
2.392967518,327.86,145.58,87.94,10.47,1.66,2.51,0.235034684
2.398754574,324.1632653,144.4081633,87.87755102,10.33673469,1.459183673,2.505050505,0.235207057
2.404541628,324.9591837,146.244898,87.95918367,10.48979592,1.612244898,2.295918367,0.228111984
2.410328685,327.020202,144.1717172,88.15151515,10.49494949,1.646464646,2.53,0.227282255
2.41611574,321.6767677,141.8282828,86.03030303,9.95959596,1.383838384,2.525252525,0.243781647
2.421902791,322.22,144.61,88.17,11.13,2.34,3.16,0.235865421
2.427689847,323.1326531,147.1020408,88.63265306,11.19387755,1.897959184,3,0.244403331
2.433476898,320.3061224,145,86.2244898,10.81632653,1.714285714,2.7,0.243172408
2.439263944,314,141.46,84.92,10.36,1.79,2.7,0.239674113
2.445051082,308.9387755,141.9897959,86.58163265,11.40816327,2.193877551,3.444444444,0.261786513
2.450838402,311.13,142.52,87.7,12.1,2.86,3.08,0.24866396
2.45662571,311.23,141.35,87.17,11.37,1.86,2.98,0.24678486
2.462413005,320.98,147.28,89.75,11.15,1.94,3.01,0.242712763
2.468200308,329.39,147.67,90.9,12.98,2.535353535,3.95,0.307013225
2.47398761,323.84,151.45,93.3,13.92,3.83,4.87,0.303568388
2.479774897,324.91,149.25,92.15,13.59,3.35,3.97,0.275973621
2.485562169,321.4242424,148.1414141,90.21212121,12.11111111,2.232323232,3.01010101,0.25300578
2.491349427,320.9100001,146.4800001,88.0900001,10.7300001,1.7000001,2.8600001,0.226513001
2.497136673,323.01,148.86,92.41,13.11,3.32,3.85,0.26176316
2.502923907,333.2222223,156.929293,99.93939404,17.60606071,5.424242525,5.1600001,0.302928051
2.508711145,324.76,153.3,101.28,22.61,9.55,5.74,0.301714246
2.514498389,311.877551,145.5918367,94.80612245,17.47959184,5.602040816,4.414141414,0.283469875
2.52028562,307.0707071,145.6969697,92.49494949,15.16161616,4.303030303,4.1,0.28211781
2.526072841,304.82,144.04,89.34,12.88,2.69,3.16,0.265012811
2.53186005,300.73,142.99,87.98,11.4,1.85,2.81,0.261321835
2.537647251,297.6666667,141.1717172,86.35353535,10.64646465,1.545454545,2.86,0.251817113
2.543434442,299.5,141.9,88.09,11.97,2.82,3.88,0.26688606
2.549221624,298.07,141.72,87.12,12.74,3.44,3.86,0.261613426
2.555008798,293.67,140.6,86.63,11.56,2.61,3.36,0.259463424
2.560795964,294.5050505,140.3434343,85.52525253,10.8989899,2.04040404,2.939393939,0.248679147
2.566583123,288.2424242,137.6060606,83.4040404,10.5959596,2.02020202,3.01010101,0.25384141
2.572370275,278.9387755,134.3163265,81,10.06122449,1.693877551,2.95959596,0.24932581
2.578157422,275.7244898,131.7653061,79.87755102,9.806122449,1.795918367,3.101010101,0.252441905
2.58394456,270.959596,128.6363636,78.65656566,10.62626263,2.141414141,3.242424242,0.254538461
2.589731693,268.99,129.77,78.68,9.68,1.64,3.1,0.251028366
2.595518821,270.7142857,128.4489796,78.66326531,9.479591837,1.510204082,2.959183673,0.235678021
2.601305946,270.67,130.07,79.75,10.03,1.63,3,0.245961927
2.607093063,267.2900001,127.9300001,77.3900001,9.7900001,1.5600001,3.0000001,0.243747472
2.612880177,273.1414141,132.4444444,80.1010101,10.31313131,1.949494949,3.01,0.253023693
2.618667289,279.2959184,134.744898,83.37755102,12.30612245,3.12244898,3.73,0.321129556
2.624454393,282.2929293,137.2121212,83.04040404,10.42424242,1.818181818,3.01010101,0.258807748
2.630241495,283.15,136.27,82.71,9.9,1.76,2.92,0.246565503
2.636028595,288.4141414,139.1313131,84.57575758,9.898989899,1.626262626,3.03,0.251499298
2.641815688,280.58,134.51,81.49,9.92,1.74,2.98,0.243497131
2.647602783,277.16,134.04,81.79,10.93,2.25,3.79,0.265164361
2.653389872,289.0408163,141.622449,86.36734694,11.93877551,3.081632653,4.010204082,0.274230349
2.659176959,283.73,137.87,83.53,11.02,2.13,3.55,0.258389324
2.664964042,282.07,136.46,81.95,9.96,1.67,2.91,0.242637086
2.670751126,284.05,136.31,82.76,9.85,1.71,2.72,0.245083107
2.676538204,285.7070707,136.3131313,82.80808081,9.898989899,1.787878788,2.484848485,0.225870584
2.682325282,279.8585859,136,80.81818182,9.898989899,1.878787879,2.666666667,0.253111558
2.688112357,282.02,134.96,80.97,9.85,1.6,2.61,0.243709937
2.693899431,280.622449,135.8367347,81.85714286,9.87755102,1.520408163,2.551020408,0.225152711
2.699686505,280.0102041,134.2244898,80.79591837,9.795918367,1.724489796,2.683673469,0.238321693
2.705473573,281.7979798,135.3030303,80.4040404,9.757575758,1.515151515,2.757575758,0.232246295
2.711260641,278.7979798,134.0707071,80.8989899,9.878787879,1.717171717,2.52,0.235884417
2.717047708,280.9,136.81,81.98,10.14,1.79,2.93,0.240559403
2.722834774,285.36,138.03,84.49,10.86,2.5,3.41,0.256423776
2.728621839,281.01,136.37,83.31,11.4,2.46,3.43,0.251394603
2.734408904,288.2121212,141,88.97979798,14.83838384,4.515151515,5.656565657,0.440965996
2.740195965,294.01,144.82,93.87,18.59,4.13,6.73,0.522054897
2.745983028,286.33,138.39,87.22,13.75,3.96,4.73,0.313564633
2.75177009,284.91,138.58,85.42,11.91,2.74,3.84,0.271647849
2.757557146,282.5656566,137.5656566,84,11.18181818,2.232323232,2.868686869,0.280700691
2.763344206,287.5757576,139.3434343,86.56565657,11.5959596,2.757575758,3.41,0.275426114
2.769131261,286.0909091,138.7878788,85.45454545,12.88888889,2.96969697,3.949494949,0.347408951
2.774918317,279.969697,134.9191919,80.58585859,10.14141414,1.797979798,3.252525253,0.252026424
2.780705373,279.67,135.59,81.61,10.31,1.52,2.87,0.261160161
2.786492427,275.7244898,133.1836735,80.5,10.44897959,2.530612245,3.686868687,0.267717411
2.79227948,276.38,134.08,81.53,10.2,1.7,2.85,0.2369271
2.798066537,275.5408163,134.8469388,81.59183673,10.07142857,1.836734694,2.959183673,0.242156987
2.80385359,274.9494949,132.2424242,80.37373737,10.14141414,1.707070707,2.717171717,0.231171543
2.809640649,271.8080808,130.2525253,79.03030303,9.777777778,1.676767677,2.73,0.235640056
2.815427685,270.28,130.78,79.03,9.92,1.6,2.67,0.241006818
2.821214732,273.122449,131.4387755,80.1122449,10.13265306,1.551020408,2.707070707,0.23528678
2.827001984,275.4900001,132.7800001,81.1500001,10.0400001,2.1000001,3.2000001,0.251676268
2.832789308,272.1515152,132.020202,79.19191919,9.98989899,1.898989899,2.717171717,0.233584175
2.838576613,270.8,130.07,78.88,10.28,1.95,2.64,0.240909996
2.844363926,268.2222222,128.2929293,78.4040404,10.11111111,1.808080808,2.92,0.241147983
2.850151228,269.48,129.86,78.7,9.54,1.76,2.84,0.251370208
2.855938513,269.7373737,129.6161616,78.15151515,9.424242424,1.656565657,2.808080808,0.271300994
2.861725783,267.6,128.03,77.77,9.62,1.47,2.78,0.24569357
2.867513041,302.9292929,153.4141414,108.6464646,32.45454545,11.82828283,7.575757576,0.376944659
2.873300283,539.8,325.43,324.55,177.32,67.63,21.34,0.810489359
2.879087517,851.88,555.69,598.83,317.64,97.5,23.97,1.102337807
2.884874736,583.5757576,350.6464646,324.7676768,128.1122449,31.54545455,9.58,0.558145617
2.890661948,381.2121212,201.7272727,153.1515152,42.12121212,8.818181818,5.02020202,0.34618884
2.896449146,308.8888889,155.7272727,102.010101,19.46464646,3.919191919,3.727272727,0.275331771
2.902236336,287.89,141.66,89.53,14.22,2.36,3.13,0.255123386
2.908023518,282.14,137.28,85.4,14.04,3.21,3.42,0.28051663
2.913810689,275.79,133.34,83.94,13.45,3.46,3.9,0.327525659
2.919597855,271.5510204,131.7040816,80.80612245,11.15306122,2.357142857,3.530612245,0.283602832
2.925385053,271.18,130.23,80.5,10.6,2.01,3.35,0.27296406
2.93117229,267.8383838,128.4343434,78.76767677,10.92929293,2.747474747,4.333333333,0.302162162
2.936959513,266.99,129,78.83,10.36,1.94,3.51,0.271164593
2.942746726,262.71,125.98,77.7,10.32,2.05,3.46,0.312496535
2.948533929,263.45,126.89,78.39,10.11,2.02,3.36,0.278080528
2.954321123,262.8877551,127.8469388,79.20408163,11.86734694,2.163265306,4.383838384,0.282879931
2.960108307,262.5,126.68,79.57,12.8,3.19,5.18,0.381033813
2.965895483,260.99,124.74,75.81,10.62,2.57,4.08,0.302622936
2.971682649,260.9494949,124.2222222,76.76767677,9.858585859,2.101010101,3.898989899,0.290727244
2.977469809,260.34,123.96,76.7,10.72,2.31,3.97,0.300803024
2.983256961,261.0606061,124.5757576,76.1010101,9.868686869,2.090909091,3.494949495,0.293538004
2.989044106,255.19,121.52,74.51,9.68,2.02,3.58,0.273817831
2.994831246,257.77,123.15,74.91,9.65,2,3.35,0.274368953
3.00061838,259.42,123.57,74.69,9.83,1.74,3.38,0.27898097
3.006405509,258.9690722,124.7010309,75.05154639,9.824742268,2.041237113,3.755102041,0.280618954
3.012192632,257.1010101,123.5454545,75.64646465,10.22222222,2.404040404,4.2,0.292807961
3.01797975,255.74,122.65,74.79,10.02,2.43,3.99,0.29083765
3.023766864,254.5050505,122.8484848,75.32323232,10.77777778,3.02020202,3.77,0.283410278
3.029553973,256.62,123.35,75.73,10.67,2.96,4.09,0.291970877
3.035341077,256.8686869,123.7979798,74.75757576,10.8989899,2.474747475,3.85,0.269356649
3.041128179,257.82,122.86,75.41,9.77,1.91,3.36,0.273545895
3.046915277,257.2040816,123.3367347,74.2755102,9.346938776,1.693877551,3.346938776,0.264186159
3.052702371,259.63,123.54,74.44,9.56,2.01,3.24,0.308104246
3.05848946,253.88,121.13,72.55,9.47,1.98,3.37,0.252137981
3.064276551,256.8989899,122.5555556,74.41414141,11.06060606,2.919191919,3.89,0.287668166
3.070063636,257.2929293,121.6565657,74.47474747,9.949494949,2.181818182,3.626262626,0.279542531
3.075850719,260.6262626,124.8484848,76.1010101,10.01010101,1.919191919,3.525252525,0.274009275
3.081637797,256.2626263,120.9090909,73.18181818,9.646464646,2.070707071,3.8,0.274504643
3.087424875,249.21,119.74,73.06,10.06,2.65,4.05,0.277433217
3.093211951,246.7878788,116.2121212,71.68686869,10.37373737,2.555555556,3.98989899,0.269328074
3.098999026,249.57,117.82,76.21,13.51,3.32,5.36,0.368201922
3.104786097,248.59,118.63,73.2,10.73,3.15,4.22,0.288130046
3.110573168,246.8181818,115.3535354,70.57575758,9.929292929,2.414141414,3.949494949,0.266572552
3.116360236,245.1515153,116.0000001,69.89899,8.858585959,2.202020303,3.5500001,0.262853675
3.122147303,243,115.0707071,69.85858586,9.373737374,2.202020202,3.808080808,0.272691056
3.127934367,243.2653061,112.9489796,68.83673469,9.653061224,2.397959184,3.64,0.272321122
3.133721432,242.7,113.72,68.2,9.69,2.5,3.84,0.273477482
3.139508494,234.4444444,109.3131313,65.82828283,8.575757576,1.949494949,3.323232323,0.257797597
3.145295556,233.7,108.08,66.65,8.4,1.84,3.31,0.2597511
3.151082615,232.82,109.18,66.32,8.99,2.05,3.66,0.27480994
3.156869673,231.1010101,107.979798,66.11111111,9.151515152,2.03030303,3.41,0.259396692
3.162656732,231.79,108.29,65.8,8.97,2.07,3.5,0.262516456
3.168443792,231.7373737,106.7878788,65.41414141,8.808080808,2.111111111,3.65,0.263106595
3.174230845,231.4949495,107.3131313,65.71717172,8.636363636,2.02020202,3.35,0.259268352
3.180017898,232.14,107.17,65.3,8.93,1.86,3.52,0.263976153
3.185804952,231.959596,106.5555556,64.08080808,8.545454545,2.050505051,3.39,0.261050932
3.191592005,231.0400001,105.7000001,63.0600001,8.2600001,1.8000001,3.3500001,0.263591622
3.197379066,231.06,106.09,65.34,8.87,2.2,3.76,0.314943954
3.203166188,231.0606061,107.7777778,65.02020202,9.777777778,2.858585859,4.04,0.27688074
3.208953478,234.8080808,107.7171717,67.73737374,11.13131313,4.04040404,5.070707071,0.303879753
3.214740769,238.64,110.47,69.01,11.98,4.79,5.66,0.333098036
3.220528073,237.99,109.22,70.45,12.23,4.19,5.18,0.306896278
3.226315363,237.79,108.69,69.59,12.1,4.32,4.63,0.304375382
3.232102643,238.56,108.48,66.72,9.92,2.38,3.75,0.267678459
3.237889905,237.2828283,108.4040404,66.13131313,8.818181818,2.222222222,3.656565657,0.273265171
3.243677155,232.2525253,105.2828283,64.16161616,8.505050505,1.96969697,3.53,0.266612209
3.249464392,228.33,104.43,63.67,9.02,2.44,3.78,0.283512609
3.255251621,233.6428571,104.755102,65.52040816,8.908163265,2.234693878,3.545454545,0.265663861
3.261038862,233.0909091,105.1414141,64.86868687,9.191919192,2.626262626,4.32,0.27809327
3.266826098,235.87,105.77,64.83,8.67,2.53,3.7,0.27730427
3.272613323,232.5612245,105.6122449,63.29591837,8.612244898,2.132653061,3.707070707,0.260293141
3.278400533,233.8787879,104.8282828,64.24242424,8.707070707,2.050505051,3.5,0.262068318
3.284187739,235.27,105.63,65.57,10.91,3.44,4.7,0.31768265
3.289974932,233.3608247,105.1237113,64.09278351,8.958762887,2.402061856,3.680412371,0.268535828
3.295762116,233.2222222,104.2828283,64.11111111,8.909090909,2.414141414,3.848484848,0.270548089
3.301549291,235.2040816,104.6734694,63.63265306,8.612244898,1.908163265,3.484848485,0.274984829
3.307336457,233.72,105.1,62.39,8.33,1.99,3.5,0.262110972
3.31312362,232.38,105.47,63.15,8.86,2.4,3.27,0.263189761
3.318910772,236.37,106.13,65.25,9.68,2.76,3.66,0.276989555
3.32469792,237.0510204,105.5204082,63.68367347,9.265306122,2.612244898,4.252525253,0.292049263
3.330485059,230.53,102.3,63.37,9.49,3.26,4.04,0.276737428
3.336272196,230.2020202,103.979798,62.58585859,8.767676768,2.363636364,3.858585859,0.255526695
3.342059323,229.3877551,103.3469388,62.45918367,8.765306122,2.336734694,3.71,0.250075677
3.347846448,230.7525773,103.185567,63.24742268,9.618556701,2.597938144,4.234693878,0.291707499
3.353633567,231.3434343,105.1010101,64.37373737,10.21212121,3.898989899,4.606060606,0.280245932
3.359420683,232.47,105.91,66.37,11.3,4.37,5.58,0.312705503
3.365207793,234.7171717,107.2424242,67.03030303,11.50505051,4.464646465,5.8,0.315295941
3.370994899,233.3535354,105.7474747,65.45454545,9.898989899,3.202020202,4.55,0.308825956
3.376782003,234.85,105.96,65.56,9.29,2.53,3.97,0.269909007
3.382569137,237.9393939,109.3737374,68.6969697,12.19191919,2.646464646,4.81,0.332029254
3.388356353,235.8673469,108.4183673,68.09183673,11.85714286,5.051020408,6.488603649,0.32383226
3.39414356,228.7857143,106.4591837,64.69387755,9.357142857,2.724489796,4.01,0.268122289
3.399930758,226.65,103.34,63.28,8.75,2.1,3.44,0.259231623
3.405717947,228.1122449,102.8367347,63.2244898,8.265306122,2.040816327,3.343434343,0.244188815
3.411505125,232.2222222,107.3232323,63.76767677,9.222222222,2.555555556,3.61,0.261941761
3.417292298,229.6363636,105.3030303,63.51515152,8.898989899,2.313131313,3.595959596,0.261691909
3.423079461,230.49,105.14,64.1,8.47,1.9,3.35,0.250308814
3.428866617,230.71,105.75,63.53,9.49,2.65,3.34,0.245235389
3.434653767,227.8080808,101.5555556,62.23232323,8.858585859,1.848484848,3.252525253,0.237171655
3.440440913,226.01,103.56,62.02,8.09,1.99,3.4,0.282226684
3.44622805,229.7900001,106.1000001,64.5200001,9.2600001,2.5900001,4.0700001,0.280818599
3.452015182,228.6464646,103.3939394,63.41414141,8.696969697,2.070707071,3.53,0.273464198
3.457802309,226.7373737,104.2222222,63.96969697,9.707070707,2.95959596,3.97,0.262573611
3.463589429,223.7755102,102.5816327,62.59183673,8.846938776,1.948979592,3.102040816,0.254142619
3.469376547,222.3939394,102.3939394,61.35353535,8.555555556,2,3.29,0.254509503
3.475163661,224.0707071,101.8282828,62.29292929,8.96969697,2.424242424,3.595959596,0.260688255
3.480950769,225.05,103.46,63.52,9.76,3.54,4.53,0.287151385
3.486737874,221.9479167,101.4583333,61.60416667,8.864583333,2.833333333,3.81443299,0.265600976
3.492524973,219.11,101.89,62.01,9.68,2.93,4.23,0.318339607
3.498312072,218.68,99.99,60.34,8.45,2.23,3.51,0.26441982
3.504099166,217.53,99.74,58.2,8.34,2.4,3.74,0.261756556
3.509886259,222.2222222,103.43,63.34,11.09,4.24,4.98,0.286850614
3.515673346,311.09,166.04,137.18,69.44,35.05,16.71,0.612253609
3.521460431,323.969697,177.6565657,159.5656566,90.57575758,44.07070707,14.15151515,0.583487534
3.527247514,269.39,135.63,99.75,35.29,13.45,7.18,0.50715761
3.533034596,242,114.75,73.06,13.98,3.81,3.66,0.253935849
3.538821674,229.05,106.3,65.42,10.1,2.36,3.14,0.264447458
3.544608751,218.8282828,101.1818182,61.57575758,8.787878788,1.98989899,3.02020202,0.244985374
3.550395823,215.93,100.62,60.65,8.57,2.15,3.31,0.245421774
3.5561829,214.15,99.39,58.51,7.62,1.61,2.96,0.221880424
3.561969969,212.88,97.4,58.46,7.65,1.54,2.87,0.213993363
3.567757039,211.91,96.44,57.85,7.29,1.31,2.69,0.221116886
3.573544108,213.68,98.53,58.83,7.57,1.66,2.96,0.224216479
3.579331173,215.22,100.47,61.7,10.09,3.37,3.45,0.366844688
3.585118237,207.8571429,97.39795918,58.65306122,8.265306122,1.928571429,3.142857143,0.254246358
3.590905364,209.5858586,98.77777778,58.6969697,7.606060606,1.444444444,2.949494949,0.222232969
3.596692627,212.37,98.44,60.3,7.7,1.72,3.16,0.226387892
3.602479883,211,98.99,58.94,7.98,1.87,2.94,0.231075596
3.608267126,208.3571429,97.42857143,58.12244898,7.663265306,1.734693878,3.16,0.223244952
3.614054357,206.8686869,96.12121212,58.72727273,7.929292929,1.858585859,3.01,0.221082398
3.619841577,205.8484848,95.3030303,58.95959596,8.141414141,2.141414141,3.393939394,0.236339815
3.625628786,206.969697,97.28282828,59.31313131,8.202020202,2.050505051,3.474747475,0.24071251
3.631415989,208.2626263,97.56565657,59.27272727,8.181818182,1.737373737,3.12,0.249350494
3.637203207,206.1010101,96.43434343,59.35353535,8.454545455,1.98989899,3.23,0.236837198
3.642990415,209.15,97.59,60.27,9.13,2.54,3.44,0.234411385
3.648777613,212.62,99.3,61.75,10.51,3.51,4.41,0.271917214
3.654564804,206.99,98.05,60.28,9.99,3.17,4.24,0.26842352
3.660351983,211.67,101.44,65.23,13.1,3.48,5.93,0.417818212
3.666139157,207.63,96.64,60.44,9.85,3.69,5.26,0.28594071
3.671926324,206.52,96.59,60.71,8.82,2.97,4.15,0.256846128
3.677713518,206.1616162,96.8989899,58.11111111,8.232323232,2.202020202,3.96969697,0.252220977
3.68350071,206.72,96.56,59.7,9.11,2.88,3.94,0.264643194
3.689287894,206.4848485,95.54545455,58.75757576,8.787878788,2.565656566,3.9,0.259308055
3.695075069,205.16,94.53,59.07,8.32,2.45,3.99,0.266344201
3.700862236,203.56,94.38,58.5,8.06,2.3,3.6,0.25456826
3.706649396,205.010101,96.29292929,59.14141414,9.595959596,3.202020202,4.15,0.296147347
3.712436549,203.1616162,95.27272727,57.13131313,7.868686869,2.141414141,3.71,0.258963376
3.718223697,200.030303,94.07070707,57.06060606,7.98989899,2.191919192,3.67,0.25608353
3.724010836,201.1428571,93.89795918,56.29591837,7.785714286,2.234693878,3.717171717,0.262737091
3.729797971,202.12,94.43,56.74,8.82,2.62,3.93,0.269779065
3.735585099,202.969697,93.41414141,57.49494949,8.333333333,2.575757576,3.79,0.257716085
3.741372224,199.6666667,93.64646465,56.94949495,8,2.161616162,3.777777778,0.261453241
3.747159342,201.8265306,92.45918367,57.3877551,8.357142857,2.163265306,3.62,0.256338801
3.752946458,202.37,93.87,57.67,8.45,2.36,3.72,0.269995826
3.758733569,206.1818182,96.3030303,58.83838384,8.848484848,2.676767677,4.282828283,0.298508554
3.764520675,201.9191919,95.17171717,57.94949495,8.878787879,2.858585859,3.99,0.269829835
3.770307779,203.49,94.44,58.04,8.39,2.34,3.86,0.27569865
3.776094877,203.4897959,95.7244898,58.95918367,8.530612245,2.030612245,3.39,0.257659058
3.781881975,200.5151515,94.18181818,59.11111111,8.97979798,2.565656566,3.95959596,0.269229642
3.787669068,204.3333333,94.77777778,59.39393939,9.353535354,3.111111111,4.101010101,0.288576061
3.793456158,207.5959596,98.11111111,64.13131313,13.50505051,5.868686869,6.23,0.325905701
3.799243244,257.3163265,130.8673469,105.1836735,45.40816327,23.97959184,14.75510204,0.559797378
3.80503033,252.9191919,125.7272727,95.97979798,34.28282828,13.67676768,7.74,0.494009297
3.810817414,223.3333333,106.969697,71.58585859,17.12121212,6.323232323,5.858585859,0.345513527
3.816604492,208.7,97.42,62.16,11.29,3.49,4.29,0.28716947
3.822391572,197.9897959,93.6122449,57.5,9.571428571,2.653061224,3.72,0.282262443
3.828178649,200,93.43434343,57.94949495,8.777777778,2.454545455,3.949494949,0.259394804
3.833965723,201.5252525,93.6969697,57.21212121,8.03030303,2.191919192,3.79,0.257166963
3.839752794,200.020202,92.21212121,57.49494949,8.292929293,2.484848485,3.89,0.256483518
3.845539866,199.9292929,91.88888889,57.09090909,7.919191919,2.323232323,3.787878788,0.254128308
3.851326935,201.9393939,94.16161616,57.71717172,9.555555556,3.333333333,4.939393939,0.273966323
3.857114003,209.0606061,97.35353535,61.72727273,10.47474747,3.888888889,4.85,0.277369843
3.862901071,213.56,100.76,64.1,10.14,3.28,4.45,0.26860978
3.868688136,213.8484848,100.6666667,62.75757576,9.505050505,3.060606061,4.474747475,0.265615489
3.874475197,209.77,97.58,61.57,9.71,2.98,4.37,0.274079013
3.88026226,210.94,99.15,62.84,9.43,2.83,4.15,0.277884669
3.886049322,235.53,111.57,72.53,9.92,2.3,3.65,0.255462085
3.891836384,240.76,116.56,73.25,10.06,2.24,3.74,0.257486062
3.897623444,240.0808081,115.3939394,72.55555556,10.19191919,2.313131313,3.44,0.25638997
3.903410504,237.2,113.34,70.22,9.51,2.11,3.62,0.239133818
3.909197561,238.89,114.94,72.98,10.11,2.52,3.68,0.248503352
