Day fraction since midnight on 2/21/2021,2-3 μm,3-5 μm,5-9 μm,9-17 μm,17-33 μm,33-65 μm,Turb settled w/ blanket ()
3.91498462,240.5816327,117.0816327,80.04081633,13.18367347,4.418367347,6.83,0.422305359
3.920771675,238.0505051,117.040404,76.64646465,13.85858586,6,7.11,0.342458725
3.92655873,238.7835052,115.7628866,75.84536082,12.86597938,4.649484536,5.250161307,0.280134471
3.932345786,236.3469388,113.744898,73.73469388,11.23469388,2.846938776,3.898989899,0.260643144
3.938132837,233.1836735,112.1836735,72.02040816,11.24489796,3.37755102,4.244897959,0.257887733
3.943919892,230.8,111.39,70.7,10.3,2.64,3.72,0.245941684
3.949706947,231.57,111.08,72.13,10.68,2.41,3.66,0.254198157
3.955494006,233.62,112.57,72.84,10.35,2.23,3.73,0.255908707
3.961281118,231.1443299,111.5612245,71.45918367,10.25510204,2.724489796,3.626262626,0.255593884
3.967068416,235.3838384,112.7070707,73.1010101,11.17171717,3.02020202,4.161616162,0.286704251
3.972855732,235.35,114.1,73.6,11.05,2.84,4.03,0.255758188
3.978643032,239.4,116.59,74.95,11.19,2.81,4.2,0.270410417
3.984430316,231.2727273,110.2121212,71.25252525,10.47474747,3,4.04,0.275383704
3.990217585,243.1010101,118.0606061,78.2020202,11.43434343,2.828282828,3.787878788,0.262514281
3.996004843,240.25,116.49,75.38,11.05,2.87,4.24,0.268200989
4.001792086,228.99,109.89,70.52,10.17,2.82,4.1,0.264520793
4.007579328,228.04,109.53,70.78,10.92,3.17,4.13,0.266124552
4.013366583,230.67,109.75,70.57,11.43,3.52,4.62,0.288924161
4.019153829,232.15,111.65,73.19,12.26,4.47,5.2,0.310497644
4.02494106,231.4,112.12,73.58,11.79,3.77,4.87,0.307176743
4.030728282,239.16,114.1,75.11,13.35,5.39,6.1,0.324574234
4.036515493,238.61,114.52,75.31,12.34,4.15,5.1,0.312509827
4.042302691,235.7171717,113.7070707,76.47474747,13.11111111,4.505050505,4.76,0.295722722
4.04808989,236.18,113.34,74.64,12.01,4.14,4.58,0.307153215
4.053877108,233.77,113.21,73.44,11.47,3.7,4.51,0.28863233
4.059664322,235.3469388,113.7959184,75.18367347,12.06122449,3.867346939,4.868686869,0.306546517
4.065451524,231.94,111.24,73.61,11.93,3.83,4.89,0.287625351
4.071238718,231.39,112.43,72.87,12.12,3.94,4.85,0.292192929
4.077025901,229,110.45,73.82,12.02,4.34,5.09,0.282784518
4.082813078,233.255102,112.3571429,74.81632653,12.43877551,4.897959184,5.387755102,0.307393936
4.088600245,230.35,112.58,73.75,12.08,4.04,4.75,0.290285543
4.094387406,232.2222222,113,75.32323232,12.38383838,3.878787879,5.23,0.306448381
4.100174561,227.030303,110.3737374,71.83838384,11.07070707,3.494949495,4.535353535,0.274554192
4.105961708,233.3,113.87,75.59,11.63,3.67,4.66,0.280489478
4.11174885,242.030303,119.7979798,78.16161616,12.36363636,3.626262626,4.494949495,0.287039316
4.117535988,237.1717172,117.989899,76.96969697,12.90909091,4.272727273,4.929292929,0.285074721
4.123323118,239.3571429,116.5510204,79.28571429,12.95918367,4.612244898,5.454545455,0.300398606
4.129110243,237.23,115.46,78.81,15.13,5.57,5.85,0.359389191
4.134897365,232.5,115.65,76.34,13.36,4.43,5.04,0.297658578
4.14068448,258.4646465,130.2020202,92.44444444,18.67676768,7.949494949,7.6,0.652347541
4.146471594,266.07,131.21,89.33,15.66,6.19,6.94,0.344617099
4.152258702,273.8,134.97,90.96,15.18,5.46,5.89,0.31493141
4.158045806,269.3030304,132.1616163,87.80808091,14.04040414,5.353535454,5.333333434,0.306590625
4.163832908,274,135.59,90.1,15.76,5.32,5.94,0.335130303
4.169620006,286.8585859,142.6363636,95.66666667,15.66666667,5.303030303,5.76,0.328589331
4.175407101,277.3737374,139.6262626,92.27272727,15.85858586,5.858585859,6.191919192,0.320723338
4.181194194,282.9393939,140.8989899,96.16161616,18.64646465,7.888888889,7.51,0.378858819
4.186981282,280.75,138.03,93.2,16.44,6.46,6.95,0.336771262
4.192768369,279.2,138.67,93.12,18.48,9.14,8.42,0.368167703
4.198555454,281.86,139.71,95.81,21.24,10.1,8.26,0.384368819
4.204342536,276.15,137.09,92.37,17.1,7.35,6.69,0.342210111
4.210129617,269.18,130.96,87.36,15.1,5.71,5.6,0.315919886
4.215916694,273.7628866,134.8762887,89.98969072,14.7628866,5.381443299,5.565656566,0.31445776
4.22170377,277.7142857,137.0816327,91.70408163,15.24489796,5.714285714,5.806122449,0.31500365
4.227490844,283.71,141.04,98.14,20.19,9.04,8.61,0.435740518
4.233277918,276.73,135.74,92.85,15.63,5.93,6.13,0.373465188
4.23906499,266.8585859,130.1919192,87.16161616,14.76767677,5.757575758,5.888888889,0.323240475
4.244852061,274.12,133.16,89.43,15.23,5.63,5.81,0.334137598
4.250639129,278.79,138.11,91.62,15.27,5.76,5.72,0.314076284
4.256426194,282.59,139.79,91.67,15.47,5.36,5.91,0.31386921
4.262213261,282.9090909,139.3737374,95.29292929,17.62626263,7.050505051,6.69,0.35258514
4.268000327,278,136.0714286,91.60204082,16.29591837,6.112244898,6.346938776,0.335874738
4.273787392,266.83,132.43,87.96,14.74,5.2,5.62,0.33518052
4.279574453,279.78,138.42,93.9,15.46,5.3,5.63,0.310395455
4.285361515,279.21,137.05,92.61,15.91,5.41,5.8,0.3214069
4.291148578,276.1836735,136.3163265,91.97959184,15.65306122,5.663265306,5.663265306,0.315401235
4.296935637,281.7113402,139.5979381,94.15463918,15.97938144,5.628865979,5.806122449,0.321240051
4.302722696,280.18,135.65,91.19,15.77,5.81,6.01,0.31889818
4.308509756,275.27,134.94,90.77,15.44,5.63,6.06,0.32188366
4.314296812,283.02,139.21,94.15,16.51,6.25,6.03,0.332550963
4.32008387,289.989899,144.5959596,102.9393939,22.6969697,10.07070707,8.535353535,0.479597651
4.325870928,286.11,142.79,98.29,19.19,8.17,7.31,0.377422194
4.331657983,277.2222222,136.0707071,90.41414141,15.65656566,5.797979798,5.96969697,0.321125768
4.33744504,272.02,132.97,88.74,15.95,6.3,6.04,0.319015362
4.343232268,279.84,137.84,93.13,16.83,6.82,6.23,0.354206208
4.34901959,281.1020408,138.9081633,93.28571429,15.78571429,5.795918367,5.93,0.328988292
4.3548069,280.979798,138.5656566,93.23232323,16.98989899,6.505050505,5.79,0.312858119
4.360594191,284.63,140.3,96.85,20.09,9.87,7.14,0.348055689
4.366381468,280.2323232,138.3434343,93.68686869,17.42424242,6.373737374,5.848484848,0.307139797
4.372168732,281.93,138.41,94.24,16.23,5.52,5.52,0.297653032
4.377955982,282.3434343,139.0707071,94.96969697,16.34343434,5.414141414,5.38,0.30129648
4.383743235,287.12,141.54,97.33,16.27,5.16,4.96,0.322351211
4.389530495,283,139.62,95.21,17.19,7.07,6.05,0.309807409
4.395317741,297.49,148.99,102.44,18.7,6.3,5.97,0.3001399
4.401104976,303.82,150.92,101.8,18.32,7.1,6.72,0.345948577
4.406892199,296.5408163,146.7142857,102.7755102,18.81632653,7.489795918,6.353535354,0.32835987
4.412679412,298.1122449,148.9387755,101.8673469,17.20408163,5.551020408,5.818181818,0.317607386
4.418466616,285.04,142.44,97.85,17.62,6.06,5.84,0.333482672
4.42425381,288.95,145.66,102.64,24.57,12.68,9.99,0.405871065
4.430041,457.39,266.87,246.37,129.56,78.91,40.92,1.148831687
4.435828209,632.92,413.1,480.72,346.51,179.07,52.96,1.612710787
4.441615411,456.4329897,265.8762887,254.8350515,123.8762887,45.92783505,15.24742268,0.651990973
4.447402603,332.1546392,171.7216495,133.371134,39.74226804,13.80412371,8.309278351,0.413837759
4.453189788,288.64,143.92,106.17,28.46,12.02,9.58,0.657428371
4.458976967,276.5959596,138.1616162,95.77777778,18.50505051,7.03030303,6.75,0.365070221
4.464764142,292.06,145.38,102.31,22.54,11.95,10.86,0.423814893
4.470551345,288.02,143.86,101.13,23.74,12.58,11.06,0.441710861
4.476338541,285.68,140.79,97.02,18.17,7.22,7.1,0.348389132
4.482125729,282.3232323,141.2424242,95.64646465,17.64646465,7.121212121,7.444444444,0.362324182
4.48791291,272.69,133.16,90.96,16.33,6.93,6.8,0.351225568
4.49370008,262.23,128.41,87.16,15.55,6.58,7.06,0.35135261
4.499487245,267.8,131.57,89.2,17.73,7.89,7.11,0.359950862
4.505274406,266.9081633,130.0102041,88.44897959,15.96938776,6.632653061,6.92,0.341273008
4.511061586,273.91,134.52,90.92,17.16,7.81,7.14,0.352295485
4.516848766,265.42,130.51,90.19,17.93,7.97,7.52,0.362889072
4.522635937,272.82,135.16,91.6,17.63,7.61,7.68,0.353789957
4.528423103,281.38,138.8,95.35,17.13,6.31,6.23,0.321212996
4.53421026,286.05,142.41,97.1,18.31,8.02,7.41,0.35975332
4.539997412,268.81,133.79,91.58,18.3,7.79,7.3,0.341326645
4.545784557,262.65,129.4,88.07,16.61,6.44,6.29,0.319517698
4.551571723,261.5353535,128.4141414,89.11111111,16.52525253,6.202020202,6.333333333,0.311404252
4.557358892,272.2857143,135.3061224,93.01020408,16.31632653,5.744897959,6.051020408,0.317300653
4.563146057,260.4795918,126.6938776,86.70408163,15.3877551,6.030612245,6.132653061,0.367283005
4.568933216,262.48,128.14,87.98,15.66,6.1,6,0.382272064
4.574720367,261.85,128.97,89.05,16.23,6.07,5.77,0.320798973
4.580507513,264.17,131.87,88.77,15.64,6.24,6.02,0.327667633
4.58629465,264.4141414,131.5050505,91.98989899,18.39393939,7.777777778,7.626262626,0.401512895
4.592081801,253.87,123.47,84.08,14.59,5.55,5.6,0.314554507
4.597868968,255.89,126.79,86.54,15.69,5.94,6.36,0.328994137
4.603656126,268.22,132.16,92.56,19.11,9.02,7.73,0.375046095
4.609443279,282.6161616,143.4949495,101.4141414,20.44444444,8.96969697,8.151515152,0.396839411
4.615230425,276.65,139.01,94.96,17.61,6.54,6.24,0.342395339
4.621017565,267.57,132.77,92.62,17.46,7.12,6.82,0.364878188
4.6268047,281.96,142.9,101,21.62,9.41,8.78,0.45328544
4.63259184,269.9393939,133.7878788,91.88888889,15.87878788,5.919191919,5.98989899,0.332108787
4.638379002,256.59,126.41,86.01,15.66,5.99,6.14,0.338623865
4.644166156,255,126.4444444,86.39393939,15.25252525,5.858585859,6.31,0.333489995
4.649953305,264.9183673,131.8673469,92.39795918,17.6122449,7.306122449,7.12244898,0.394391734
4.655740448,275.77,137.22,94.44,17.03,6.69,6.36,0.336807766
4.661527585,263.4343434,130.8989899,87.65656566,16.27272727,7.02020202,6.74,0.362349355
4.667314717,257.5306122,127.4897959,86.92857143,16.42857143,6.734693878,6.65,0.340703367
4.673101843,261.29,128.92,89.14,16.77,7,6.86,0.382702188
4.678888965,255.28,125.12,86.17,15.41,6.79,6.78,0.372798855
4.684676084,258.81,128.31,88.99,18.22,8.12,7.76,0.403446989
4.690463197,264.7,130.81,90.68,17.55,7.66,7.64,0.391944513
4.696250309,270.22,135.83,93.43,18.18,7.46,6.8,0.358091057
4.702037414,266.49,131.78,90.28,16.67,6.51,6.62,0.348230705
4.707824518,269.6767677,134,90.95959596,16.86868687,6.838383838,6.19,0.335324476
4.713611615,273.3737374,135.2121212,94.06060606,17.02020202,6.727272727,6.616161616,0.361609502
4.719398714,289.7113402,145.6597938,99.98969072,19.04123711,8.371134021,7.404040404,0.364738141
4.725185807,274.6800001,136.8700001,94.3600001,17.8200001,7.7300001,7.3500001,0.357850491
4.730972898,284.0606061,141.5353535,97.58585859,17.52525253,7.191919192,6.71,0.366643386
4.736759988,273.13,136.17,92.84,16.12,6.59,6.32,0.343365704
4.742547075,524.28,166.96,91.09,19.37,10.2,9.06,0.483763256
4.748334161,1122.73,223.42,86.18,21.99,14.38,12.75,0.976106441
4.754121243,516.3367347,120.7857143,61.73469388,18.53061224,12.5,10.5959596,0.661574321
4.759908322,241.2222222,78.68686869,53.70707071,19.26262626,12.4040404,11.91,0.562979088
4.765695401,169.78,72.54,57.19,22.25,14.62,12.67,0.513445617
4.771482479,147.6,70.44,55.71,21.29,16.19,14.18,0.516741593
4.777269554,139.47,68.96,54.67,17.08,11.04,10.58,0.368628217
4.783056627,138.59,69.88,55.35,16.66,9.17,9.8,0.337387056
4.7888437,131.91,68.46,53.47,16.39,8.78,9.04,0.31933836
4.794630772,135.99,70.24,54.83,15.58,8.08,8.48,0.309443286
4.800417841,138.28,72.78,57.06,16.36,8.59,8.59,0.34165313
4.80620491,139.83,74.44,59.61,17.97,9.55,9.34,0.311627221
4.811992047,141.84,76.49,62.25,19.42,10.94,9.59,0.344026884
4.817779267,144.05,76.97,62.36,18.02,9.14,8.58,0.29470853
4.823566473,149.04,80.11,65.25,18.53,8.71,8.32,0.289196834
4.829353674,153.9191919,83.14141414,67.25252525,19.07070707,8.464646465,8.04,0.298793432
4.835140864,155.2424242,85.26262626,69.33333333,20.13131313,9.262626263,8.69,0.297102971
4.840928052,153.5454545,84.97979798,70.33333333,21.61616162,11.52525253,9.4,0.322548481
4.846715255,157.4285714,87.05102041,72.29591837,22.56122449,12.18367347,9.97,0.330134747
4.852502452,160.57,86.97,72.7,22.34,11.07,9.27,0.321545198
4.858289638,160,87.22,73.47,22.04,10.76,9.31,0.310068733
4.864076816,162.4646465,88.88888889,74.94949495,22.67676768,10.11111111,9,0.296620991
4.869863987,164.8,90.82,76.83,22.88,11.05,9.51,0.318635147
4.875651148,168.2626263,93.22222222,78.93939394,23.81818182,11.74747475,10.3030303,0.358455641
4.881438312,168.5050505,92.91919192,79.33333333,24.54545455,12.56565657,10.77777778,0.351847706
4.887225494,164.62,92.24,78.56,24.01,11.42,9.84,0.307772414
4.893012674,167.43,93.1,80.01,24.61,11.64,10,0.330142071
4.898799844,170.3737374,96.60606061,81.41414141,27.3030303,12.8989899,10.34,0.581774161
4.904587007,168.959596,94.63636364,82.32323232,25.35353535,11.26262626,9.636363636,0.333350325
4.910374165,169.7373737,95.15151515,82.97979798,26.1010101,13.19191919,11.14,0.355018026
4.916161315,170.3131313,96.12121212,83.22222222,26.78787879,13.25252525,11.18181818,0.343237088
4.921948459,183.08,103.09,90.73,28.86,13.57,11.18,0.34510673
4.927735599,190.75,108.03,93.84,29.8,13.25,10.83,0.330284146
4.933522731,182.3200001,103.3800001,91.0300001,29.5400001,13.9600001,11.0800001,0.350434884
4.939309859,178.6020408,101.7857143,91.03061224,33.48979592,21.2755102,15.17171717,0.413251147
4.945096984,177.4747475,101.3838384,92.15151515,35.25252525,20.72727273,13.32323232,0.396572915
4.950884102,175.3030303,100.5151515,88.34343434,30.16161616,14.49494949,10.38,0.362142287
4.956671218,176.22,101.06,90.46,31.54,17.57,12.99,0.395219747
4.962458329,177.5500001,101.3400001,91.6200001,34.0500001,18.3200001,12.6900001,0.384437031
4.968245437,178.65,103.21,93.94,34.39,17.53,12.75,0.440836884
4.974032543,178.41,102.4,91.02,31.47,14.42,10.75,0.341824127
4.979819643,182.21,104.96,95.71,36.39,20.46,14.18,0.41954225
4.985606742,185.2121212,106.8080808,97.73737374,36.86868687,20.23232323,13.87878788,0.430884093
4.991393834,188.1616162,107.1111111,98.29292929,35.60606061,17.3030303,12.78,0.39404179
4.997180929,188.02,108.97,99.86,35.04,18.04,13.74,0.406711783
5.002968019,190.31,111.16,101.47,37.15,19.5,14.17,0.436620506
5.008755108,195.1212121,113.1010101,102.6868687,37.13131313,17.44444444,12.75,0.381580549
5.014542191,203.25,118.95,108.12,37.38,17.42,12.49,0.36548525
5.020329275,198.95,115.22,105.51,36.52,17.62,12.1,0.36855191
5.026116357,200.2323232,115.4343434,106.6969697,39.14141414,20.83838384,14.75,0.432199334
5.031903437,198.6326532,114.8061226,105.5408164,41.13265316,23.94897969,14.97979808,0.426211509
5.037690516,198.2323232,116.3535354,107.2424242,43.78787879,23.8989899,14.23,0.42481531
5.043477591,198.81,114.69,106.16,39.89,19.21,12.58,0.393174515
5.049264665,196.9081633,115.5816327,107.7040816,40.24489796,19.57142857,14.15306122,0.401418118
5.055051741,198.12,114.57,108.38,40.37,19.29,13,0.407415525
5.060838811,198.6363636,116.6969697,109.2121212,41.09090909,20.68686869,14.3,0.425800785
5.066625881,203.24,117.29,109.61,41.47,20.69,13.54,0.413535901
5.072412951,202.8080808,117.6969697,111.5959596,42.73737374,21.32323232,14.50505051,0.412411293
5.07820002,206.8484848,120.1111111,113.3131313,44.82828283,23.3030303,14.53535354,0.429984674
5.083987088,207.96,122.67,116.54,45.16,22.33,16.26,0.464567778
5.089774154,207.0918367,122.2040816,114.7346939,43.66326531,20.19387755,14.11111111,0.40931522
5.095561219,208.3030303,123.5656566,117.4242424,47.07070707,23.49494949,16.3,0.495984964
5.101348284,208.7979798,122.3535354,117.0606061,45.90909091,22.46464646,15.18181818,0.469054274
5.107135345,212.62,125.08,117.15,45.59,22.26,14.98,0.443250451
5.112922409,213.8282828,126.3535354,118.7171717,46.75757576,22.06060606,14.51515152,0.431000868
5.11870947,216.87,127.48,123.46,48.14,20.95,14.18,0.422956874
5.124496533,218.9795919,130.8367348,125.734694,50.3877552,22.57142867,15.12121222,0.438963143
5.130283592,220.7272727,131.8282828,127.4141414,51.64646465,23.6969697,15.47,0.439976703
5.136070656,221.68,133.52,129.02,52.87,25.24,15.82,0.458837638
5.141857719,224.32,133.56,130.89,52.71,23.85,15.86,0.465971072
5.147644779,224.07,134.58,129.56,52.09,21.76,14.52,0.41933464
5.153431839,223.83,134.83,130.16,52.83,23.16,14.65,0.434763386
5.159218898,225.98,135.57,132.43,54.13,24.17,15.47,0.46007394
5.165005958,230.2,138.85,136.62,59.11,26.1,16.17,0.62650914
5.170793016,227.39,136.8,133.83,55.58,23.74,14.89,0.465912889
5.176580069,228.22,137.43,136.14,60.29,29.78,17.95,0.490774197
5.182367114,230.7200001,139.0100001,138.0200001,61.4600001,30.6700001,17.9200001,0.507419259
5.188154186,227.34,136.72,135.85,59.47,28.8,18.32,0.508290284
5.193941461,231.8484849,142.4545456,141.9595961,63.62626273,33.06060616,18.5300001,0.522918471
5.199728769,233.84,141.97,142.96,63.95,30.27,16.98,0.48694229
5.205516061,230.2828283,141.6060606,141.8585859,63.46464646,28.92929293,16.52525253,0.473633003
5.211303337,231.6666667,140.6060606,142.4646465,62.24242424,28.3030303,16.49,0.485976757
5.217090616,232.8673469,141.4897959,142.9285714,64.67346939,29.94897959,16.76530612,0.484776669
5.222877903,238.5353535,145.1515152,146.8484848,66.42424242,30.11111111,18.22222222,0.581443902
5.228665173,237.41,145.05,145.5,64.12,26.39,16,0.468743473
5.234452429,238.56,145.54,147.67,66.27272727,27.03,15.87,0.470964232
5.240239676,239.4,147.4,148.37,65.52,28.46,16.53,0.472157885
5.246026909,238.68,147.31,150.75,66.35,29.04,16.46,0.462794364
5.251814131,242.24,148.75,150.61,66.96,29.21,16.26,0.475563697
5.257601354,244.81,150.3,152.9,66.99,27.59,16.38,0.482205498
5.263388596,247.7171717,151.7070707,154.4848485,68.28282828,27.45454545,16.47,0.472054288
5.269175826,249.35,153.29,154.87,67.95,26.93,15.73,0.472775262
5.274963044,250.5656566,155.2020202,158.6565657,70.8989899,30.23232323,17.98989899,0.506410766
5.280750254,255.47,159.38,163.55,74.11,30.44,17.87,0.521758101
5.286537453,258.7070707,158.020202,162.969697,73.74747475,30.45454545,17.54,0.50810544
5.292324643,258.85,160.91,166,78.49,33.29,20.07,0.589434234
5.298111824,256.1414141,158.5050505,165.6464646,76.43434343,32.84848485,18.52525253,0.531898109
5.303898997,258.27,160.17,168,79.93,36.04,20.21,0.576230166
5.309686165,260.3367347,161.244898,170.1020408,82.04081633,38.06122449,20.88,0.571854391
5.315473323,262.0204082,163.9387755,173.5306122,93.25510204,54.93877551,27.34343434,0.719787453
5.321260476,263.56,164.79,175.43,91.87,48.03,22.26,0.611208811
5.327047621,254.9393939,159.1818182,165.7676768,78.29292929,31.5959596,18.09090909,0.531297742
5.332834762,258.57,161.68,170.25,83.61,36.34,20.02,0.568150437
5.338621898,259.8989899,162.7070707,171.3838384,86.16161616,42.47474747,21.74,0.634785784
5.344409028,260.24,162.34,173.05,86.06,37.22,19.08,0.540024988
5.350196152,262.5670103,164.4639175,176.9381443,92.62886598,47.19587629,24.3877551,0.644447663
5.355983273,265,169.72,180.66,97.49,49.8,23.11,0.639232515
5.361770389,261.7676768,164.1010101,174.6363636,84.55555556,31.68686869,16.31313131,0.473356298
5.367557501,262.02,165.38,177.55,86.18,32.83,17.84,0.748610364
5.37334461,272.5252525,171.8383838,186.2222222,95.04040404,39.56565657,22.07,0.593176397
5.379131714,270.9494949,171.4040404,183.7474747,90.60606061,36.53535354,19.96969697,0.64387011
5.384918817,270.75,170.79,184.93,95.11,40.69,21.78,0.601619212
5.390705914,271.1212121,172,186.1313131,94.19191919,37.47474747,19.83,0.564046917
5.396493009,275.7653061,177.5714286,193.4591837,105.7755102,49.55102041,27.72727273,0.763488065
5.402280104,270.1836735,171.4183673,186.2040816,93.71428571,37.35714286,19.48484848,0.546586429
5.408067195,266.989899,169.1212121,186.010101,92.44444444,34.66666667,17.96969697,0.576177071
5.413854282,266.84,168.66,187.17,94.28,35.46,18.75,0.539297422
5.419641367,271.78,172.05,190.83,97.76,36.05,18.03,0.540628905
5.425428451,273.81,173.19,191.14,97.56,37.6,18.62,0.538891327
5.431215531,276.81,177.6,196.35,101.66,36.76,18.86,0.561594649
5.437002612,273.2424242,176.0505051,193.3030303,99.68686869,38.47474747,20.8,0.5806367
5.442789689,276.5102041,177.4285714,197.255102,101.5102041,37.7244898,18.84,0.542763231
5.448576766,282.9696971,180.5555557,200.89899,104.6464647,38.98989909,20.58585869,0.571954518
5.454363841,287.74,184.29,204.08,105.09,40.52,20.32,0.570662029
5.460150915,288.09,185.55,204.29,108.48,43.61,20.73,0.577113938
5.465937984,283.93,182.39,203.63,107.75,43.94,20.93,0.577153126
5.471725054,284.54,182.06,201.46,105.08,40.29,19.56,0.552750159
5.477512121,287.38,184.11,203.27,104.11,38.25,19.45,0.550786085
5.483299189,299.8888889,193.4444444,219.7878788,122.9494949,48.95959596,24.19191919,0.739169851
5.489086253,302.97,195.18,220.4,127.53,67.1,34.02,0.914619069
5.494873318,311.2525253,201.2626263,228.7676768,150.5959596,95.66666667,41.37,1.028701727
5.500660382,304.6060606,197.2929293,222.9494949,132.3939394,63.94949495,29.34343434,0.859065625
5.506447446,299.969697,194.040404,216.2727273,115.8787879,46.58585859,23.08080808,0.651820851
5.512234514,303.020202,196.4141414,219.010101,118.1515152,49.28282828,23.73737374,0.718115552
5.518021581,305.83,199.63,223.42,121.36,49.62,22.61,0.644830271
5.523808647,310.34,201.61,226.24,120.46,47.53,23.07,0.6492754
5.529595712,310.52,201.55,228.68,122.64,48.2,24.21,0.665513759
5.535382779,312.1818182,202.8080808,227.6666667,124.7979798,47.68686869,23.08080808,0.668711049
5.541169843,313.46,204.45,230.73,131.96,57.01,26.94,0.735296962
5.5469569,309.98,201.34,228.52,125.25,49.48,23.67,0.650810117
5.552743934,311.5,204.1632653,232.9081633,128.7346939,48.76530612,22.89795918,0.655621832
5.558530961,315.3131313,206.3232323,234.8989899,134.5353535,53.61616162,24.74,0.697943748
5.56431799,315.020202,206.3030303,233.5454545,130.8484848,51.08080808,23.43434343,0.657311771
5.570105132,314.8080808,206.3434343,235.6969697,130.4949495,50.48484848,23.35,0.664232356
5.575892442,318.3737374,208.2424242,239.2727273,132.4949495,48.95959596,23.47474747,0.668961948
5.581679737,321.88,210.15,243.15,134.07,49.77,23.75,0.684136154
5.58746702,325.71,213.31,244.41,137.9,52.08,25.64,0.714566266
5.593254311,330.16,218.84,252.99,147.52,62.91,28.87,0.79639308
5.599041602,335.3,219.56,255.78,146.7,59.45,27.68,0.776805026
5.604828876,335.5454546,221.2626264,256.2020203,143.909091,53.26262636,24.7979799,0.702795957
5.610616136,335.26,221.72,257.38,144.94,52.48,24.33,0.704743494
5.616403383,335.82,223.32,259.38,146.99,54.11,24.58,0.702567661
5.622190619,338.1010101,223.9393939,260.8282828,149.3535354,53.81818182,23.49494949,0.693937472
5.627977844,338.68,225.64,261,149.75,53.66,25.12,0.700439352
5.63376507,343.6868687,228.7676768,267.1414141,154.6666667,56.88888889,25.86133038,0.80893641
5.639552308,340.79,227.03,267.67,153.56,55.58,25.11,0.731565739
5.64533953,338.6,226.87,265.76,154.97,56.72,25.62,0.736098582
5.651126741,345.62,232.91,274.81,164.43,62.54,27.32,0.789452646
5.656913945,345.7979798,232.7676768,275.0707071,162.040404,61.25252525,26.39393939,0.740095657
5.662701137,347.45,232.17,277.58,163.76,60.58,26.85,0.748539953
5.668488322,346.3636364,234.4242424,279.3333333,170.7272727,67.53535354,29.69,0.844396266
5.674275509,344.959596,233.1717172,282.969697,174.3535354,68.39393939,29.28,0.844232283
5.680062717,341.67,231.48,281.43,174.6,69.68,29.03,0.803921714
5.685849916,342.4,234.68,283.15,177.65,68.14,27.97,0.816261355
5.691637106,348.3333333,236.1515152,288.1818182,179.989899,69.62626263,28.98,0.812623316
5.697424286,359.3571429,246.755102,302.0918367,196.4795918,88.06122449,37.33333333,1.011439175
5.703211459,366.77,250.63,307.21,212.31,112.25,44.09,1.151125191
5.708998624,370.6428571,252.1734694,310.622449,209.6938776,94.51020408,35.53061224,1.035866016
5.714785782,366.4,251.54,308.32,194.89,77.07,30.99,0.942664895
5.720572931,376.1717172,257.7171717,311.1212121,200.4646465,85.26262626,36.35,0.993726678
5.726360075,383.32,262.51,324.38,221.93,110.84,43.79,1.165275407
5.732147214,380.8585859,259.7979798,317.3333333,202.4040404,84.66666667,34.33,0.999994469
5.737934347,386.1111111,262.5151515,317.1515152,199.3232323,78.81818182,32.25252525,0.919884153
5.743721474,401.16,273.55,335.4,217.33,92.22,37.38,1.060167597
5.749508595,400.9191919,272.1010101,330.6262626,206.1919192,81.51515152,32.6,0.938369043
5.755295714,388.68,265.76,323.91,204.13,78.57,31.5,0.908480019
5.761082827,401.1010101,272.2424242,335.1111111,216.3535354,86.21212121,34.31313131,0.962784749
5.766869934,403.58,276.24,338.4,218.14,88.38,34.66,1.005580752
5.772657041,402.4747475,276.5656566,338.5555556,218.5858586,86.41414141,34.84848485,0.997283534
5.778444141,405.69,280.49,345.56,223.55,88.43,34.25,1.045075636
5.784231238,403.6767677,277.9191919,344.1010101,224.8080808,88.88888889,33.86,0.978989091
5.790018333,413.5454545,284.6161616,356.3939394,238.8484848,102.4848485,42.01010101,1.270265563
5.795805424,413.25,285.94,355.11,233.96,93.64,34.82,1.012779945
5.801592512,417.5858586,289.2121212,358.5353535,238.1717172,95.52525253,36.08080808,1.032827716
5.807379597,419.4545455,291.969697,361.7373737,240.4848485,98.95959596,37.49494949,1.060608289
5.81316668,424.35,292.43,365.04,243.11,103.93,40.37,1.108844332
5.818953761,432.19,299.4,372.85,245.49,102.82,37.82,1.071968223
5.824740839,437.628866,303.5360825,378.5670103,251.0412371,103.5463918,37.90816327,1.067181245
5.830527917,447.03,310.51,383.99,255.41,108.58,41.22,1.150917683
5.836314989,454.49,312.78,391.65,264.7,116.18,43.11,1.17391472
5.842102062,462.3030303,321.4545455,405.2323232,293.2727273,138.6464646,55.37,2.257988777
5.847889131,461.5,320.23,398.29,274.21,123.3,43.69,1.2070629
5.853676202,461.52,321.05,399.07,272.63,120.82,41.35,1.185487829
5.85946327,461.6060606,321.4040404,400.8383838,275.7575758,117.5050505,40,1.160234297
5.865250334,468.73,326.01,406.77,277.66,120.36,42.89,1.193273275
5.8710374,473.43,329,412.76,280.43,119.13,41.24,1.167406447
5.876824463,477.4040404,333.1919192,416.3939394,287.3535354,124.6161616,42.81,1.214747103
5.882611525,488.71,339.98,428.56,301.37,135.05,46.05,1.287392076
5.888398586,493.34,344.93,431.95,302.34,135.04,46.38,1.282999648
