Day fraction since midnight on 11/19/2020	7 kPa (cm)	Q sed difference ()	Raw water pump ()	settled bulk pump ()	Clay pump Run ()	PACl pump Run ()	Floc hopper pump  ()	Q Clay (PID control) ()	Q settled bulk pump (mL/s)	Q Raw (mL/s)	Q removed (mL/s)	Q Floc Hopper ()	Turb settled w/ blanket ()	Turb settled w/out blanket  ()	PC1 & 2 pump ()	ChemTrac Buffer ()	PC 1.2 bin1 N ()	PC 1.2 bin2 N ()	PC 1.2 bin3 N ()	PC 1.2 bin4 N ()	PC 1.2 bin5 N ()	PC 1.2 bin6 N ()	PC 1.2 Cell  ()	PC 1.2 Laser ()	PC 1.2 Total N ()	PC 1.3 bin1 N ()	PC 1.3 bin2 N ()	PC 1.3 bin3 N ()	PC 1.3 bin4 N ()	PC 1.3 bin5 N ()	PC 1.3 bin6 N ()	PC 1.3 Cell ()	PC 1.3 Laser ()	PC 1.3 Total N ()	UV 1.1 Compensated UVA ()	UV 1.1 UVA ()	UV 1.1 UVT ()	Target turbidity experiment (NTU)	Turb influent  ()	PID Output ()
0.60439742	10.13829041	1.20770000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.39100000	6.10770000	1.50900000	0.29400000	0.00000000	0.00000000	0.82002250	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025220	0.41603589	0.00000000
0.60445494	10.12518978	1.20770000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.39100000	6.10770000	1.50900000	0.29400000	0.10877214	0.58760405	0.82002250	7.53152418	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000999	0.00000000	0.00071162	0.41460019	0.00000000
0.60451246	10.13603020	1.20770000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.39100000	6.10770000	1.50900000	0.29400000	0.11713158	0.39031711	0.82002250	10.74299955	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000999	0.00000000	0.00117067	0.41359797	0.00000000
0.60456998	10.15457058	1.20770000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.39100000	6.10770000	1.50900000	0.29400000	0.11713158	0.39031711	0.82002250	16.23717880	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000999	0.00000000	0.00163083	0.41302338	0.00000000
0.60462750	10.13988400	1.20770000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.39100000	6.10770000	1.50900000	0.29400000	0.17921795	0.28430638	0.82002250	19.46156979	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000999	0.00000000	0.00209135	0.41092443	0.00000000
0.60468502	10.10269260	1.20770000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.39100000	6.10770000	1.50900000	0.29400000	0.17921795	0.28430638	0.82002250	25.96597767	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000999	0.00000000	0.00255298	0.40927985	0.00000000
0.60474254	10.13085270	1.20770000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.39100000	6.10770000	1.50900000	0.29400000	0.13712221	0.24318859	0.82002250	31.78623533	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000999	0.00000000	0.00301280	0.40936393	0.00000000
0.60480006	10.08699226	1.20770000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.39100000	6.10770000	1.50900000	0.29400000	0.13712221	0.24318859	0.82002250	36.56917858	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000999	0.00000000	0.00347268	0.40940192	0.00000000
0.60485758	10.08216286	1.20770000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.39100000	6.10770000	1.50900000	0.29400000	0.13712221	0.21893176	0.82002250	42.02461863	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000999	0.00000000	0.00393201	0.40996721	0.00000000
0.60491510	10.10037231	1.20770000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.39100000	6.10770000	1.50900000	0.29400000	0.13712221	0.21893176	0.82002250	46.83140421	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000999	0.00000000	0.00439400	0.41338834	0.00000000
