Day fraction since midnight on 2/27/2021	7 kPa (cm)	pH probe (pH)	Q sed difference ()	Raw water pump ()	settled bulk pump ()	Clay pump Run ()	PACl pump Run ()	Floc hopper pump  ()	Q settled bulk pump (mL/s)	Q removed (mL/s)	Q floc hopper add term ()	Q Floc Hopper ()	Turb settled w/ blanket ()	Turb settled w/out blanket  ()	PC1 & 2 pump ()	ChemTrac Buffer ()	PC 1.2 bin1 N ()	PC 1.2 bin2 N ()	PC 1.2 bin3 N ()	PC 1.2 bin4 N ()	PC 1.2 bin5 N ()	PC 1.2 bin6 N ()	PC 1.2 Cell  ()	PC 1.2 Laser ()	PC 1.2 Total N ()	PC 1.3 bin1 N ()	PC 1.3 bin2 N ()	PC 1.3 bin3 N ()	PC 1.3 bin4 N ()	PC 1.3 bin5 N ()	PC 1.3 bin6 N ()	PC 1.3 Cell ()	PC 1.3 Laser ()	PC 1.3 Total N ()	UV 1.1 Compensated UVA ()	UV 1.1 UVA ()	UV 1.1 UVT ()	Turb influent  ()	PC1 & 2 pump #2 ()	Count states ()	Small Scale ()	PC 1.3 Bin 1 ppb ()	PC 1.3 Bin 2 ppb ()	PC 1.3 Bin 3 ppb ()	PC 1.3 Bin 4 ppb ()	PC 1.3 Bin 5 ppb ()	PC 1.3 Bin 6 ppb ()	PC 1.3 Total ppb ()
0.03177568	-0.24648356	6.33246803	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.69612682	2.51764488	0.88192771	458858.06140471	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	611.00000000	433.00000000	536.00000000	382.00000000	196.00000000	60.00000000	100.00000000	101.00000000	2221.00000000	0.04354902	0.15245727	70.42135620	0.25514248	0.81333333	0.00000000	360.50000000	5.01000023	13.27000046	84.73000336	415.60000610	1379.34997559	0.00000000	4870.75000000
0.03183354	-0.21814536	6.33110571	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.69612682	2.52919745	0.88192771	458862.28290462	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	611.00000000	433.00000000	536.00000000	382.00000000	196.00000000	60.00000000	100.00000000	101.00000000	2221.00000000	0.04354902	0.15245727	70.42135620	0.25484282	0.81333333	0.00000000	360.50000000	5.09999990	13.14999962	84.59999847	426.73999023	1400.34997559	0.00000000	4955.79003906
0.03189140	-0.20846736	6.33262968	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.68807995	2.52919745	0.88192771	458866.69828939	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	615.00000000	426.00000000	532.00000000	390.00000000	195.00000000	59.00000000	100.00000000	101.00000000	2220.00000000	0.04525007	0.15204446	70.48831940	0.25460154	0.81333333	0.00000000	360.50000000	5.09999990	13.14999962	84.59999847	426.73999023	1400.34997559	0.00000000	4955.79003906
0.03194927	-0.19435306	6.33175468	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.68807995	2.53960991	0.88192771	458871.30456066	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	615.00000000	426.00000000	532.00000000	390.00000000	195.00000000	59.00000000	100.00000000	101.00000000	2220.00000000	0.04525007	0.15204446	70.48831940	0.25448862	0.81333333	0.00000000	360.50000000	5.09999990	13.14999962	84.59999847	426.73999023	1400.34997559	0.00000000	4955.79003906
0.03200715	-0.17845558	6.33267307	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.66463542	2.53960991	0.88192771	458875.14428854	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	615.00000000	426.00000000	532.00000000	390.00000000	195.00000000	59.00000000	100.00000000	101.00000000	2220.00000000	0.04525007	0.15204446	70.48831940	0.25444949	0.81333333	0.00000000	360.50000000	5.09999990	13.14999962	84.59999847	426.73999023	1400.34997559	0.00000000	4955.79003906
0.03206501	-0.21678948	6.33232307	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.66463542	2.53960991	0.88192771	458879.57583094	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	615.00000000	426.00000000	532.00000000	390.00000000	195.00000000	59.00000000	100.00000000	101.00000000	2220.00000000	0.04272409	0.15333681	70.27890778	0.25443801	0.81333333	0.00000000	360.50000000	271834157017140998000000.00000000	0.00000004	6638680234453368830.00000000	0.00000000	0.00000000	0.00000000	0.00000004
0.03212288	-0.17210618	6.33049631	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.68672168	2.61874533	0.88192771	458888.02382946	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	617.00000000	427.00000000	533.00000000	388.00000000	193.00000000	59.00000000	100.00000000	101.00000000	2220.00000000	0.04272409	0.15333681	70.27890778	0.25454763	0.81333333	0.00000000	360.50000000	5.17999983	13.26000023	83.90000153	424.08999634	1362.86999512	0.00000000	4862.83984375
0.03218077	-0.21121737	6.33343983	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.68672168	2.61874533	0.88192771	458892.43921423	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	617.00000000	427.00000000	533.00000000	388.00000000	193.00000000	59.00000000	100.00000000	101.00000000	2220.00000000	0.04248029	0.15153988	70.57025146	0.25451362	0.81333333	0.00000000	360.50000000	5.17999983	13.26000023	83.90000153	424.08999634	1362.86999512	0.00000000	4862.83984375
0.03223863	-0.17695338	6.32947016	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.67156708	2.56642604	0.88192771	458896.85283422	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	617.00000000	427.00000000	533.00000000	388.00000000	193.00000000	59.00000000	100.00000000	101.00000000	2220.00000000	0.04248029	0.15153988	70.57025146	0.25440708	0.81333333	0.00000000	360.50000000	5.17999983	13.26000023	83.90000153	424.08999634	1362.86999512	0.00000000	4862.83984375
0.03229650	-0.18648183	6.33192205	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.67156708	2.56642604	0.88192771	458901.07733345	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	617.00000000	427.00000000	533.00000000	388.00000000	193.00000000	59.00000000	100.00000000	101.00000000	2220.00000000	0.04702248	0.15554433	69.92263031	0.25446227	0.81333333	0.00000000	360.50000000	5.17999983	13.26000023	83.90000153	424.08999634	1362.86999512	0.00000000	4862.83984375
0.03235438	-0.20662192	6.33022976	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.62422931	2.55057573	0.88192771	458905.30308723	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	617.00000000	427.00000000	533.00000000	388.00000000	193.00000000	59.00000000	100.00000000	101.00000000	2220.00000000	0.04702248	0.15554433	69.92263031	0.25462660	0.81333333	0.00000000	360.50000000	5.17999983	13.26000023	83.90000153	424.08999634	1362.86999512	0.00000000	4862.83984375
0.03241224	-0.21424361	6.33199167	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.62422931	2.55057573	0.88192771	458909.52458620	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	617.00000000	427.00000000	533.00000000	388.00000000	193.00000000	59.00000000	100.00000000	101.00000000	2220.00000000	0.04337606	0.15178369	70.53064728	0.25456414	0.81333333	0.00000000	360.50000000	5.11999989	13.10999966	86.16999817	418.32998657	1407.42004395	0.00000000	4654.62988281
0.03247013	-0.17781007	6.33176851	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.73224235	2.53862810	0.88192771	458918.54724312	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	617.00000000	423.00000000	545.00000000	388.00000000	198.00000000	54.00000000	100.00000000	101.00000000	2227.00000000	0.04337606	0.15178369	70.53064728	0.25493237	0.81333333	0.00000000	360.50000000	5.11999989	13.10999966	86.16999817	418.32998657	1407.42004395	0.00000000	4654.62988281
0.03252799	-0.18414007	6.33314133	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.73224235	2.53862810	0.88192771	458922.59484625	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	617.00000000	423.00000000	545.00000000	388.00000000	198.00000000	54.00000000	100.00000000	101.00000000	2227.00000000	0.04590647	0.15618601	69.81941223	0.25518969	0.81333333	0.00000000	360.50000000	5.11999989	13.10999966	86.16999817	418.32998657	1407.42004395	0.00000000	4654.62988281
0.03258587	-0.19938049	6.33246231	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.69000173	2.53833437	0.88192771	458926.99424171	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	617.00000000	423.00000000	545.00000000	388.00000000	198.00000000	54.00000000	100.00000000	101.00000000	2227.00000000	0.04590647	0.15618601	69.81941223	0.25514010	0.81333333	0.00000000	360.50000000	5.11999989	13.10999966	86.16999817	418.32998657	1407.42004395	0.00000000	4654.62988281
0.03264373	-0.17616230	6.33184433	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.69000173	2.53833437	0.88192771	458931.04015684	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	617.00000000	423.00000000	545.00000000	388.00000000	198.00000000	54.00000000	100.00000000	101.00000000	2227.00000000	0.04549745	0.15499666	70.01084900	0.25523344	0.81333333	0.00000000	360.40000000	5.11999989	13.10999966	86.16999817	418.32998657	1407.42004395	0.00000000	4654.62988281
0.03270161	-0.19967182	6.33316374	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.64410746	2.54328322	0.88192771	458935.45710564	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	617.00000000	423.00000000	545.00000000	388.00000000	198.00000000	54.00000000	100.00000000	101.00000000	2227.00000000	0.04549745	0.15499666	70.01084900	0.25519422	0.81333333	0.00000000	360.40000000	5.11999989	13.10999966	86.16999817	418.32998657	1407.42004395	0.00000000	4654.62988281
0.03275949	-0.16992661	6.33261776	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.64410746	2.54328322	0.88192771	458939.87065363	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	604.00000000	430.00000000	538.00000000	391.00000000	197.00000000	58.00000000	100.00000000	101.00000000	2221.00000000	0.04549745	0.15499666	70.01084900	0.25542212	0.81333333	0.00000000	360.50000000	5.01000023	13.27000046	84.68000031	423.88000488	1399.39001465	0.00000000	4965.16992187
0.03281735	-0.19922341	6.33338451	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.64410746	2.53548813	0.88192771	458948.31965256	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	604.00000000	430.00000000	538.00000000	391.00000000	197.00000000	58.00000000	100.00000000	101.00000000	2221.00000000	0.04330902	0.15271361	70.37981415	0.25557119	0.81333333	0.00000000	360.50000000	5.01000023	13.27000046	84.68000031	423.88000488	1399.39001465	0.00000000	4965.16992187
0.03287523	-0.18360700	6.33139467	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.64410746	2.53548813	0.88192771	458952.54315042	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	604.00000000	430.00000000	538.00000000	391.00000000	197.00000000	58.00000000	100.00000000	101.00000000	2221.00000000	0.04156904	0.15258899	70.40000916	0.25542772	0.81333333	0.00000000	360.40000000	5.01000023	13.27000046	84.68000031	423.88000488	1399.39001465	0.00000000	4965.16992187
0.03293310	-0.22149019	6.33201218	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.61641872	2.54356408	0.88192771	458957.34251976	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	604.00000000	430.00000000	538.00000000	391.00000000	197.00000000	58.00000000	100.00000000	101.00000000	2221.00000000	0.04156904	0.15258899	70.40000916	0.25484121	0.81333333	0.00000000	360.50000000	5.01000023	13.27000046	84.68000031	423.88000488	1399.39001465	0.00000000	4965.16992187
0.03299097	-0.19106843	6.33233738	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.61641872	2.54356408	0.88192771	458961.19723654	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	604.00000000	430.00000000	538.00000000	391.00000000	197.00000000	58.00000000	100.00000000	101.00000000	2221.00000000	0.04156904	0.15258899	70.40000916	0.25468534	0.81333333	0.00000000	360.50000000	5.01000023	13.27000046	84.68000031	423.88000488	1399.39001465	0.00000000	4965.16992187
0.03304884	-0.16680110	6.33266973	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.63043320	2.54356408	0.88192771	458965.40574646	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	612.00000000	423.00000000	537.00000000	392.00000000	189.00000000	56.00000000	100.00000000	101.00000000	2211.00000000	0.04412994	0.15470819	70.05736542	0.25490442	0.81333333	0.00000000	360.40000000	5.07000017	13.05000019	85.33999634	423.32998657	1341.06005859	0.00000000	4624.62988281
0.03310671	-0.17026880	6.33172464	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.63043320	2.54356408	0.88192771	458970.20390463	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	612.00000000	423.00000000	537.00000000	392.00000000	189.00000000	56.00000000	100.00000000	101.00000000	2211.00000000	0.04412994	0.15470819	70.05736542	0.25476062	0.81333333	0.00000000	360.40000000	5.07000017	13.05000019	85.33999634	423.32998657	1341.06005859	0.00000000	4624.62988281
0.03316459	-0.20066883	6.33253241	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.61760914	2.54513693	0.88192771	458978.28129578	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	612.00000000	423.00000000	537.00000000	392.00000000	189.00000000	56.00000000	100.00000000	101.00000000	2211.00000000	0.04098956	0.15384312	70.19703674	0.25461531	0.81333333	0.00000000	360.50000000	5.07000017	13.05000019	85.33999634	423.32998657	1341.06005859	0.00000000	4624.62988281
0.03322245	-0.17795204	6.33150482	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.61760914	2.54513693	0.88192771	458982.31490564	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	612.00000000	423.00000000	537.00000000	392.00000000	189.00000000	56.00000000	100.00000000	101.00000000	2211.00000000	0.04098956	0.15384312	70.19703674	0.25458999	0.81333333	0.00000000	360.50000000	5.07000017	13.05000019	85.33999634	423.32998657	1341.06005859	0.00000000	4624.62988281
0.03328032	-0.16443275	6.33328342	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.65219736	2.54819870	0.88192771	458987.11306715	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	612.00000000	423.00000000	537.00000000	392.00000000	189.00000000	56.00000000	100.00000000	101.00000000	2211.00000000	0.04382432	0.15587583	69.86928558	0.25448960	0.81333333	0.00000000	360.50000000	5.07000017	13.56000042	90.66000366	486.85998535	1609.64001465	0.00000000	5897.08007812
0.03333819	-0.17324041	6.33395052	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.65219736	2.54819870	0.88192771	458991.33556557	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	611.00000000	436.00000000	566.00000000	443.00000000	230.00000000	66.00000000	100.00000000	101.00000000	2357.00000000	0.04382432	0.15587583	69.86928558	0.25445116	0.81333333	0.00000000	360.50000000	5.07000017	13.56000042	90.66000366	486.85998535	1609.64001465	0.00000000	5897.08007812
0.03339608	-0.17927474	6.33265924	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.83303475	2.56468534	0.88192771	458995.75095129	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	611.00000000	436.00000000	566.00000000	443.00000000	230.00000000	66.00000000	100.00000000	101.00000000	2357.00000000	0.04382432	0.15587583	69.86928558	0.25437391	0.81333333	0.00000000	360.50000000	5.07000017	13.56000042	90.66000366	486.85998535	1609.64001465	0.00000000	5897.08007812
0.03345393	-0.18263651	6.33160305	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.83303475	2.56468534	0.88192771	458999.97644949	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	611.00000000	436.00000000	566.00000000	443.00000000	230.00000000	66.00000000	100.00000000	101.00000000	2357.00000000	0.04382432	0.15587583	69.86928558	0.25420162	0.81333333	0.00000000	360.50000000	5.07000017	13.56000042	90.66000366	486.85998535	1609.64001465	0.00000000	5897.08007812
0.03351182	-0.19486676	6.33170652	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.88089275	2.56081414	0.88192771	459008.24775648	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	611.00000000	436.00000000	566.00000000	443.00000000	230.00000000	66.00000000	100.00000000	101.00000000	2357.00000000	0.04247387	0.15357685	70.24008179	0.25401703	0.81333333	0.00000000	360.40000000	5.07000017	13.56000042	90.66000366	486.85998535	1609.64001465	0.00000000	5897.08007812
0.03356968	-0.22538052	6.33392763	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.88089275	2.56081414	0.88192771	459013.04491615	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	610.00000000	437.00000000	548.00000000	430.00000000	226.00000000	69.00000000	100.00000000	101.00000000	2324.00000000	0.04480267	0.15517740	69.98172760	0.25373670	0.81333333	0.00000000	360.50000000	5.07000017	13.56000042	90.66000366	486.85998535	1609.64001465	0.00000000	5897.08007812
0.03362756	-0.21554862	6.33244610	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.82130206	2.55647016	0.88192771	459017.27055836	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	610.00000000	437.00000000	548.00000000	430.00000000	226.00000000	69.00000000	100.00000000	101.00000000	2324.00000000	0.04480267	0.15517740	69.98172760	0.25342762	0.81333333	0.00000000	360.40000000	5.05999994	13.39999962	87.54000092	470.64001465	1566.42004395	0.00000000	5831.18994141
0.03368543	-0.18520580	6.33179522	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.94403791	2.55647016	0.88192771	459021.49222136	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	610.00000000	437.00000000	548.00000000	430.00000000	226.00000000	69.00000000	100.00000000	101.00000000	2324.00000000	0.04670283	0.15590245	69.86501312	0.25359589	0.81333333	0.00000000	360.40000000	5.05999994	13.39999962	87.54000092	470.64001465	1566.42004395	0.00000000	5831.18994141
0.03374331	-0.20106791	6.33112955	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.94403791	2.55647016	0.88192771	459025.71791363	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	610.00000000	437.00000000	548.00000000	430.00000000	226.00000000	69.00000000	100.00000000	101.00000000	2324.00000000	0.04670283	0.15590245	69.86501312	0.25356159	0.81333333	0.00000000	360.50000000	5.05999994	13.39999962	87.54000092	470.64001465	1566.42004395	0.00000000	5831.18994141
0.03380117	-0.17757131	6.33137417	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.94403791	2.55647999	0.88192771	459030.13143682	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	610.00000000	437.00000000	548.00000000	430.00000000	226.00000000	69.00000000	100.00000000	101.00000000	2324.00000000	0.04670283	0.15590245	69.86501312	0.25355999	0.81333333	0.00000000	360.40000000	5.05999994	13.39999962	87.54000092	470.64001465	1566.42004395	0.00000000	5831.18994141
0.03385905	-0.19967851	6.33214998	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.94403791	2.55647999	0.88192771	459038.77032328	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	616.00000000	434.00000000	540.00000000	399.00000000	213.00000000	61.00000000	100.00000000	101.00000000	2265.00000000	0.04535048	0.15521809	69.97516632	0.25341809	0.81333333	0.00000000	360.50000000	5.05999994	13.39999962	87.54000092	470.64001465	1566.42004395	0.00000000	5831.18994141
0.03391691	-0.17892504	6.33218956	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.96128094	2.57579780	0.88192771	459042.99381590	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	616.00000000	434.00000000	540.00000000	399.00000000	213.00000000	61.00000000	100.00000000	101.00000000	2265.00000000	0.04697533	0.15536833	69.95097351	0.25306538	0.81333333	0.00000000	360.40000000	5.09999990	13.40999985	86.19999695	434.77999878	1501.36999512	0.00000000	5200.06005859
0.03397480	-0.20443532	6.33139992	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.96128094	2.57579780	0.88192771	459047.21748209	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	616.00000000	434.00000000	540.00000000	399.00000000	213.00000000	61.00000000	100.00000000	101.00000000	2265.00000000	0.04697533	0.15536833	69.95097351	0.25304425	0.81333333	0.00000000	360.50000000	5.09999990	13.40999985	86.19999695	434.77999878	1501.36999512	0.00000000	5200.06005859
0.03403265	-0.18205941	6.33152866	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.87091291	2.57579780	0.88192771	459051.45496893	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	616.00000000	434.00000000	540.00000000	399.00000000	213.00000000	61.00000000	100.00000000	101.00000000	2265.00000000	0.04697533	0.15536833	69.95097351	0.25325611	0.81333333	0.00000000	360.40000000	5.09999990	13.40999985	86.19999695	434.77999878	1501.36999512	0.00000000	5200.06005859
0.03409054	-0.18960281	6.33175755	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.87091291	2.57579780	0.88192771	459056.06423426	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	616.00000000	434.00000000	540.00000000	399.00000000	213.00000000	61.00000000	100.00000000	101.00000000	2265.00000000	0.04388034	0.15605810	69.83997345	0.25325346	0.81333333	0.00000000	360.40000000	5.09999990	13.40999985	86.19999695	434.77999878	1501.36999512	0.00000000	5200.06005859
0.03414842	-0.15693156	6.33293581	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.82749116	2.54170966	0.88192771	459060.09584332	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	616.00000000	434.00000000	540.00000000	399.00000000	213.00000000	61.00000000	100.00000000	101.00000000	2265.00000000	0.04388034	0.15605810	69.83997345	0.25316730	0.81333333	0.00000000	360.40000000	5.11000013	13.23999977	86.83000183	443.95001221	1565.51000977	0.00000000	5284.39990234
0.03420628	-0.23605892	6.33312178	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.82749116	2.54170966	0.88192771	459068.73285294	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	616.00000000	433.00000000	549.00000000	403.00000000	221.00000000	62.00000000	100.00000000	101.00000000	2286.00000000	0.04123370	0.15568601	69.89983368	0.25320956	0.81333333	0.00000000	360.40000000	5.11000013	13.23999977	86.83000183	443.95001221	1565.51000977	0.00000000	5284.39990234
0.03426414	-0.18290345	6.33354187	1.22000000	66.52173913	65.39325843	0.00000000	0.74534161	0.00000000	3.88000000	1.22000000	0.00000000	0.00000000	1.82048619	2.54094291	0.88192771	459073.72612381	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	71.00000000	101.00000000	0.00000000	616.00000000	433.00000000	549.00000000	403.00000000	221.00000000	62.00000000	100.00000000	101.00000000	2286.00000000	0.04225068	0.15444264	70.10020447	0.25318936	0.81333333	0.00000000	360.40000000	5.11000013	13.23999977	86.83000183	443.95001221	1565.51000977	0.00000000	5284.39990234
