Day fraction since midnight on 12/9/2020	7 kPa (cm)	Q sed difference ()	Raw water pump ()	settled bulk pump ()	Clay pump Run ()	PACl pump Run ()	Floc hopper pump  ()	Q Clay (PID control) ()	Q clay pump (mL/s)	Q settled bulk pump (mL/s)	Q Raw (mL/s)	Q removed (mL/s)	Q Floc Hopper ()	Turb settled w/ blanket ()	Turb settled w/out blanket  ()	PC1 & 2 pump ()	ChemTrac Buffer ()	PC 1.2 bin1 N ()	PC 1.2 bin2 N ()	PC 1.2 bin3 N ()	PC 1.2 bin4 N ()	PC 1.2 bin5 N ()	PC 1.2 bin6 N ()	PC 1.2 Cell  ()	PC 1.2 Laser ()	PC 1.2 Total N ()	PC 1.3 bin1 N ()	PC 1.3 bin2 N ()	PC 1.3 bin3 N ()	PC 1.3 bin4 N ()	PC 1.3 bin5 N ()	PC 1.3 bin6 N ()	PC 1.3 Cell ()	PC 1.3 Laser ()	PC 1.3 Total N ()	UV 1.1 Compensated UVA ()	UV 1.1 UVA ()	UV 1.1 UVT ()	Target turbidity experiment (NTU)	Turb influent  ()	PID Output ()
0.0000505	27.68881226	1.16881561	74.31202817	54.98918919	20.67957782	0	91.39896373	0	0.04618439	3.391	6.06881563	1.509	0.294	5.38809299	5.86462021	0.8200225	99757.29498	11224	6285	2738	223	10	1	97	100	20480	10351	5787	2393	192	9	0	99	100	18733	0.06081045	0.07165828	84.81895447	0.04618439	6.09110069	0
0.00010837	27.57250404	1.16881329	74.3119998	54.98918919	20.6806143	0	91.39896373	0	0.04618671	3.391	6.06881332	1.509	0.294	5.38809299	5.86462021	0.8200225	99762.61077	11193	6294	2726	223	6	1	97	100	20442	10351	5787	2393	192	9	0	99	100	18733	0.06081045	0.07165828	84.81895447	0.04618671	6.08623171	0
0.00016625	27.65367699	1.16881098	74.31197145	54.98918919	20.68165163	0	91.39896373	0	0.04618903	3.391	6.068811	1.509	0.294	5.39524746	5.87527132	0.8200225	99768.13458	11193	6294	2726	223	6	1	97	100	20442	10351	5787	2393	192	9	0	99	100	18733	0.06153552	0.0726918	84.61737061	0.04618903	6.08573484	0
0.00022412	27.58753014	1.16880867	74.31194314	54.98918919	20.6826871	0	91.39896373	0	0.04619134	3.391	6.06880869	1.509	0.294	5.39524746	5.87527132	0.8200225	99773.18664	11193	6294	2726	223	6	1	97	100	20442	10351	5787	2393	192	9	0	99	100	18733	0.06153552	0.0726918	84.61737061	0.04619134	6.08274221	0
0.00028199	27.70402527	1.16880635	74.31191479	54.98918919	20.68372379	0	91.39896373	0	0.04619365	3.391	6.06880637	1.509	0.294	5.39524746	5.87527132	0.8200225	99773.18664	11193	6294	2726	223	6	1	97	100	20442	10351	5787	2393	192	9	0	99	100	18733	0.06153552	0.0726918	84.61737061	0.04619365	6.08340502	0
0.00033986	27.57998848	1.16880403	74.3118864	54.98918919	20.6847611	0	91.39896373	0	0.04619597	3.391	6.06880405	1.509	0.294	5.39524746	5.87527132	0.8200225	99778.45545	11193.00001	6294.00001	2726.00001	223.00001	6.00000999	1.00000999	97.00000999	100.00001	20442.00001	10351.00001	5787.00001	2393.00001	192.00001	9.00000999	0.00000999	99.00000999	100.00001	18733.00001	0.06153999	0.07269999	84.61737999	0.04619597	6.07832432	0
0.00039773	27.63502312	1.16880172	74.3118581	54.98918919	20.68579675	0	91.39896373	0	0.04619828	3.391	6.06880174	1.509	0.294	5.39524999	5.86539841	0.8200225	99784.03507	11237	6281	2708	222	7	1	97	100	20455	10377	5761	2407	201	7	1	99	100	18754	0.06075891	0.07263304	84.6288147	0.04619828	6.07688475	0
0.00045561	27.65079308	1.16879941	74.31182975	54.98918919	20.68683322	0	91.39896373	0	0.0462006	3.391	6.06879943	1.509	0.294	5.39524999	5.86539841	0.8200225	99789.13598	11237	6281	2708	222	7	1	97	100	20455	10377	5761	2407	201	7	1	99	100	18754	0.06075891	0.07263304	84.6288147	0.0462006	6.07741833	0
0.00051348	27.62976837	1.16879709	74.31180138	54.98918919	20.68787058	0	91.39896373	0	0.04620291	3.391	6.06879711	1.509	0.294	5.27622986	5.97749758	0.8200225	99794.98045	11237.00001	6281.00001	2708.00001	222.00001	7.00000999	1.00000999	97.00000999	100.00001	20455.00001	10377.00001	5761.00001	2407.00001	201.00001	7.00000999	1.00000999	99.00000999	100.00001	18754.00001	0.06075999	0.07263999	84.62881999	0.04620291	6.06688023	0
0.00057134	27.64779091	1.16879478	74.31177306	54.98918919	20.68890623	0	91.39896373	0	0.04620523	3.391	6.0687948	1.509	0.294	5.27622986	5.97749758	0.8200225	99799.71883	11221	6289	2743	245	13	1	97	100	20512	10377	5761	2407	201	7	1	99	100	18754	0.0622128	0.07384916	84.39219666	0.04620523	6.0795579	0
0.00062921	27.56998825	1.16879246	74.3117447	54.98918919	20.68994354	0	91.39896373	0	0.04620754	3.391	6.06879248	1.509	0.294	5.3032856	5.89363813	0.8200225	99805.02461	11221	6289	2743	245	13	1	97	100	20512	10377	5761	2407	201	7	1	99	100	18754	0.0622128	0.07384916	84.39219666	0.04620754	6.08771801	0
0.00068708	27.68258858	1.16879014	74.31171635	54.98918919	20.69098006	0	91.39896373	0	0.04620986	3.391	6.06879016	1.509	0.294	5.3032856	5.89363813	0.8200225	99810.3434	11198	6282	2743	256	14	0	97	100	20493	10396	5725	2396	196	8	0	99	100	18722	0.06266825	0.07341436	84.47672272	0.04620986	6.09023762	0
0.00074495	27.6322155	1.16878783	74.31168803	54.98918919	20.69201571	0	91.39896373	0	0.04621217	3.391	6.06878785	1.509	0.294	5.21030617	5.85873413	0.8200225	99815.61139	11198	6282	2743	256	14	0	97	100	20493	10396	5725	2396	196	8	0	99	100	18722	0.06122676	0.07232547	84.68876648	0.04621217	6.08726358	0
0.00080282	27.64268875	1.16878552	74.31165968	54.98918919	20.69305219	0	91.39896373	0	0.04621449	3.391	6.06878554	1.509	0.294	5.14604521	5.85873413	0.8200225	99821.08708	11198	6282	2743	256	14	0	97	100	20493	10396	5725	2396	196	8	0	99	100	18722	0.06122676	0.07232547	84.68876648	0.04621449	6.09837914	0
0.00086069	27.62164497	1.1687832	74.31163132	54.98918919	20.69408949	0	91.39896373	0	0.0462168	3.391	6.06878322	1.509	0.294	5.14604521	5.81505251	0.8200225	99826.18399	11310	6285	2704	225	8	1	97	100	20533	10396	5725	2396	196	8	0	99	100	18722	0.06173272	0.07279257	84.59774017	0.0462168	6.09239244	0
0.00091856	27.59148216	1.16878088	74.31160297	54.98918919	20.6951268	0	91.39896373	0	0.04621912	3.391	6.06878091	1.509	0.294	5.25154591	5.73377085	0.8200225	99831.50777	11310	6285	2704	225	8	1	97	100	20533	10396	5725	2396	196	8	0	99	100	18722	0.06173272	0.07279257	84.59774017	0.04621912	6.09849644	0
0.00097643	27.65424919	1.16877857	74.31157463	54.98918919	20.69616245	0	91.39896373	0	0.04622143	3.391	6.06877859	1.509	0.294	5.25154591	5.73377085	0.8200225	99837.03143	11214	6268	2739	219	7	1	97	100	20448	10360	5760	2370	191	8	0	99	100	18689	0.06173272	0.07279257	84.59774017	0.04622143	6.0926013	0
0.00103431	27.58650398	1.16877626	74.31154628	54.98918919	20.69719899	0	91.39896373	0	0.04622375	3.391	6.06877628	1.509	0.294	5.25154591	5.73377085	0.8200225	99842.82521	11214	6268	2739	219	7	1	97	100	20448	10360	5760	2370	191	8	0	99	100	18689	0.06121456	0.07246751	84.66107941	0.04622375	6.08401108	0
0.00109218	27.6374321	1.16877394	74.31151794	54.98918919	20.6982363	0	91.39896373	0	0.04622606	3.391	6.06877396	1.509	0.294	5.25154591	5.78228331	0.8200225	99847.34847	11214	6268	2739	219	7	1	97	100	20448	10360	5760	2370	191	8	0	99	100	18689	0.06121456	0.07246751	84.66107941	0.04622606	6.07659435	0
0.00115005	27.62111473	1.16877163	74.31148957	54.98918919	20.69927195	0	91.39896373	0	0.04622838	3.391	6.06877165	1.509	0.294	5.24198294	5.87522459	0.8200225	99853.13997	11214.00001	6268.00001	2739.00001	219.00001	7.00000999	1.00000999	97.00000999	100.00001	20448.00001	10360.00001	5760.00001	2370.00001	191.00001	8.00000999	0.00000999	99.00000999	100.00001	18689.00001	0.06121999	0.07246999	84.66107999	0.04622838	6.07107067	0
0.00120792	27.58522224	1.16876931	74.31146127	54.98918919	20.70030763	0	91.39896373	0	0.04623069	3.391	6.06876934	1.509	0.294	5.24198294	5.87522459	0.8200225	99858.02819	11214.00001	6268.00001	2739.00001	219.00001	7.00000999	1.00000999	97.00000999	100.00001	20448.00001	10360.00001	5760.00001	2370.00001	191.00001	8.00000999	0.00000999	99.00000999	100.00001	18689.00001	0.06121999	0.07246999	84.66107999	0.04623069	6.08252859	0
0.00126579	27.67192078	1.168767	74.31143292	54.98918919	20.70134411	0	91.39896373	0	0.04623301	3.391	6.06876702	1.509	0.294	5.19485092	5.87522459	0.8200225	99863.284	11214.00001	6268.00001	2739.00001	219.00001	7.00000999	1.00000999	97.00000999	100.00001	20448.00001	10360.00001	5760.00001	2370.00001	191.00001	8.00000999	0.00000999	99.00000999	100.00001	18689.00001	0.06121999	0.07246999	84.66107999	0.04623301	6.08834028	0
0.00132366	27.56359673	1.16876468	74.31140454	54.98918919	20.70238225	0	91.39896373	0	0.04623532	3.391	6.0687647	1.509	0.294	5.19485092	5.87522459	0.8200225	99863.284	11214.00001	6268.00001	2739.00001	219.00001	7.00000999	1.00000999	97.00000999	100.00001	20448.00001	10360.00001	5760.00001	2370.00001	191.00001	8.00000999	0.00000999	99.00000999	100.00001	18689.00001	0.06121999	0.07246999	84.66107999	0.04623532	6.08610058	0
0.00138153	27.67090797	1.16876237	74.31137621	54.98918919	20.7034179	0	91.39896373	0	0.04623764	3.391	6.06876239	1.509	0.294	5.19265413	5.82194567	0.8200225	99868.61578	11196	6298	2747	221	9	1	97	100	20471	10447	5804	2438	197	8	1	99	100	18895	0.06190916	0.07286718	84.58320618	0.04623764	6.07833719	0
0.0014394	27.57535172	1.16876005	74.31134787	54.98918919	20.70445438	0	91.39896373	0	0.04623995	3.391	6.06876007	1.509	0.294	5.19265413	5.82194567	0.8200225	99874.08447	11196	6298	2747	221	9	1	97	100	20471	10447	5804	2438	197	8	1	99	100	18895	0.06190916	0.07286718	84.58320618	0.04623995	6.07354927	0
0.00149727	27.69086838	1.16875774	74.31131952	54.98918919	20.70549086	0	91.39896373	0	0.04624227	3.391	6.06875776	1.509	0.294	5.2626915	5.84851551	0.8200225	99879.13641	11196.00001	6298.00001	2747.00001	221.00001	9.00000999	1.00000999	97.00000999	100.00001	20471.00001	10447.00001	5804.00001	2438.00001	197.00001	8.00000999	1.00000999	99.00000999	100.00001	18895.00001	0.06190999	0.07286999	84.58320999	0.04624227	6.06864262	0
0.00155514	27.56477165	1.16875542	74.31129118	54.98918919	20.70652734	0	91.39896373	0	0.04624458	3.391	6.06875545	1.509	0.294	5.2626915	5.84851551	0.8200225	99884.51716	11196.00001	6298.00001	2747.00001	221.00001	9.00000999	1.00000999	97.00000999	100.00001	20471.00001	10447.00001	5804.00001	2438.00001	197.00001	8.00000999	1.00000999	99.00000999	100.00001	18895.00001	0.06190999	0.07286999	84.58320999	0.04624458	6.07399368	0
0.00161301	27.61631584	1.16875311	74.31126284	54.98918919	20.70756382	0	91.39896373	0	0.04624689	3.391	6.06875313	1.509	0.294	5.2747283	5.91298819	0.8200225	99890.03282	11241	6304	2746	217	8	0	97	100	20516	10369	5747	2399	198	7	1	99	100	18720	0.06187288	0.07324786	84.5091095	0.04624689	6.0775466	0
0.00167089	27.63674736	1.16875079	74.31123449	54.98918919	20.70860029	0	91.39896373	0	0.04624921	3.391	6.06875081	1.509	0.294	5.2747283	5.91298819	0.8200225	99895.19269	11241	6304	2746	217	8	0	97	100	20516	10369	5747	2399	198	7	1	99	100	18720	0.06217775	0.07351208	84.4577179	0.04624921	6.07164955	0
0.00172875	27.58528519	1.16874848	74.31120614	54.98918919	20.70963682	0	91.39896373	0	0.04625152	3.391	6.0687485	1.509	0.294	5.34622908	5.96285152	0.8200225	99900.34881	11241	6304	2746	217	8	0	97	100	20516	10369	5747	2399	198	7	1	99	100	18720	0.06217775	0.07351208	84.4577179	0.04625152	6.08326864	0
0.00178662	27.63805962	1.16874616	74.3111778	54.98918919	20.7106733	0	91.39896373	0	0.04625384	3.391	6.06874618	1.509	0.294	5.34622908	5.96285152	0.8200225	99905.71756	11241.00001	6304.00001	2746.00001	217.00001	8.00000999	0.00000999	97.00000999	100.00001	20516.00001	10369.00001	5747.00001	2399.00001	198.00001	7.00000999	1.00000999	99.00000999	100.00001	18720.00001	0.06217999	0.07351999	84.45771999	0.04625384	6.08553886	0
0.0018445	27.64329529	1.16874385	74.3111495	54.98918919	20.71170812	0	91.39896373	0	0.04625615	3.391	6.06874387	1.509	0.294	5.29338312	5.88644028	0.8200225	99911.7719	11205	6311	2746	226	9	0	97	100	20498	10364	5728	2415	202	7	0	99	100	18715	0.04963014	0.06072025	86.98205566	0.04625615	6.08866405	0
0.00190236	27.64640427	1.16874153	74.31112111	54.98918919	20.71274629	0	91.39896373	0	0.04625847	3.391	6.06874155	1.509	0.294	5.29338312	5.88644028	0.8200225	99916.29629	11255	6278	2751	229	8	1	97	100	20522	10364	5728	2415	202	7	0	99	100	18715	0.04963014	0.06072025	86.98205566	0.04625847	6.09137821	0
0.00196023	27.62092972	1.16873922	74.31109281	54.98918919	20.71378111	0	91.39896373	0	0.04626078	3.391	6.06873924	1.509	0.294	5.20976305	5.88073301	0.8200225	99921.60808	11255	6278	2751	229	8	1	97	100	20522	10364	5728	2415	202	7	0	99	100	18715	0.04963014	0.06072025	86.98205566	0.04626078	6.08750391	0
0.00201811	27.62024498	1.16873691	74.31106444	54.98918919	20.71481851	0	91.39896373	0	0.0462631	3.391	6.06873693	1.509	0.294	5.20976305	5.88073301	0.8200225	99927.08405	11235	6306	2766	221	8	0	97	100	20537	10364	5728	2415	202	7	0	99	100	18715	0.06233596	0.07347365	84.4651947	0.0462631	6.08365917	0
0.00207598	27.67277908	1.16873459	74.31103607	54.98918919	20.71585582	0	91.39896373	0	0.04626542	3.391	6.06873461	1.509	0.294	5.20976305	5.91910744	0.8200225	99932.2441	11235	6306	2766	221	8	0	97	100	20537	10364	5728	2415	202	7	0	99	100	18715	0.06233596	0.07347365	84.4651947	0.04626542	6.09115171	0
0.00213385	27.59226418	1.16873228	74.31100775	54.98918919	20.71689147	0	91.39896373	0	0.04626773	3.391	6.0687323	1.509	0.294	5.20976305	5.91910744	0.8200225	99937.50891	11235	6306	2766	221	8	0	97	100	20537	10361	5772	2394	197	7	1	99	100	18731	0.06115764	0.07207993	84.73665619	0.04626773	6.09694672	0
0.00219173	27.70493317	1.16872996	74.31097936	54.98918919	20.71792963	0	91.39896373	0	0.04627005	3.391	6.06872998	1.509	0.294	5.18959045	5.87008905	0.8200225	99943.08567	11297	6361	2780	221	9	0	97	100	20668	10361	5772	2394	197	7	1	99	100	18731	0.06115764	0.07207993	84.73665619	0.04627005	6.1005764	0
0.00224959	27.56001854	1.16872764	74.31095104	54.98918919	20.71896528	0	91.39896373	0	0.04627236	3.391	6.06872767	1.509	0.294	5.18959045	5.87008905	0.8200225	99948.13761	11297	6361	2780	221	9	0	97	100	20668	10361	5772	2394	197	7	1	99	100	18731	0.06115764	0.07207993	84.73665619	0.04627236	6.09549046	0
0.00230746	27.65491295	1.16872533	74.31092272	54.98918919	20.72000093	0	91.39896373	0	0.04627467	3.391	6.06872535	1.509	0.294	5.1890564	5.89148664	0.8200225	99948.13761	11297	6361	2780	221	9	0	97	100	20668	10361	5772	2394	197	7	1	99	100	18731	0.06115764	0.07207993	84.73665619	0.04627467	6.08760595	0
0.00236533	27.60934639	1.16872301	74.31089435	54.98918919	20.72103824	0	91.39896373	0	0.04627699	3.391	6.06872303	1.509	0.294	5.1890564	5.89148664	0.8200225	99953.34945	11297	6361	2780	221	9	0	97	100	20668	10361	5772	2394	197	7	1	99	100	18731	0.06060187	0.07215504	84.72200775	0.04627699	6.09470987	0
0.0024232	27.62092209	1.1687207	74.31086601	54.98918919	20.72207477	0	91.39896373	0	0.0462793	3.391	6.06872072	1.509	0.294	5.29163313	5.87933731	0.8200225	99958.72031	11200	6345	2740	215	8	1	97	100	20509	10398	5754	2397	196	8	0	99	100	18754	0.06060187	0.07215504	84.72200775	0.0462793	6.09368086	0
0.00248108	27.62928009	1.16871838	74.31083766	54.98918919	20.72311127	0	91.39896373	0	0.04628162	3.391	6.06871841	1.509	0.294	5.29163313	5.87933731	0.8200225	99964.03322	11200	6345	2740	215	8	1	97	100	20509	10398	5754	2397	196	8	0	99	100	18754	0.06060187	0.07215504	84.72200775	0.04628162	6.09359837	0
0.00253895	27.63276672	1.16871607	74.31080932	54.98918919	20.72414858	0	91.39896373	0	0.04628393	3.391	6.06871609	1.509	0.294	5.26366377	5.84105301	0.8200225	99969.66595	11200	6345	2740	215	8	1	97	100	20509	10398	5754	2397	196	8	0	99	100	18754	0.06060187	0.07215504	84.72200775	0.04628393	6.08260107	0
0.00259682	27.6962738	1.16871376	74.31078102	54.98918919	20.72518257	0	91.39896373	0	0.04628624	3.391	6.06871378	1.509	0.294	5.18329573	5.84105301	0.8200225	99974.56199	11200.00001	6345.00001	2740.00001	215.00001	8.00000999	1.00000999	97.00000999	100.00001	20509.00001	10398.00001	5754.00001	2397.00001	196.00001	8.00000999	0.00000999	99.00000999	100.00001	18754.00001	0.06060999	0.07215999	84.72200999	0.04628624	6.08961058	0
0.00265469	27.59321022	1.16871144	74.3107526	54.98918919	20.72622154	0	91.39896373	0	0.04628856	3.391	6.06871146	1.509	0.294	5.18329573	5.82762146	0.8200225	99980.08164	11348	6340	2768	220	7	0	97	100	20684	10398	5754	2397	196	8	0	99	100	18754	0.06335908	0.07376444	84.40866089	0.04628856	6.09529781	0
0.00271256	27.60009766	1.16870913	74.3107243	54.98918919	20.72725636	0	91.39896373	0	0.04629088	3.391	6.06870915	1.509	0.294	5.19884491	5.96685982	0.8200225	99985.18855	11348	6340	2768	220	7	0	97	100	20684	10337	5809	2400	197	8	0	99	100	18751	0.06335908	0.07376444	84.40866089	0.04629088	6.08974314	0
0.00277043	27.62907028	1.16870681	74.31069596	54.98918919	20.72829368	0	91.39896373	0	0.04629319	3.391	6.06870683	1.509	0.294	5.19884491	5.96685982	0.8200225	99990.45741	11240	6330	2728	216	9	0	97	100	20522	10337	5809	2400	197	8	0	99	100	18751	0.06335908	0.07376444	84.40866089	0.04629319	6.08543539	0
0.0028283	27.58825493	1.1687045	74.31066761	54.98918919	20.72933021	0	91.39896373	0	0.0462955	3.391	6.06870452	1.509	0.294	5.20164871	6.03541756	0.8200225	99995.88126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.57572E+14	0.0462955	6.07451248	0
0.00288618	27.69344521	1.16870218	74.31063922	54.98918919	20.7303676	0	91.39896373	0	0.04629782	3.391	6.0687022	1.509	0.294	5.20164871	6.03541756	0.8200225	100001.1936	11240	6330	2728	216	9	0	97	100	20522	10337	5809	2400	197	8	0	99	100	18751	0.06148473	0.07292076	84.57277679	0.04629782	6.07961893	0
0.00294405	27.59886551	1.16869987	74.3106109	54.98918919	20.73140346	0	91.39896373	0	0.04630014	3.391	6.06869989	1.509	0.294	5.20909262	6.040905	0.8200225	100006.3495	11270	6286	2730	218	8	0	97	100	20513	10337	5809	2400	197	8	0	99	100	18751	0.06148473	0.07292076	84.57277679	0.04630014	6.08122921	0
0.00300192	27.68157959	1.16869755	74.31058258	54.98918919	20.7324389	0	91.39896373	0	0.04630245	3.391	6.06869757	1.509	0.294	5.20909262	6.040905	0.8200225	100011.7252	11270	6286	2730	218	8	0	97	100	20513	10337	5790	2413	196	8	0	99	100	18745	0.06239275	0.07334881	84.48947144	0.04630245	6.08264303	0
0.00305979	27.58441925	1.16869524	74.31055421	54.98918919	20.73347621	0	91.39896373	0	0.04630477	3.391	6.06869526	1.509	0.294	5.18980408	5.93196297	0.8200225	100017.029	11270	6286	2730	218	8	0	97	100	20513	10337	5790	2413	196	8	0	99	100	18745	0.06239275	0.07334881	84.48947144	0.04630477	6.08764362	0
0.00311766	27.65941048	1.16869292	74.31052587	54.98918919	20.73451269	0	91.39896373	0	0.04630708	3.391	6.06869294	1.509	0.294	5.18980408	5.93196297	0.8200225	100022.8255	11270	6286	2730	218	8	0	97	100	20513	10337	5790	2413	196	8	0	99	100	18745	0.06239275	0.07334881	84.48947144	0.04630708	6.08795214	0
0.00317553	27.60731506	1.16869061	74.31049754	54.98918919	20.73554845	0	91.39896373	0	0.0463094	3.391	6.06869063	1.509	0.294	5.1659565	5.93085098	0.8200225	100027.8218	11270.00001	6286.00001	2730.00001	218.00001	8.00000999	0.00000999	97.00000999	100.00001	20513.00001	10337.00001	5790.00001	2413.00001	196.00001	8.00000999	0.00000999	99.00000999	100.00001	18745.00001	0.06239999	0.07334999	84.48947999	0.0463094	6.09301805	0
0.0032334	27.68346977	1.16868829	74.31046917	54.98918919	20.73658575	0	91.39896373	0	0.04631171	3.391	6.06868831	1.509	0.294	5.1659565	5.93085098	0.8200225	100033.1378	11265	6284	2752	225	6	1	97	100	20533	10337	5790	2413	196	8	0	99	100	18745	0.06088362	0.07262521	84.63034058	0.04631171	6.09334707	0
0.00329127	27.64818573	1.16868598	74.31044083	54.98918919	20.73762228	0	91.39896373	0	0.04631403	3.391	6.068686	1.509	0.294	5.23539495	5.92210865	0.8200225	100038.1939	11265	6284	2752	225	6	1	97	100	20533	10415	5815	2453	203	9	0	99	100	18895	0.06088362	0.07262521	84.63034058	0.04631403	6.08555555	0
0.00334915	27.57061195	1.16868366	74.31041248	54.98918919	20.73865878	0	91.39896373	0	0.04631634	3.391	6.06868368	1.509	0.294	5.23539495	5.92210865	0.8200225	100038.1939	11265	6284	2752	225	6	1	97	100	20533	10415	5815	2453	203	9	0	99	100	18895	0.06088362	0.07262521	84.63034058	0.04631634	6.09724188	0
0.00340702	27.68128777	1.16868135	74.31038417	54.98918919	20.73969426	0	91.39896373	0	0.04631865	3.391	6.06868137	1.509	0.294	5.36730003	5.91106987	0.8200225	100043.4579	11265	6284	2752	225	6	1	97	100	20533	10415	5815	2453	203	9	0	99	100	18895	0.06088362	0.07262521	84.63034058	0.04631865	6.0900836	0
0.00346488	27.6639328	1.16867903	74.31035577	54.98918919	20.74073246	0	91.39896373	0	0.04632097	3.391	6.06867905	1.509	0.294	5.36730003	5.91106987	0.8200225	100049.0857	11265.00001	6284.00001	2752.00001	225.00001	6.00000999	1.00000999	97.00000999	100.00001	20533.00001	10415.00001	5815.00001	2453.00001	203.00001	9.00000999	0.00000999	99.00000999	100.00001	18895.00001	0.06088999	0.07262999	84.63034999	0.04632097	6.08173609	0
0.00352275	27.67812157	1.16867672	74.31032743	54.98918919	20.74176895	0	91.39896373	0	0.04632329	3.391	6.06867674	1.509	0.294	5.22537851	5.93735409	0.8200225	100054.1418	11213	6350	2738	222	6	0	97	100	20530	10415	5815	2453	203	9	0	99	100	18895	0.06109776	0.07263409	84.62861633	0.04632329	6.07732725	0
0.00358062	27.66554451	1.1686744	74.31029911	54.98918919	20.74280545	0	91.39896373	0	0.0463256	3.391	6.06867442	1.509	0.294	5.22537851	5.93735409	0.8200225	100059.3468	11213	6350	2738	222	6	0	97	100	20530	10415	5815	2453	203	9	0	99	100	18895	0.06069607	0.07246654	84.66127014	0.0463256	6.07865286	0
0.00363849	27.6427021	1.16867209	74.31027074	54.98918919	20.74384196	0	91.39896373	0	0.04632792	3.391	6.06867211	1.509	0.294	5.22122383	5.8735218	0.8200225	100064.7228	11221	6322	2741	222	6	1	97	100	20513	10427	5799	2449	201	8	1	99	100	18884	0.06069607	0.07246654	84.66127014	0.04632792	6.0831213	0
0.00369637	27.66242027	1.16866977	74.31024242	54.98918919	20.74487764	0	91.39896373	0	0.04633023	3.391	6.0686698	1.509	0.294	5.22122383	5.8735218	0.8200225	100070.0297	11221	6322	2741	222	6	1	97	100	20513	10427	5799	2449	201	8	1	99	100	18884	0.06069607	0.07246654	84.66127014	0.04633023	6.06745768	0
0.00375424	27.63914299	1.16866746	74.31021409	54.98918919	20.74591329	0	91.39896373	0	0.04633254	3.391	6.06866748	1.509	0.294	5.2158885	5.93616199	0.8200225	100075.3495	11221	6322	2741	222	6	1	97	100	20513	10427	5799	2449	201	8	1	99	100	18884	0.06043606	0.07208274	84.73610687	0.04633254	6.06803989	0
0.00381211	27.69163513	1.16866515	74.31018575	54.98918919	20.74694983	0	91.39896373	0	0.04633486	3.391	6.06866517	1.509	0.294	5.2158885	5.93616199	0.8200225	100080.6135	11221	6322	2741	222	6	1	97	100	20513	10427	5799	2449	201	8	1	99	100	18884	0.06043606	0.07208274	84.73610687	0.04633486	6.07604074	0
0.00386998	27.62817764	1.16866283	74.31015738	54.98918919	20.74798796	0	91.39896373	0	0.04633717	3.391	6.06866285	1.509	0.294	5.25398779	5.91786194	0.8200225	100086.2951	11190	6324	2742	223	8	0	97	100	20486	10419	5807	2450	210	8	0	99	100	18894	0.06157074	0.07315102	84.5279541	0.04633717	6.08306694	0
0.00392785	27.71416473	1.16866051	74.31012904	54.98918919	20.74902364	0	91.39896373	0	0.04633949	3.391	6.06866054	1.509	0.294	5.25398779	5.91786194	0.8200225	100091.1903	11190	6324	2742	223	8	0	97	100	20486	10419	5807	2450	210	8	0	99	100	18894	0.06157074	0.07315102	84.5279541	0.04633949	6.07608175	0
0.00398572	27.63128471	1.1686582	74.31010069	54.98918919	20.75006012	0	91.39896373	0	0.04634181	3.391	6.06865822	1.509	0.294	5.2354598	5.94521284	0.8200225	100096.4581	11190.00001	6324.00001	2742.00001	223.00001	8.00000999	0.00000999	97.00000999	100.00001	20486.00001	10419.00001	5807.00001	2450.00001	210.00001	8.00000999	0.00000999	99.00000999	100.00001	18894.00001	0.06157999	0.07315999	84.52795999	0.04634181	6.07927999	0
0.00404359	27.66596603	1.16865588	74.31007235	54.98918919	20.75109746	0	91.39896373	0	0.04634412	3.391	6.06865591	1.509	0.294	5.2354598	5.94521284	0.8200225	100102.1389	11253	6277	2749	216	8	1	97	100	20503	10419	5807	2450	210	8	0	99	100	18894	0.0598577	0.07154139	84.84178925	0.04634412	6.08112144	0
0.00410146	27.69571114	1.16865357	74.310044	54.98918919	20.75213231	0	91.39896373	0	0.04634643	3.391	6.06865359	1.509	0.294	5.29639053	5.94980192	0.8200225	100107.1869	11253	6277	2749	216	8	1	97	100	20503	10448	5838	2481	205	7	0	99	100	18980	0.0598577	0.07154139	84.84178925	0.04634643	6.07511616	0
0.00415935	27.60769653	1.16865125	74.31001563	54.98918919	20.75316962	0	91.39896373	0	0.04634875	3.391	6.06865128	1.509	0.294	5.29639053	5.94980192	0.8200225	100112.3538	11253	6277	2749	216	8	1	97	100	20503	10448	5838	2481	205	7	0	99	100	18980	0.0598577	0.07154139	84.84178925	0.04634875	6.09092951	0
0.0042172	27.71550751	1.16864894	74.30998731	54.98918919	20.75420692	0	91.39896373	0	0.04635106	3.391	6.06864896	1.509	0.294	5.29639053	5.84547615	0.8200225	100117.7225	11199	6298	2753	222	7	1	97	100	20480	10448	5838	2481	205	7	0	99	100	18980	0.0598577	0.07154139	84.84178925	0.04635106	6.097332	0
0.00427507	27.65586853	1.16864662	74.30995899	54.98918919	20.75524257	0	91.39896373	0	0.04635338	3.391	6.06864665	1.509	0.294	5.29639053	5.84547615	0.8200225	100123.0823	11208	6329	2751	217	8	1	97	100	20513	10448	5838	2481	205	7	0	99	100	18980	0.06083176	0.07240184	84.67388153	0.04635338	6.0958333	0
