Day fraction since midnight on 12/9/2020	7 kPa (cm)	Q sed difference ()	Raw water pump ()	settled bulk pump ()	Clay pump Run ()	PACl pump Run ()	Floc hopper pump  ()	Q Clay (PID control) ()	Q clay pump (mL/s)	Q settled bulk pump (mL/s)	Q Raw (mL/s)	Q removed (mL/s)	Q Floc Hopper ()	Turb settled w/ blanket ()	Turb settled w/out blanket  ()	PC1 & 2 pump ()	ChemTrac Buffer ()	PC 1.2 bin1 N ()	PC 1.2 bin2 N ()	PC 1.2 bin3 N ()	PC 1.2 bin4 N ()	PC 1.2 bin5 N ()	PC 1.2 bin6 N ()	PC 1.2 Cell  ()	PC 1.2 Laser ()	PC 1.2 Total N ()	PC 1.3 bin1 N ()	PC 1.3 bin2 N ()	PC 1.3 bin3 N ()	PC 1.3 bin4 N ()	PC 1.3 bin5 N ()	PC 1.3 bin6 N ()	PC 1.3 Cell ()	PC 1.3 Laser ()	PC 1.3 Total N ()	UV 1.1 Compensated UVA ()	UV 1.1 UVA ()	UV 1.1 UVT ()	Target turbidity experiment (NTU)	Turb influent  ()	PID Output ()
0.27644228	11.2136364	1.21275997	0	0	0	0	0	0	0.00224003	3.391	6.11275999	1.509	0.294	0.88388592	0.37544623	0.8200225	4834.358459	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04946889	0.05167869	88.81170654	0.00224003	15.95404816	0
0.27650015	11.22397518	1.21275765	0	0	0	0	0	0	0.00224235	3.391	6.11275767	1.509	0.294	0.88234717	0.38118955	0.8200225	4839.630263	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04946889	0.05167869	88.81170654	0.00224235	15.96399498	0
0.27655802	11.25727558	1.21275534	0	0	0	0	0	0	0.00224467	3.391	6.11275536	1.509	0.294	0.88234717	0.38118955	0.8200225	4845.046978	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04993536	0.05205319	88.73516083	0.00224467	15.94522858	0
0.27661589	11.22188854	1.21275302	0	0	0	0	0	0	0.00224698	3.391	6.11275305	1.509	0.294	0.89542001	0.37726423	0.8200225	4850.20285	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.0497257	0.05186418	88.77378845	0.00224698	15.91569138	0
0.27667376	11.18872547	1.21275071	0	0	0	0	0	0	0.0022493	3.391	6.11275073	1.509	0.294	0.89542001	0.37726423	0.8200225	4855.518627	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.0497257	0.05186418	88.77378845	0.0022493	15.98023415	0
0.27673164	11.22112465	1.21274839	0	0	0	0	0	0	0.00225161	3.391	6.11274841	1.509	0.294	0.88086736	0.37658331	0.8200225	4863.116019	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04972999	0.05186999	88.77378999	0.00225161	15.97483826	0
0.2767895	11.25865459	1.21274608	0	0	0	0	0	0	0.00225392	3.391	6.1127461	1.509	0.294	0.88086736	0.37658331	0.8200225	4866.059235	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04972999	0.05186999	88.77378999	0.00225392	15.94630051	0
0.27684737	11.23223114	1.21274376	0	0	0	0	0	0	0.00225624	3.391	6.11274379	1.509	0.294	0.88156676	0.37844351	0.8200225	4871.410989	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04972999	0.05186999	88.77378999	0.00225624	15.9571209	0
0.27690525	11.2382412	1.21274145	0	0	0	0	0	0	0.00225855	3.391	6.11274147	1.509	0.294	0.88156676	0.37844351	0.8200225	4876.690787	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04920501	0.05136008	88.87687683	0.00225855	15.95716667	0
0.27696311	11.20875359	1.21273913	0	0	0	0	0	0	0.00226087	3.391	6.11273916	1.509	0.294	0.89635426	0.37688723	0.8200225	4882.048539	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04985513	0.05198961	88.74815369	0.00226087	15.93931007	0
0.27702098	11.26334286	1.21273682	0	0	0	0	0	0	0.00226318	3.391	6.11273685	1.509	0.294	0.89635426	0.37688723	0.8200225	4887.372309	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04985513	0.05198961	88.74815369	0.00226318	15.92525291	0
0.27707886	11.20325947	1.21273451	0	0	0	0	0	0	0.0022655	3.391	6.11273453	1.509	0.294	0.87938523	0.38865343	0.8200225	4892.524186	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04985513	0.05198961	88.74815369	0.0022655	15.91207695	0
0.27713673	11.24231815	1.21273219	0	0	0	0	0	0	0.00226781	3.391	6.11273221	1.509	0.294	0.87938523	0.38865343	0.8200225	4897.994867	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04985513	0.05198961	88.74815369	0.00226781	15.91078758	0
0.2771946	11.2249155	1.21272988	0	0	0	0	0	0	0.00227012	3.391	6.1127299	1.509	0.294	0.89055634	0.37946191	0.8200225	4903.311643	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04940215	0.05161392	88.82495117	0.00227012	15.89578438	0
0.27725248	11.22772598	1.21272756	0	0	0	0	0	0	0.00227244	3.391	6.11272758	1.509	0.294	0.89055634	0.37946191	0.8200225	4903.311643	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04940215	0.05161392	88.82495117	0.00227244	15.89407349	0
0.27731035	11.21343327	1.21272525	0	0	0	0	0	0	0.00227476	3.391	6.11272527	1.509	0.294	0.89196575	0.39542779	0.8200225	4908.52748	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04937677	0.05117422	88.91491699	0.00227476	15.91021156	0
0.27736821	11.20918846	1.21272293	0	0	0	0	0	0	0.00227707	3.391	6.11272295	1.509	0.294	0.89464599	0.39542779	0.8200225	4914.05113	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04937677	0.05117422	88.91491699	0.00227707	15.92381477	0
0.27742608	11.23003006	1.21272062	0	0	0	0	0	0	0.00227938	3.391	6.11272064	1.509	0.294	0.89464599	0.39425072	0.8200225	4919.639741	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04937677	0.05117422	88.91491699	0.00227938	15.9570961	0
0.27748395	11.21412468	1.2127183	0	0	0	0	0	0	0.0022817	3.391	6.11271833	1.509	0.294	0.8928436	0.40835336	0.8200225	4924.419841	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04945041	0.05161818	88.82408142	0.0022817	15.95775223	0
0.27754182	11.22593117	1.21271599	0	0	0	0	0	0	0.00228401	3.391	6.11271601	1.509	0.294	0.8928436	0.40835336	0.8200225	4929.695642	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.0499091	0.05208956	88.72773743	0.00228401	15.98774338	0
0.27759969	11.22660732	1.21271367	0	0	0	0	0	0	0.00228633	3.391	6.1127137	1.509	0.294	0.88896126	0.38975969	0.8200225	4935.05539	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.0499091	0.05208956	88.72773743	0.00228633	16.01932907	0
0.27765756	11.2227211	1.21271136	0	0	0	0	0	0	0.00228864	3.391	6.11271138	1.509	0.294	0.88896126	0.38975969	0.8200225	4940.363172	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.0499091	0.05208956	88.72773743	0.00228864	16.03846741	0
0.27771543	11.24943256	1.21270904	0	0	0	0	0	0	0.00229096	3.391	6.11270907	1.509	0.294	0.92531812	0.38388392	0.8200225	4945.524043	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04990999	0.05208999	88.72773999	0.00229096	16.06409264	0
0.2777733	11.22752571	1.21270673	0	0	0	0	0	0	0.00229328	3.391	6.11270675	1.509	0.294	0.92531812	0.38388392	0.8200225	4950.995724	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04990999	0.05208999	88.72773999	0.00229328	16.08655167	0
0.27783118	11.22415733	1.21270441	0	0	0	0	0	0	0.00229559	3.391	6.11270444	1.509	0.294	0.91411108	0.38897374	0.8200225	4956.21156	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04990999	0.05208999	88.72773999	0.00229559	16.07538414	0
0.27788905	11.22896385	1.2127021	0	0	0	0	0	0	0.00229791	3.391	6.11270212	1.509	0.294	0.91411108	0.38897374	0.8200225	4961.480366	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04990999	0.05208999	88.72773999	0.00229791	16.06535149	0
0.27794693	11.20865345	1.21269978	0	0	0	0	0	0	0.00230022	3.391	6.11269981	1.509	0.294	0.91411108	0.38672373	0.8200225	4966.997019	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04990999	0.05208999	88.72773999	0.00230022	16.06253624	0
0.27800479	11.20344448	1.21269747	0	0	0	0	0	0	0.00230253	3.391	6.11269749	1.509	0.294	0.91411108	0.38672373	0.8200225	4972.115915	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04963791	0.05192893	88.76055145	0.00230253	16.06675148	0
0.27806266	11.24364758	1.21269517	0	0	0	0	0	0	0.00230485	3.391	6.11269517	1.509	0.294	0.90588677	0.42289641	0.8200225	4977.643563	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04963791	0.05192893	88.76055145	0.00230485	16.08529472	0
0.27812053	11.22861576	1.21269284	0	0	0	0	0	0	0.00230716	3.391	6.11269286	1.509	0.294	0.90588677	0.42289641	0.8200225	4982.783446	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04964473	0.05180178	88.78653717	0.00230716	16.08664131	0
0.2781784	11.21345234	1.21269052	0	0	0	0	0	0	0.00230948	3.391	6.11269054	1.509	0.294	0.92767507	0.39326766	0.8200225	4988.008278	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04964473	0.05180178	88.78653717	0.00230948	16.11109924	0
0.27823627	11.21494865	1.21268821	0	0	0	0	0	0	0.00231179	3.391	6.11268823	1.509	0.294	0.92767507	0.39326766	0.8200225	4993.368027	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04964473	0.05180178	88.78653717	0.00231179	16.13780403	0
0.27829415	11.24911404	1.21268589	0	0	0	0	0	0	0.00231411	3.391	6.11268591	1.509	0.294	0.92631567	0.39092252	0.8200225	4993.368027	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04964473	0.05180178	88.78653717	0.00231411	16.16473198	0
0.27835201	11.22874928	1.21268358	0	0	0	0	0	0	0.00231642	3.391	6.11268361	1.509	0.294	0.92631567	0.39092252	0.8200225	4998.531897	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04964473	0.05180178	88.78653717	0.00231642	16.18854141	0
0.27840988	11.2232666	1.21268128	0	0	0	0	0	0	0.00231872	3.391	6.1126813	1.509	0.294	0.90316039	0.4108499	0.8200225	5004.007574	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04964999	0.05180999	88.78653999	0.00231872	16.18855095	0
0.27846775	11.2189846	1.21267895	0	0	0	0	0	0	0.00232105	3.391	6.11267897	1.509	0.294	0.90316039	0.4108499	0.8200225	5009.220413	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04964999	0.05180999	88.78653999	0.00232105	16.17344666	0
0.27852562	11.23987293	1.21267665	0	0	0	0	0	0	0.00232335	3.391	6.11267667	1.509	0.294	0.90230519	0.3967385	0.8200225	5014.524197	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04973113	0.05195956	88.75429535	0.00232335	16.16258049	0
0.27858349	11.22699547	1.21267432	0	0	0	0	0	0	0.00232568	3.391	6.11267434	1.509	0.294	0.90230519	0.3967385	0.8200225	5019.999876	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04973113	0.05195956	88.75429535	0.00232568	16.14835548	0
0.27864136	11.23610878	1.21267201	0	0	0	0	0	0	0.00232799	3.391	6.11267203	1.509	0.294	0.90033144	0.39379963	0.8200225	5025.119886	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04973113	0.05195956	88.75429535	0.00232799	16.1413765	0
0.27869923	11.24344826	1.21266969	0	0	0	0	0	0	0.00233031	3.391	6.11266971	1.509	0.294	0.90033144	0.39379963	0.8200225	5030.360707	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04973999	0.05195999	88.75429999	0.00233031	16.12701988	0
0.27875711	11.22826195	1.21266738	0	0	0	0	0	0	0.00233262	3.391	6.1126674	1.509	0.294	0.92671657	0.39644089	0.8200225	5035.74844	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04947129	0.05168109	88.81121826	0.00233262	16.13021469	0
0.27881497	11.20294857	1.21266506	0	0	0	0	0	0	0.00233494	3.391	6.11266509	1.509	0.294	0.92671657	0.39644089	0.8200225	5042.737204	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04947129	0.05168109	88.81121826	0.00233494	16.12740898	0
0.27887285	11.24857807	1.21266276	0	0	0	0	0	0	0.00233726	3.391	6.11266276	1.509	0.294	0.94092089	0.38914308	0.8200225	5046.388565	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04947129	0.05168109	88.81121826	0.00233726	16.14616203	0
0.27893072	11.21115208	1.21266044	0	0	0	0	0	0	0.00233957	3.391	6.11266045	1.509	0.294	0.94092089	0.38914308	0.8200225	5051.628387	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04945068	0.05168109	88.81121826	0.00233957	16.15994835	0
0.27898859	11.24730301	1.21265812	0	0	0	0	0	0	0.00234189	3.391	6.11265814	1.509	0.294	0.94092089	0.39085874	0.8200225	5057.0481	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04971553	0.05193127	88.76007843	0.00234189	16.17400169	0
0.27904646	11.21987438	1.2126558	0	0	0	0	0	0	0.0023442	3.391	6.11265582	1.509	0.294	0.94092089	0.39085874	0.8200225	5062.265934	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04971553	0.05193127	88.76007843	0.0023442	16.15078545	0
0.27910433	11.22353172	1.21265349	0	0	0	0	0	0	0.00234651	3.391	6.11265351	1.509	0.294	0.9336499	0.39154997	0.8200225	5067.520751	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04934264	0.05155639	88.8367157	0.00234651	16.17609406	0
0.2791622	11.22842026	1.21265117	0	0	0	0	0	0	0.00234884	3.391	6.11265119	1.509	0.294	0.9336499	0.39154997	0.8200225	5073.065386	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04934264	0.05155639	88.8367157	0.00234884	16.19082069	0
0.27922009	11.20955467	1.21264886	0	0	0	0	0	0	0.00235114	3.391	6.11264888	1.509	0.294	0.95826703	0.41366687	0.8200225	5078.156299	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04958396	0.05177712	88.7915802	0.00235114	16.19804573	0
0.27927795	11.23178005	1.21264654	0	0	0	0	0	0	0.00235347	3.391	6.11264656	1.509	0.294	0.95826703	0.41366687	0.8200225	5083.433097	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04958396	0.05177712	88.7915802	0.00235347	16.17819405	0
0.27933582	11.24018002	1.21264422	0	0	0	0	0	0	0.00235578	3.391	6.11264425	1.509	0.294	0.95772105	0.42223701	0.8200225	5083.433097	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04958396	0.05177712	88.7915802	0.00235578	16.19761658	0
0.2793937	11.20174885	1.21264192	0	0	0	0	0	0	0.00235808	3.391	6.11264194	1.509	0.294	0.95772105	0.42223701	0.8200225	5088.693908	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04958396	0.05177712	88.7915802	0.00235808	16.20428467	0
0.27945156	11.2544241	1.2126396	0	0	0	0	0	0	0.00236041	3.391	6.11263962	1.509	0.294	0.95772105	0.42223701	0.8200225	5094.209563	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04918175	0.05139748	88.86922455	0.00236041	16.22835541	0
0.27950944	11.23307133	1.21263729	0	0	0	0	0	0	0.00236272	3.391	6.11263731	1.509	0.294	0.91042227	0.4075788	0.8200225	5099.364437	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04918175	0.05139748	88.86922455	0.00236272	16.23547554	0
0.2795673	11.21696186	1.21263497	0	0	0	0	0	0	0.00236503	3.391	6.112635	1.509	0.294	0.91042227	0.4075788	0.8200225	5104.637239	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04918175	0.05139748	88.86922455	0.00236503	16.23511505	0
0.27962517	11.22073269	1.21263265	0	0	0	0	0	0	0.00236735	3.391	6.11263267	1.509	0.294	0.91464788	0.41151044	0.8200225	5110.001105	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04918999	0.05139999	88.86922999	0.00236735	16.21268845	0
0.27968304	11.2123909	1.21263034	0	0	0	0	0	0	0.00236967	3.391	6.11263036	1.509	0.294	0.91464788	0.41151044	0.8200225	5115.308886	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04938733	0.05158642	88.83057404	0.00236967	16.18711662	0
0.27974091	11.20825291	1.21262803	0	0	0	0	0	0	0.00237198	3.391	6.11262805	1.509	0.294	0.92870861	0.40560803	0.8200225	5120.516729	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04938733	0.05158642	88.83057404	0.00237198	16.16727257	0
0.27979878	11.24071217	1.21262571	0	0	0	0	0	0	0.00237429	3.391	6.11262573	1.509	0.294	0.92870861	0.40560803	0.8200225	5126.061484	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04938999	0.05158999	88.83057999	0.00237429	16.15749931	0
0.27985666	11.23538876	1.21262339	0	0	0	0	0	0	0.00237661	3.391	6.11262342	1.509	0.294	0.91839951	0.41075853	0.8200225	5131.11342	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04938266	0.05120671	88.90826416	0.00237661	16.16599655	0
0.27991454	11.24591637	1.21262108	0	0	0	0	0	0	0.00237893	3.391	6.1126211	1.509	0.294	0.91839951	0.41075853	0.8200225	5136.421357	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04938266	0.05120671	88.90826416	0.00237893	16.19140625	0
0.27997239	11.1996212	1.21261877	0	0	0	0	0	0	0.00238123	3.391	6.11261879	1.509	0.294	0.90636498	0.40887019	0.8200225	5142.372745	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04965313	0.05177886	88.79122162	0.00238123	16.19043732	0
0.28003026	11.22398949	1.21261645	0	0	0	0	0	0	0.00238355	3.391	6.11261647	1.509	0.294	0.90636498	0.40887019	0.8200225	5147.001935	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04965313	0.05177886	88.79122162	0.00238355	16.15054703	0
0.28008815	11.21096325	1.21261413	0	0	0	0	0	0	0.00238587	3.391	6.11261416	1.509	0.294	0.90488309	0.39834782	0.8200225	5152.422645	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04943465	0.05162302	88.8230896	0.00238587	16.13996506	0
0.280146	11.24036884	1.21261182	0	0	0	0	0	0	0.00238818	3.391	6.11261184	1.509	0.294	0.90488309	0.39834782	0.8200225	5157.525548	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04943465	0.05162302	88.8230896	0.00238818	16.15068436	0
0.28020387	11.22503471	1.2126095	0	0	0	0	0	0	0.0023905	3.391	6.11260953	1.509	0.294	0.91517645	0.4001787	0.8200225	5157.525548	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04943465	0.05162302	88.8230896	0.0023905	16.1412487	0
0.28026174	11.25027561	1.21260719	0	0	0	0	0	0	0.00239281	3.391	6.11260722	1.509	0.294	0.91517645	0.4001787	0.8200225	5168.206066	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.049994	0.05212369	88.72076416	0.00239281	16.14815331	0
0.28031963	11.23984718	1.21260488	0	0	0	0	0	0	0.00239513	3.391	6.1126049	1.509	0.294	0.91391677	0.42351195	0.8200225	5168.206066	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.049994	0.05212369	88.72076416	0.00239513	16.17001915	0
0.28037749	11.21542645	1.21260256	0	0	0	0	0	0	0.00239744	3.391	6.11260258	1.509	0.294	0.91391677	0.42351195	0.8200225	5173.473867	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.049994	0.05212369	88.72076416	0.00239744	16.15710258	0
0.28043536	11.24541283	1.21260025	0	0	0	0	0	0	0.00239975	3.391	6.11260027	1.509	0.294	0.9173274	0.42631134	0.8200225	5179.005661	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04955911	0.05177286	88.79244995	0.00239975	16.15135765	0
0.28049323	11.23040485	1.21259794	0	0	0	0	0	0	0.00240207	3.391	6.11259796	1.509	0.294	0.9173274	0.42631134	0.8200225	5184.058857	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04955911	0.05177286	88.79244995	0.00240207	16.15710068	0
0.28055111	11.22320461	1.21259561	0	0	0	0	0	0	0.00240439	3.391	6.11259563	1.509	0.294	0.93622917	0.41240612	0.8200225	5189.429596	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04955911	0.05177286	88.79244995	0.00240439	16.15960312	0
0.28060897	11.24107647	1.2125933	0	0	0	0	0	0	0.0024067	3.391	6.11259333	1.509	0.294	0.93622917	0.41240612	0.8200225	5194.701396	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04997531	0.05218037	88.70918274	0.0024067	16.15028572	0
0.28066684	11.1949234	1.21259099	0	0	0	0	0	0	0.00240902	3.391	6.11259101	1.509	0.294	0.92759991	0.41890159	0.8200225	5200.685763	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04997531	0.05218037	88.70918274	0.00240902	16.12358475	0
0.28072471	11.24349403	1.21258867	0	0	0	0	0	0	0.00241133	3.391	6.11258869	1.509	0.294	0.92759991	0.41890159	0.8200225	5204.949446	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04997999	0.05218999	88.70918999	0.00241133	16.13450241	0
0.28078258	11.22343254	1.21258636	0	0	0	0	0	0	0.00241364	3.391	6.11258638	1.509	0.294	0.92531979	0.4292638	0.8200225	5210.633996	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04997999	0.05218999	88.70918999	0.00241364	16.14505005	0
0.28084045	11.21211052	1.21258404	0	0	0	0	0	0	0.00241596	3.391	6.11258407	1.509	0.294	0.92531979	0.4292638	0.8200225	5216.009832	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04922809	0.05146047	88.8563385	0.00241596	16.13308907	0
0.28089832	11.22786999	1.21258173	0	0	0	0	0	0	0.00241827	3.391	6.11258175	1.509	0.294	0.9444924	0.4223077	0.8200225	5222.797709	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04957227	0.05177525	88.79196167	0.00241827	16.14119911	0
0.2809562	11.22040939	1.21257941	0	0	0	0	0	0	0.00242059	3.391	6.11257944	1.509	0.294	0.9444924	0.4223077	0.8200225	5226.521451	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04957227	0.05177525	88.79196167	0.00242059	16.14793777	0
0.28101409	11.24340248	1.2125771	0	0	0	0	0	0	0.0024229	3.391	6.11257712	1.509	0.294	0.97705358	0.41557726	0.8200225	5232.055091	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04986913	0.05199486	88.74708557	0.0024229	16.1650753	0
0.28107195	11.23358822	1.21257478	0	0	0	0	0	0	0.00242522	3.391	6.11257481	1.509	0.294	1.05194259	0.41557726	0.8200225	5237.0542	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04986913	0.05199486	88.74708557	0.00242522	16.17523766	0
0.28112982	11.22733212	1.21257247	0	0	0	0	0	0	0.00242754	3.391	6.11257249	1.509	0.294	1.05194259	0.40965703	0.8200225	5242.370146	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04962611	0.05177047	88.79293823	0.00242754	16.1624527	0
0.28118769	11.20868397	1.21257015	0	0	0	0	0	0	0.00242985	3.391	6.11257017	1.509	0.294	1.03392065	0.40965703	0.8200225	5247.689916	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04962611	0.05177047	88.79293823	0.00242985	16.13050461	0
0.28124556	11.21488571	1.21256784	0	0	0	0	0	0	0.00243216	3.391	6.11256786	1.509	0.294	1.03392065	0.43180194	0.8200225	5253.001692	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04962611	0.05177047	88.79293823	0.00243216	16.14024353	0
